,dep_count_per15,arr_count_per15,pb_count_per15,heavy_dep_per15,heavy_arr_per15,dep_demand_per15,,,,,,
9360,9,11,14,3,5,30,,,,,,
9361,13,7,7,1,4,29,,,,,,
9362,10,12,5,4,2,21,,,,,,
9363,10,13,12,3,2,23,,,,,,
9364,13,10,9,2,4,22,,,,,,
9365,13,10,15,2,5,23,,,,,,
9366,12,8,12,4,3,22,,,,,,
9367,12,12,13,3,1,23,,,,,,
9368,12,10,12,5,7,24,,,,,,
9369,7,11,12,3,3,24,,,,,,
9370,9,11,7,4,3,23,,,,,,
9371,12,13,9,5,5,24,,,,,,
9372,11,11,11,4,4,22,,,,,,
9373,13,10,10,5,4,22,,,,,,
9374,9,12,9,4,3,18,,,,,,
9375,12,10,17,5,2,26,,,,,,
9376,11,11,9,3,3,22,,,,,,
9377,14,8,9,7,4,20,,,,,,
9378,10,10,12,6,2,18,,,,,,
9379,8,9,10,2,0,19,,,,,,
9380,4,9,9,1,4,20,,,,,,
9381,11,10,8,3,4,25,,,,,,
9382,10,10,13,5,1,26,,,,,,
9383,7,11,10,2,2,25,,,,,,
9384,8,10,5,1,4,23,,,,,,
9385,10,13,14,1,3,29,,,,,,
9386,11,12,13,3,4,32,,,,,,
9387,9,14,12,3,3,33,,,,,,
9388,12,12,7,4,3,32,,,,,,
9389,13,10,12,3,3,32,,,,,,
9390,13,7,10,3,0,28,,,,,,
9391,7,7,8,0,1,23,,,,,,
9392,9,11,7,2,4,23,,,,,,
9393,13,12,19,1,2,33,,,,,,
9394,13,13,10,4,4,30,,,,,,
9395,16,13,12,2,3,29,,,,,,
9396,13,9,7,3,1,20,,,,,,
9397,13,12,13,3,3,20,,,,,,
9398,7,11,10,3,2,17,,,,,,
9399,6,11,8,1,3,18,,,,,,
9400,8,14,7,1,3,19,,,,,,
9401,8,15,5,2,3,16,,,,,,
9402,7,15,9,1,4,17,,,,,,
9403,5,16,2,0,2,12,,,,,,
9404,5,14,4,0,6,11,,,,,,
9405,7,15,3,1,3,9,,,,,,
9406,3,9,4,0,3,6,,,,,,
9407,5,12,4,2,2,7,,,,,,
9408,2,15,2,1,3,4,,,,,,
9409,5,11,3,4,5,5,,,,,,
9410,5,11,4,3,2,6,,,,,,
9411,3,13,4,1,0,5,,,,,,
9412,0,10,2,0,4,4,,,,,,
9413,3,10,1,2,3,5,,,,,,
9414,4,6,5,4,2,7,,,,,,
9415,2,3,2,2,2,5,,,,,,
9416,3,4,2,2,1,5,,,,,,
9417,2,1,1,1,1,3,,,,,,
9418,1,1,0,1,0,1,,,,,,
9419,1,1,3,0,1,3,,,,,,
9420,2,0,1,1,0,4,,,,,,
9421,1,1,2,1,1,4,,,,,,
9422,2,4,2,2,0,4,,,,,,
9423,1,1,0,1,0,2,,,,,,
9424,1,2,0,0,1,1,,,,,,
9425,0,3,0,0,0,0,,,,,,
9426,0,1,1,0,1,1,,,,,,
9427,1,3,0,0,1,1,,,,,,
9428,0,3,2,0,2,2,,,,,,
9429,3,5,1,1,2,3,,,,,,
9430,1,4,1,0,4,1,,,,,,
9431,0,2,0,0,1,0,,,,,,
9432,0,3,1,0,3,1,,,,,,
9433,3,2,3,1,2,4,,,,,,
9434,2,2,7,1,1,8,,,,,,
9435,7,3,8,0,2,15,,,,,,
9436,14,1,18,3,1,26,,,,,,
9437,14,3,14,1,1,25,,,,,,
9438,16,1,16,1,0,27,,,,,,
9439,18,0,21,1,0,32,,,,,,
9440,19,0,24,2,0,38,,,,,,
9441,24,3,21,6,0,40,,,,,,
9442,15,6,17,3,2,33,,,,,,
9443,22,3,16,7,0,34,,,,,,
9444,17,3,12,4,1,25,,,,,,
9445,9,7,12,5,1,20,,,,,,
9446,11,10,16,3,2,26,,,,,,
9447,9,11,6,3,2,21,,,,,,
9448,7,12,5,3,3,17,,,,,,
9449,7,13,6,1,1,16,,,,,,
9450,7,14,8,3,3,17,,,,,,
9451,10,15,14,4,2,24,,,,,,
9452,8,15,11,1,5,25,,,,,,
9453,17,9,3,2,3,20,,,,,,
9454,8,7,12,4,2,15,,,,,,
9455,7,14,17,1,3,24,,,,,,
9456,14,11,9,4,5,26,,,,,,
9457,12,9,9,2,3,21,,,,,,
9458,9,12,7,3,2,16,,,,,,
9459,8,13,11,4,3,18,,,,,,
9460,9,13,10,1,4,20,,,,,,
9461,17,11,14,3,8,25,,,,,,
9462,11,7,11,3,2,19,,,,,,
9463,10,10,5,4,3,13,,,,,,
9464,9,6,11,3,2,14,,,,,,
9465,7,11,18,4,6,23,,,,,,
9466,11,9,7,4,2,23,,,,,,
9467,7,12,7,2,6,20,,,,,,
9468,15,11,12,5,3,25,,,,,,
9469,12,11,6,5,3,16,,,,,,
9470,5,10,11,3,2,15,,,,,,
9471,10,10,11,6,2,20,,,,,,
9472,6,15,12,2,4,22,,,,,,
9473,12,12,11,3,5,27,,,,,,
9474,7,10,8,6,3,23,,,,,,
9475,11,11,7,3,2,23,,,,,,
9476,7,12,6,2,1,18,,,,,,
9477,14,10,9,4,4,20,,,,,,
9478,10,8,13,2,1,21,,,,,,
9479,11,11,8,1,1,17,,,,,,
9480,5,11,9,1,3,15,,,,,,
9481,9,11,16,2,5,26,,,,,,
9482,8,10,4,2,1,21,,,,,,
9483,14,10,12,4,3,25,,,,,,
9484,13,10,8,3,1,19,,,,,,
9485,10,8,12,1,4,18,,,,,,
9486,13,10,13,1,0,21,,,,,,
9487,14,8,9,2,1,17,,,,,,
9488,5,8,7,2,2,10,,,,,,
9489,11,10,10,0,1,15,,,,,,
9490,10,12,17,1,2,21,,,,,,
9491,14,7,9,5,1,20,,,,,,
9492,9,8,9,2,2,15,,,,,,
9493,7,12,9,1,1,15,,,,,,
9494,12,8,11,4,2,19,,,,,,
9495,11,8,9,2,3,16,,,,,,
9496,7,13,5,1,2,10,,,,,,
9497,4,13,6,0,3,9,,,,,,
9498,6,14,5,1,5,10,,,,,,
9499,6,11,3,0,3,7,,,,,,
9500,1,12,0,0,0,1,,,,,,
9501,2,12,7,0,3,7,,,,,,
9502,4,13,2,1,5,7,,,,,,
9503,3,12,2,1,3,5,,,,,,
9504,2,11,4,1,2,6,,,,,,
9505,2,11,3,2,3,7,,,,,,
9506,4,12,4,3,3,5,,,,,,
9507,2,12,1,0,3,3,,,,,,
9508,2,5,4,1,1,5,,,,,,
9509,3,3,1,2,2,4,,,,,,
9510,2,2,1,2,0,2,,,,,,
9511,2,6,6,2,1,6,,,,,,
9512,4,3,2,3,0,6,,,,,,
9513,3,0,2,3,0,4,,,,,,
9514,3,0,2,2,0,3,,,,,,
9515,2,2,3,2,0,3,,,,,,
9516,1,0,1,0,0,2,,,,,,
9517,3,0,3,0,0,4,,,,,,
9518,1,0,0,1,0,1,,,,,,
9519,0,3,0,0,0,0,,,,,,
9520,0,3,1,0,1,1,,,,,,
9521,1,2,0,1,1,1,,,,,,
9522,0,3,1,0,2,1,,,,,,
9523,1,2,1,0,1,2,,,,,,
9524,1,0,0,0,0,1,,,,,,
9525,0,2,1,0,2,1,,,,,,
9526,1,3,0,1,3,1,,,,,,
9527,1,4,2,1,4,2,,,,,,
9528,2,1,2,1,0,3,,,,,,
9529,1,2,0,1,1,1,,,,,,
9530,1,2,7,0,0,7,,,,,,
9531,12,2,10,0,1,16,,,,,,
9532,9,3,12,1,3,16,,,,,,
9533,12,2,11,1,1,18,,,,,,
9534,10,2,17,0,0,23,,,,,,
9535,20,0,22,1,0,35,,,,,,
9536,20,0,19,2,0,34,,,,,,
9537,16,3,23,4,2,37,,,,,,
9538,17,2,15,4,0,36,,,,,,
9539,18,2,18,5,0,37,,,,,,
9540,19,6,12,6,2,31,,,,,,
9541,15,4,14,6,2,26,,,,,,
9542,6,14,9,2,1,20,,,,,,
9543,13,9,10,3,2,24,,,,,,
9544,11,12,7,3,2,18,,,,,,
9545,6,11,5,2,2,12,,,,,,
9546,6,10,7,4,0,13,,,,,,
9547,8,13,10,1,3,17,,,,,,
9548,12,12,10,3,4,19,,,,,,
9549,13,6,14,4,1,21,,,,,,
9550,8,10,4,5,3,12,,,,,,
9551,7,13,12,4,4,16,,,,,,
9552,11,13,15,2,4,24,,,,,,
9553,13,10,11,2,4,24,,,,,,
9554,7,11,5,2,1,16,,,,,,
9555,10,13,8,2,2,17,,,,,,
9556,8,10,8,1,5,15,,,,,,
9557,9,12,12,2,5,19,,,,,,
9558,14,10,15,4,2,25,,,,,,
9559,12,8,10,5,3,21,,,,,,
9560,8,8,8,5,3,17,,,,,,
9561,14,8,19,5,3,28,,,,,,
9562,15,10,8,7,4,22,,,,,,
9563,11,8,10,4,2,18,,,,,,
9564,8,11,10,2,4,17,,,,,,
9565,10,9,9,4,4,18,,,,,,
9566,10,10,9,2,4,16,,,,,,
9567,5,12,8,2,2,14,,,,,,
9568,10,10,9,4,3,18,,,,,,
9569,8,11,11,4,6,19,,,,,,
9570,9,13,10,5,5,21,,,,,,
9571,12,11,10,3,3,22,,,,,,
9572,8,12,8,4,5,18,,,,,,
9573,9,8,11,3,2,21,,,,,,
9574,12,12,12,3,4,25,,,,,,
9575,13,13,10,4,2,23,,,,,,
9576,9,14,8,4,4,17,,,,,,
9577,11,9,14,4,1,22,,,,,,
9578,11,12,14,2,4,25,,,,,,
9579,11,11,12,4,4,26,,,,,,
9580,11,14,10,3,3,25,,,,,,
9581,11,14,10,5,3,24,,,,,,
9582,15,8,13,3,1,26,,,,,,
9583,12,7,8,2,3,19,,,,,,
9584,13,6,12,2,2,19,,,,,,
9585,9,12,18,3,1,24,,,,,,
9586,14,9,12,2,2,27,,,,,,
9587,16,9,13,5,1,26,,,,,,
9588,9,8,3,2,0,13,,,,,,
9589,2,14,9,0,2,13,,,,,,
9590,11,9,14,1,0,25,,,,,,
9591,9,10,6,4,3,20,,,,,,
9592,8,15,5,2,3,16,,,,,,
9593,7,15,8,3,4,17,,,,,,
9594,6,12,7,1,3,17,,,,,,
9595,10,12,4,1,3,14,,,,,,
9596,5,16,4,0,5,8,,,,,,
9597,5,15,5,1,4,8,,,,,,
9598,4,9,3,1,1,6,,,,,,
9599,2,12,1,0,2,3,,,,,,
9600,1,14,1,0,4,2,,,,,,
9601,1,14,5,1,5,6,,,,,,
9602,6,15,3,3,2,8,,,,,,
9603,3,11,3,0,4,5,,,,,,
9604,3,7,2,1,5,4,,,,,,
9605,3,7,4,1,1,5,,,,,,
9606,2,3,2,2,2,4,,,,,,
9607,2,4,2,2,0,4,,,,,,
9608,1,1,0,1,0,2,,,,,,
9609,2,2,2,1,0,3,,,,,,
9610,2,4,2,1,2,3,,,,,,
9611,2,5,1,2,1,2,,,,,,
9612,3,3,3,1,0,3,,,,,,
9613,1,0,3,0,0,3,,,,,,
9614,2,2,2,1,1,4,,,,,,
9615,2,1,1,1,0,3,,,,,,
9616,2,1,1,2,1,2,,,,,,
9617,1,4,1,0,1,1,,,,,,
9618,0,1,0,0,0,0,,,,,,
9619,0,1,2,0,1,2,,,,,,
9620,1,4,1,0,3,3,,,,,,
9621,2,3,0,2,2,2,,,,,,
9622,0,3,1,0,2,1,,,,,,
9623,1,4,0,0,3,1,,,,,,
9624,0,4,1,0,3,1,,,,,,
9625,1,1,0,0,1,1,,,,,,
9626,1,4,5,0,1,5,,,,,,
9627,9,3,14,1,2,18,,,,,,
9628,14,3,10,1,3,19,,,,,,
9629,12,2,16,2,1,21,,,,,,
9630,15,1,17,1,0,26,,,,,,
9631,17,1,20,1,0,31,,,,,,
9632,19,2,25,4,0,39,,,,,,
9633,20,1,21,6,1,41,,,,,,
9634,22,4,15,3,1,36,,,,,,
9635,18,4,22,5,1,36,,,,,,
9636,17,8,18,8,4,36,,,,,,
9637,16,5,12,6,0,31,,,,,,
9638,11,6,10,6,1,25,,,,,,
9639,14,13,12,6,3,26,,,,,,
9640,8,13,6,2,3,18,,,,,,
9641,7,16,1,3,2,11,,,,,,
9642,5,12,5,3,3,9,,,,,,
9643,9,11,12,1,0,16,,,,,,
9644,10,10,10,3,2,17,,,,,,
9645,10,10,7,2,7,14,,,,,,
9646,6,13,12,4,2,16,,,,,,
9647,9,14,11,2,3,22,,,,,,
9648,13,14,14,3,7,27,,,,,,
9649,13,11,9,3,6,22,,,,,,
9650,4,6,8,1,1,17,,,,,,
9651,11,10,11,4,3,24,,,,,,
9652,10,12,12,3,3,25,,,,,,
9653,10,14,10,1,5,25,,,,,,
9654,10,9,10,2,2,25,,,,,,
9655,12,8,13,3,2,28,,,,,,
9656,13,11,12,6,6,28,,,,,,
9657,12,12,10,5,3,25,,,,,,
9658,10,12,10,3,5,23,,,,,,
9659,10,13,10,4,6,23,,,,,,
9660,11,9,14,4,2,27,,,,,,
9661,13,10,7,4,5,23,,,,,,
9662,11,10,13,5,3,24,,,,,,
9663,5,12,12,2,4,25,,,,,,
9664,15,11,11,7,4,31,,,,,,
9665,9,11,9,3,4,25,,,,,,
9666,8,10,12,3,5,27,,,,,,
9667,9,10,11,4,3,30,,,,,,
9668,11,12,7,5,7,28,,,,,,
9669,14,11,11,4,1,28,,,,,,
9670,6,10,10,3,5,25,,,,,,
9671,10,11,9,1,1,28,,,,,,
9672,8,11,10,3,4,28,,,,,,
9673,11,14,12,4,5,32,,,,,,
9674,14,10,10,7,1,30,,,,,,
9675,14,11,13,0,2,29,,,,,,
9676,10,11,9,1,2,24,,,,,,
9677,9,13,9,3,3,23,,,,,,
9678,7,11,9,2,1,23,,,,,,
9679,12,12,16,1,2,32,,,,,,
9680,11,11,4,3,1,24,,,,,,
9681,13,12,14,3,4,27,,,,,,
9682,15,11,10,0,3,24,,,,,,
9683,12,8,19,2,1,28,,,,,,
9684,10,10,11,3,3,27,,,,,,
9685,15,9,14,2,3,31,,,,,,
9686,12,11,9,3,1,26,,,,,,
9687,10,10,10,2,2,24,,,,,,
9688,5,10,7,0,2,20,,,,,,
9689,12,11,3,3,2,18,,,,,,
9690,9,11,5,0,5,11,,,,,,
9691,4,11,4,1,3,6,,,,,,
9692,4,13,4,0,3,6,,,,,,
9693,5,14,4,0,1,6,,,,,,
9694,2,13,2,0,3,3,,,,,,
9695,3,15,3,1,5,4,,,,,,
9696,1,14,1,1,1,2,,,,,,
9697,2,14,5,2,4,6,,,,,,
9698,3,14,3,2,2,7,,,,,,
9699,6,14,3,2,3,7,,,,,,
9700,1,11,1,1,1,2,,,,,,
9701,2,9,1,2,4,2,,,,,,
9702,0,7,3,0,1,3,,,,,,
9703,3,5,0,3,1,3,,,,,,
9704,1,4,3,1,0,3,,,,,,
9705,2,1,1,2,0,3,,,,,,
9706,2,1,4,1,0,5,,,,,,
9707,3,1,0,3,0,3,,,,,,
9708,1,1,2,0,0,2,,,,,,
9709,1,0,1,0,0,2,,,,,,
9710,3,1,3,2,0,4,,,,,,
9711,1,1,0,0,0,1,,,,,,
9712,0,1,0,0,1,0,,,,,,
9713,0,2,1,0,0,1,,,,,,
9714,1,3,0,0,1,1,,,,,,
9715,0,4,0,0,1,0,,,,,,
9716,0,4,1,0,4,1,,,,,,
9717,1,2,0,0,2,1,,,,,,
9718,1,3,2,0,2,2,,,,,,
9719,1,3,0,1,2,1,,,,,,
9720,2,1,3,1,1,3,,,,,,
9721,1,3,1,0,1,2,,,,,,
9722,1,3,5,1,2,6,,,,,,
9723,3,1,12,1,0,17,,,,,,
9724,20,1,18,2,1,32,,,,,,
9725,18,1,14,2,0,26,,,,,,
9726,14,2,18,0,1,26,,,,,,
9727,18,0,20,2,0,32,,,,,,
9728,17,2,17,2,0,31,,,,,,
9729,19,2,25,7,0,39,,,,,,
9730,16,4,17,2,2,37,,,,,,
9731,14,6,17,4,1,38,,,,,,
9732,14,5,11,6,2,35,,,,,,
9733,15,9,15,6,2,36,,,,,,
9734,17,9,12,4,2,33,,,,,,
9735,11,12,10,2,1,26,,,,,,
9736,10,13,6,3,2,21,,,,,,
9737,8,11,7,4,3,18,,,,,,
9738,12,11,6,3,2,16,,,,,,
9739,6,15,10,1,2,14,,,,,,
9740,3,15,12,1,5,20,,,,,,
9741,14,6,8,2,2,25,,,,,,
9742,10,9,11,3,2,22,,,,,,
9743,10,13,10,5,2,22,,,,,,
9744,10,14,12,3,6,24,,,,,,
9745,13,13,12,0,5,26,,,,,,
9746,10,12,6,6,1,19,,,,,,
9747,9,15,11,4,3,20,,,,,,
9748,10,13,8,3,3,19,,,,,,
9749,14,10,18,0,5,27,,,,,,
9750,16,7,14,2,2,27,,,,,,
9751,10,11,11,5,4,22,,,,,,
9752,13,11,14,6,4,26,,,,,,
9753,9,9,10,5,5,23,,,,,,
9754,8,12,7,5,4,21,,,,,,
9755,11,9,9,3,3,22,,,,,,
9756,13,11,10,3,6,21,,,,,,
9757,6,10,11,3,4,20,,,,,,
9758,12,9,9,6,1,23,,,,,,
9759,10,11,12,1,2,22,,,,,,
9760,12,11,12,5,0,25,,,,,,
9761,10,12,10,5,6,22,,,,,,
9762,9,12,12,5,1,24,,,,,,
9763,13,12,12,6,8,27,,,,,,
9764,13,10,8,3,2,23,,,,,,
9765,10,6,8,1,1,18,,,,,,
9766,8,13,16,2,2,24,,,,,,
9767,9,14,8,1,4,24,,,,,,
9768,8,14,9,1,4,23,,,,,,
9769,11,10,11,1,3,27,,,,,,
9770,13,10,14,4,3,30,,,,,,
9771,10,10,16,1,2,32,,,,,,
9772,15,10,4,2,2,26,,,,,,
9773,11,12,15,2,4,26,,,,,,
9774,12,10,5,1,3,20,,,,,,
9775,11,10,15,1,1,23,,,,,,
9776,15,7,8,5,2,20,,,,,,
9777,4,12,13,2,2,18,,,,,,
9778,10,14,16,2,3,31,,,,,,
9779,15,7,8,5,3,29,,,,,,
9780,8,12,5,2,4,18,,,,,,
9781,4,17,10,1,3,20,,,,,,
9782,9,11,9,2,1,26,,,,,,
9783,15,3,8,3,0,25,,,,,,
9784,6,13,5,1,1,14,,,,,,
9785,7,14,14,1,4,22,,,,,,
9786,10,13,7,3,2,22,,,,,,
9787,5,11,1,1,3,13,,,,,,
9788,6,14,3,0,5,11,,,,,,
9789,4,17,2,0,3,8,,,,,,
9790,3,11,0,0,3,4,,,,,,
9791,3,10,5,1,2,5,,,,,,
9792,2,13,1,1,3,3,,,,,,
9793,4,13,4,3,2,5,,,,,,
9794,5,11,6,2,3,8,,,,,,
9795,3,8,2,0,6,5,,,,,,
9796,3,8,2,1,2,4,,,,,,
9797,1,8,3,1,3,4,,,,,,
9798,4,8,4,3,2,7,,,,,,
9799,4,2,1,3,0,4,,,,,,
9800,1,1,1,1,0,1,,,,,,
9801,2,1,4,1,0,4,,,,,,
9802,2,0,1,1,0,3,,,,,,
9803,1,0,1,1,0,2,,,,,,
9804,2,2,4,1,0,5,,,,,,
9805,3,0,0,2,0,3,,,,,,
9806,1,2,2,1,0,2,,,,,,
9807,1,1,0,1,0,1,,,,,,
9808,0,0,1,0,0,1,,,,,,
9809,2,1,1,0,0,2,,,,,,
9810,0,1,0,0,0,0,,,,,,
9811,0,4,2,0,0,2,,,,,,
9812,3,4,1,1,3,3,,,,,,
9813,0,2,0,0,2,0,,,,,,
9814,0,3,1,0,2,1,,,,,,
9815,1,2,0,0,1,1,,,,,,
9816,0,3,3,0,2,3,,,,,,
9817,3,3,0,2,2,3,,,,,,
9818,0,1,4,0,0,4,,,,,,
9819,5,4,14,0,2,18,,,,,,
9820,18,5,12,2,3,25,,,,,,
9821,13,2,12,0,1,19,,,,,,
9822,11,1,19,1,0,25,,,,,,
9823,17,1,22,2,0,36,,,,,,
9824,21,0,23,2,0,42,,,,,,
9825,18,4,20,4,1,41,,,,,,
9826,21,2,21,7,1,44,,,,,,
9827,19,1,18,9,0,41,,,,,,
9828,17,6,15,4,2,37,,,,,,
9829,15,8,14,4,0,34,,,,,,
9830,13,8,11,6,3,30,,,,,,
9831,13,9,11,4,1,28,,,,,,
9832,13,13,5,3,2,20,,,,,,
9833,7,13,6,3,2,13,,,,,,
9834,6,11,8,3,3,14,,,,,,
9835,10,14,7,3,1,15,,,,,,
9836,6,12,11,0,3,16,,,,,,
9837,10,11,11,1,3,21,,,,,,
9838,10,11,11,4,3,22,,,,,,
9839,11,13,12,4,6,24,,,,,,
9840,12,13,13,3,6,26,,,,,,
9841,14,9,8,2,1,22,,,,,,
9842,10,9,7,4,3,15,,,,,,
9843,8,13,13,2,1,18,,,,,,
9844,6,13,11,1,3,21,,,,,,
9845,13,11,14,4,4,29,,,,,,
9846,12,8,15,3,3,31,,,,,,
9847,11,11,12,4,4,31,,,,,,
9848,11,9,14,2,3,34,,,,,,
9849,8,11,13,5,2,36,,,,,,
9850,14,8,4,8,5,32,,,,,,
9851,15,9,10,5,5,28,,,,,,
9852,12,11,13,4,4,27,,,,,,
9853,13,10,7,7,2,22,,,,,,
9854,9,12,11,3,5,19,,,,,,
9855,9,11,8,4,1,18,,,,,,
9856,10,13,12,6,7,21,,,,,,
9857,12,13,11,4,2,22,,,,,,
9858,9,13,10,3,4,20,,,,,,
9859,13,9,12,3,2,23,,,,,,
9860,9,11,9,4,2,19,,,,,,
9861,14,12,12,2,3,23,,,,,,
9862,10,10,16,4,4,25,,,,,,
9863,11,9,8,4,5,22,,,,,,
9864,6,12,6,2,4,18,,,,,,
9865,11,11,13,4,2,24,,,,,,
9866,14,10,11,3,2,25,,,,,,
9867,9,15,14,1,5,25,,,,,,
9868,11,13,9,1,4,25,,,,,,
9869,10,14,11,4,2,25,,,,,,
9870,11,10,13,1,1,27,,,,,,
9871,16,9,9,4,1,25,,,,,,
9872,10,10,5,1,1,14,,,,,,
9873,8,10,16,2,1,20,,,,,,
9874,11,10,16,2,4,28,,,,,,
9875,8,12,8,2,3,25,,,,,,
9876,10,8,11,2,2,28,,,,,,
9877,9,10,8,1,1,26,,,,,,
9878,12,12,11,3,3,28,,,,,,
9879,8,12,6,1,2,22,,,,,,
9880,13,13,8,2,3,23,,,,,,
9881,7,14,9,1,3,19,,,,,,
9882,4,15,8,0,2,19,,,,,,
9883,10,15,7,2,3,22,,,,,,
9884,9,12,2,1,3,15,,,,,,
9885,6,11,5,0,2,10,,,,,,
9886,5,12,4,0,4,8,,,,,,
9887,3,12,0,1,3,3,,,,,,
9888,0,10,2,0,2,2,,,,,,
9889,3,10,6,3,3,8,,,,,,
9890,4,11,1,2,1,5,,,,,,
9891,3,13,4,3,5,5,,,,,,
9892,2,9,3,1,4,5,,,,,,
9893,3,8,1,2,3,4,,,,,,
9894,2,7,1,2,2,2,,,,,,
9895,0,6,3,0,1,3,,,,,,
9896,3,6,1,2,0,4,,,,,,
9897,1,6,1,1,0,2,,,,,,
9898,2,0,2,2,0,3,,,,,,
9899,2,1,1,2,0,2,,,,,,
9900,0,0,2,0,0,2,,,,,,
9901,2,0,1,0,0,3,,,,,,
9902,1,1,2,1,0,3,,,,,,
9903,2,1,0,1,0,2,,,,,,
9904,0,1,0,0,1,0,,,,,,
9905,0,1,0,0,0,0,,,,,,
9906,0,2,0,0,2,0,,,,,,
9907,1,1,1,0,1,1,,,,,,
9908,1,2,3,0,1,3,,,,,,
9909,2,4,0,1,3,2,,,,,,
9910,0,2,0,0,2,0,,,,,,
9911,0,2,1,0,1,1,,,,,,
9912,2,2,2,1,1,3,,,,,,
9913,1,4,2,1,1,3,,,,,,
9914,2,5,5,1,2,7,,,,,,
9915,9,2,13,0,0,18,,,,,,
9916,17,1,17,1,1,26,,,,,,
9917,14,4,14,2,2,23,,,,,,
9918,13,0,15,1,0,24,,,,,,
9919,16,1,26,0,1,38,,,,,,
9920,14,2,19,3,1,41,,,,,,
9921,21,2,21,7,0,48,104,76,45,15,33,8:15 AM
9922,23,4,17,4,1,44,,,,,,
9923,14,8,20,3,1,40,,,,,,
9924,14,7,9,4,4,37,,,,,,
9925,14,5,12,7,0,35,,,,,,
9926,11,10,12,4,1,32,,,,,,
9927,13,8,16,4,2,36,,,,,,
9928,15,12,6,7,2,29,,,,,,
9929,13,11,7,3,3,21,,,,,,
9930,9,13,8,5,2,16,,,,,,
9931,7,13,10,1,3,17,,,,,,
9932,9,15,10,0,3,20,,,,,,
9933,10,11,7,2,4,18,,,,,,
9934,11,12,10,4,3,18,,,,,,
9935,8,12,10,4,3,17,,,,,,
9936,10,12,10,2,4,19,,,,,,
9937,10,14,16,3,3,25,,,,,,
9938,12,11,9,6,2,25,,,,,,
9939,12,13,12,2,4,25,,,,,,
9940,12,12,9,1,4,21,,,,,,
9941,6,11,9,1,5,18,,,,,,
9942,2,7,7,0,0,19,,,,,,
9943,5,8,11,1,3,28,,,,,,
9944,16,11,18,5,7,41,,,,,,
9945,11,12,17,5,3,42,,,,,,
9946,14,11,8,8,6,39,,,,,,
9947,13,11,9,4,3,34,,,,,,
9948,14,11,11,5,2,32,,,,,,
9949,14,10,10,4,1,28,,,,,,
9950,12,8,5,6,5,19,,,,,,
9951,11,12,17,3,4,25,,,,,,
9952,11,11,11,5,2,26,,,,,,
9953,9,12,6,4,5,20,,,,,,
9954,10,12,13,4,3,23,,,,,,
9955,9,11,10,3,5,23,,,,,,
9956,11,11,10,4,5,24,,,,,,
9957,13,11,9,4,1,22,,,,,,
9958,9,11,10,0,2,20,,,,,,
9959,11,12,6,2,4,17,,,,,,
9960,4,11,9,1,3,15,,,,,,
9961,9,11,14,1,2,25,,,,,,
9962,15,12,10,4,2,25,,,,,,
9963,13,11,13,3,2,23,,,,,,
9964,10,12,13,1,3,23,,,,,,
9965,14,10,9,5,1,22,,,,,,
9966,15,8,13,2,1,21,,,,,,
9967,14,9,12,2,1,18,,,,,,
9968,6,11,5,1,3,9,,,,,,
9969,4,4,11,1,1,14,,,,,,
9970,7,14,15,2,0,25,,,,,,
9971,10,13,10,2,3,28,,,,,,
9972,14,12,5,2,2,23,,,,,,
9973,8,11,7,0,2,16,,,,,,
9974,8,13,11,3,4,19,,,,,,
9975,4,11,14,1,2,25,,,,,,
9976,11,9,16,3,3,37,,,,,,
9977,13,14,7,3,4,33,,,,,,
9978,12,13,9,3,3,29,,,,,,
9979,15,12,9,2,0,26,,,,,,
9980,9,13,4,1,2,15,,,,,,
9981,5,16,6,2,6,12,,,,,,
9982,7,12,2,2,4,9,,,,,,
9983,3,11,2,2,2,4,,,,,,
9984,2,13,2,0,4,3,,,,,,
9985,3,13,7,2,2,8,,,,,,
9986,7,12,2,3,3,8,,,,,,
9987,4,13,5,0,4,7,,,,,,
9988,3,13,4,1,4,7,,,,,,
9989,4,6,2,2,1,6,,,,,,
9990,2,6,1,2,1,3,,,,,,
9991,1,6,3,1,0,4,,,,,,
9992,4,5,2,3,1,5,,,,,,
9993,1,6,1,1,2,2,,,,,,
9994,3,0,3,1,0,4,,,,,,
9995,2,1,1,2,0,2,,,,,,
9996,0,1,0,0,0,0,,,,,,
9997,1,1,2,1,0,2,,,,,,
9998,2,0,1,2,0,2,,,,,,
9999,0,0,0,0,0,0,,,,,,
10000,1,2,2,0,0,2,,,,,,
10001,1,2,0,0,1,1,,,,,,
10002,0,2,0,0,1,0,,,,,,
10003,0,3,1,0,0,1,,,,,,
10004,2,2,1,0,1,2,,,,,,
10005,0,2,1,0,2,1,,,,,,
10006,2,3,2,2,1,3,,,,,,
10007,1,4,1,0,3,2,,,,,,
10008,1,1,0,1,0,1,,,,,,
10009,0,3,0,0,1,0,,,,,,
10010,0,2,6,0,0,6,,,,,,
10011,12,3,13,0,2,19,,,,,,
10012,15,1,18,1,1,25,,,,,,
10013,14,3,15,2,1,25,,,,,,
10014,13,2,16,0,0,27,,,,,,
10015,15,0,23,2,0,37,,,,,,
10016,22,0,21,2,0,43,,,,,,
10017,21,2,26,6,0,47,105,77,46,16,33,8:15 AM
10018,20,3,14,3,3,40,,,,,,
10019,18,5,24,5,0,44,,,,,,
10020,16,5,12,6,4,38,,,,,,
10021,17,8,17,6,1,39,,,,,,
