,dep_count_per15,arr_count_per15,pb_count_per15,heavy_dep_per15,heavy_arr_per15,dep_demand_per15,,,,,,
2799,1,1,1,1,0,1,,,,,,
2800,0,1,1,0,1,1,,,,,,
2801,2,0,1,1,0,2,,,,,,
2802,0,2,0,0,0,0,,,,,,
2803,1,1,1,0,0,1,,,,,,
2804,0,2,0,0,1,0,,,,,,
2805,0,0,0,0,0,0,,,,,,
2806,1,3,1,1,2,1,,,,,,
2807,1,2,2,1,2,2,,,,,,
2808,2,2,1,2,2,2,,,,,,
2809,0,3,1,0,3,1,,,,,,
2810,1,4,1,0,1,2,,,,,,
2811,3,3,4,0,3,5,,,,,,
2812,6,1,12,1,1,14,,,,,,
2813,17,0,13,3,0,21,,,,,,
2814,13,0,17,1,0,21,,,,,,
2815,13,2,22,2,1,30,,,,,,
2816,17,2,22,2,0,39,,,,,,
2817,19,1,16,5,0,38,,,,,,
2818,19,1,18,8,0,37,,,,,,
2819,19,3,17,3,0,35,,,,,,
2820,18,4,17,5,0,33,,,,,,
2821,19,6,21,9,1,36,,,,,,
2822,14,9,5,4,1,22,,,,,,
2823,9,11,8,5,3,16,,,,,,
2824,8,8,7,1,2,14,,,,,,
2825,8,8,5,4,1,11,,,,,,
2826,5,12,10,0,3,13,,,,,,
2827,4,15,8,1,1,16,,,,,,
2828,9,11,14,3,2,26,,,,,,
2829,14,7,8,2,3,25,,,,,,
2830,5,13,9,0,4,20,,,,,,
2831,8,10,12,2,1,27,,,,,,
2832,11,12,9,3,3,28,,,,,,
2833,12,10,15,1,5,32,,,,,,
2834,14,12,9,4,3,29,,,,,,
2835,10,11,7,3,3,22,,,,,,
2836,10,12,8,1,5,20,,,,,,
2837,12,11,15,3,5,25,,,,,,
2838,14,8,16,4,4,29,,,,,,
2839,15,9,15,4,2,30,,,,,,
2840,10,12,16,5,3,32,,,,,,
2841,12,12,9,4,4,31,,,,,,
2842,10,11,5,4,3,23,,,,,,
2843,13,11,9,9,4,22,,,,,,
2844,11,11,9,4,4,19,,,,,,
2845,6,13,8,1,5,15,,,,,,
2846,4,8,16,1,4,26,,,,,,
2847,8,9,10,4,4,32,,,,,,
2848,8,13,14,2,7,38,,,,,,
2849,3,12,11,2,2,41,,,,,,
2850,9,13,5,3,4,43,,,,,,
2851,4,14,4,2,7,37,,,,,,
2852,8,14,7,4,3,40,,,,,,
2853,8,14,5,3,4,38,,,,,,
2854,11,12,13,4,3,44,,,,,,
2855,13,11,6,7,2,39,,,,,,
2856,6,11,4,3,3,28,,,,,,
2857,14,7,14,3,2,36,,,,,,
2858,12,15,23,3,7,45,,,,,,
2859,15,13,15,2,3,48,30,2,-29,-59,75,6:45 PM
2860,9,14,7,2,3,40,,,,,,
2861,12,14,15,4,3,46,,,,,,
2862,14,10,15,6,1,49,30,2,-29,-59,78,7:30 PM
2863,18,11,12,4,2,47,30,2,-29,-59,79,7:45 PM
2864,16,11,10,3,2,39,,,,,,
2865,8,16,11,2,2,34,,,,,,
2866,17,14,17,6,4,43,,,,,,
2867,15,12,20,4,1,46,,,,,,
2868,17,11,4,3,4,35,,,,,,
2869,13,12,11,5,2,29,,,,,,
2870,16,10,13,4,2,29,,,,,,
2871,16,4,10,1,2,23,,,,,,
2872,7,11,7,2,2,14,,,,,,
2873,8,9,8,1,3,15,,,,,,
2874,6,17,4,1,2,11,,,,,,
2875,6,16,4,2,5,9,,,,,,
2876,3,15,1,0,2,4,,,,,,
2877,2,14,2,0,4,3,,,,,,
2878,1,13,2,1,2,3,,,,,,
2879,2,10,0,0,5,2,,,,,,
2880,0,10,1,0,5,1,,,,,,
2881,1,13,0,1,4,1,,,,,,
2882,0,12,1,0,4,1,,,,,,
2883,1,11,1,1,2,2,,,,,,
2884,2,11,2,1,5,3,,,,,,
2885,2,5,3,1,0,4,,,,,,
2886,3,4,1,2,0,3,,,,,,
2887,0,3,2,0,1,2,,,,,,
2888,3,1,3,3,0,5,,,,,,
2889,3,1,2,3,0,4,,,,,,
2890,1,2,1,1,1,2,,,,,,
2891,1,0,0,1,0,1,,,,,,
2892,2,1,3,0,1,3,,,,,,
2893,1,2,1,0,0,2,,,,,,
2894,1,0,0,0,0,1,,,,,,
2895,0,0,0,0,0,0,,,,,,
2896,0,1,0,0,1,0,,,,,,
2897,0,1,0,0,0,0,,,,,,
2898,0,0,1,0,0,1,,,,,,
2899,1,3,3,0,1,4,,,,,,
2900,3,0,0,2,0,3,,,,,,
2901,0,3,0,0,2,0,,,,,,
2902,0,4,1,0,4,1,,,,,,
2903,0,1,0,0,0,1,,,,,,
2904,1,1,0,0,0,1,,,,,,
2905,1,3,3,1,3,3,,,,,,
2906,1,4,0,0,2,2,,,,,,
2907,4,2,10,0,2,11,,,,,,
2908,10,2,15,2,2,22,,,,,,
2909,16,2,13,3,2,25,,,,,,
2910,16,0,18,3,0,27,,,,,,
2911,15,3,16,2,2,27,,,,,,
2912,18,2,18,2,1,30,,,,,,
2913,18,0,23,5,0,35,,,,,,
2914,17,5,20,5,1,37,,,,,,
2915,21,3,20,8,0,40,,,,,,
2916,19,6,17,4,1,37,,,,,,
2917,20,3,19,9,2,37,,,,,,
2918,11,8,9,1,1,26,,,,,,
2919,13,12,12,4,2,27,,,,,,
2920,8,12,6,6,3,19,,,,,,
2921,8,9,5,5,4,16,,,,,,
2922,6,13,7,2,2,15,,,,,,
2923,9,14,9,2,1,18,,,,,,
2924,6,14,9,2,3,18,,,,,,
2925,10,10,14,2,3,26,,,,,,
2926,11,12,9,3,3,25,,,,,,
2927,12,13,14,2,2,28,,,,,,
2928,10,13,9,3,5,25,,,,,,
2929,11,11,13,3,6,28,,,,,,
2930,17,10,9,5,2,26,,,,,,
2931,12,11,13,3,1,22,,,,,,
2932,10,12,9,3,5,19,,,,,,
2933,12,12,12,3,3,21,,,,,,
2934,11,9,14,6,5,23,,,,,,
2935,9,14,13,1,3,25,,,,,,
2936,11,13,14,3,4,30,,,,,,
2937,11,11,12,4,1,31,,,,,,
2938,12,11,11,3,5,31,,,,,,
2939,13,10,6,7,4,25,,,,,,
2940,15,8,12,5,3,24,,,,,,
2941,11,12,8,6,6,17,,,,,,
2942,8,13,11,2,5,18,,,,,,
2943,8,12,8,2,1,18,,,,,,
2944,8,14,10,5,7,20,,,,,,
2945,7,15,12,2,5,23,,,,,,
2946,9,12,11,4,7,27,,,,,,
2947,10,13,11,4,6,29,,,,,,
2948,12,11,11,5,3,30,,,,,,
2949,11,13,11,2,3,29,,,,,,
2950,12,9,11,3,3,29,,,,,,
2951,18,6,12,6,3,29,,,,,,
2952,12,9,7,4,1,19,,,,,,
2953,5,14,10,2,4,17,,,,,,
2954,6,13,9,1,4,21,,,,,,
2955,8,9,11,2,3,25,,,,,,
2956,8,13,8,4,1,25,,,,,,
2957,9,15,9,4,4,26,,,,,,
2958,17,9,15,2,1,32,,,,,,
2959,15,8,7,3,2,22,,,,,,
2960,5,10,9,2,2,16,,,,,,
2961,10,12,13,3,4,24,,,,,,
2962,11,10,17,2,4,31,,,,,,
2963,12,11,10,2,2,30,,,,,,
2964,14,12,9,2,2,27,,,,,,
2965,14,11,12,3,3,25,,,,,,
2966,11,5,13,2,0,24,,,,,,
2967,15,10,4,1,2,17,,,,,,
2968,4,10,6,1,1,8,,,,,,
2969,4,17,9,1,6,13,,,,,,
2970,7,14,4,0,3,13,,,,,,
2971,6,14,2,0,4,8,,,,,,
2972,2,14,2,0,2,4,,,,,,
2973,3,11,2,0,4,4,,,,,,
2974,2,9,2,1,2,3,,,,,,
2975,4,10,4,3,3,5,,,,,,
2976,1,9,1,0,3,2,,,,,,
2977,2,11,2,1,1,3,,,,,,
2978,2,12,2,2,3,3,,,,,,
2979,1,11,2,0,0,3,,,,,,
2980,3,9,3,3,0,5,,,,,,
2981,2,1,0,1,1,2,,,,,,
2982,0,4,4,0,3,4,,,,,,
2983,3,4,3,2,0,7,,,,,,
2984,4,1,1,4,0,5,,,,,,
2985,1,0,0,0,0,1,,,,,,
2986,0,0,1,0,0,1,,,,,,
2987,1,0,2,0,0,3,,,,,,
2988,3,0,2,2,0,4,,,,,,
2989,2,0,2,2,0,3,,,,,,
2990,1,0,3,0,0,4,,,,,,
2991,3,1,0,1,1,3,,,,,,
2992,0,2,0,0,0,0,,,,,,
2993,0,0,0,0,0,0,,,,,,
2994,0,2,0,0,0,0,,,,,,
2995,0,3,1,0,0,1,,,,,,
2996,1,2,1,0,2,2,,,,,,
2997,1,1,0,0,0,1,,,,,,
2998,0,1,1,0,1,1,,,,,,
2999,1,5,1,0,4,2,,,,,,
3000,1,2,0,1,1,1,,,,,,
3001,0,3,1,0,2,1,,,,,,
3002,1,3,4,0,1,5,,,,,,
3003,4,2,8,2,2,12,,,,,,
3004,17,2,17,4,2,25,,,,,,
3005,13,2,12,2,0,20,,,,,,
3006,13,1,15,0,0,22,,,,,,
3007,16,0,19,1,0,28,,,,,,
3008,17,2,15,3,1,27,,,,,,
3009,16,2,18,4,1,28,,,,,,
3010,15,2,17,3,0,29,,,,,,
3011,18,5,17,6,0,31,,,,,,
3012,18,4,16,6,1,29,,,,,,
3013,14,10,18,6,3,29,,,,,,
3014,13,5,7,3,1,22,,,,,,
3015,10,12,8,4,1,17,,,,,,
3016,9,11,9,3,5,16,,,,,,
3017,9,8,6,3,1,13,,,,,,
3018,5,14,9,2,2,13,,,,,,
3019,8,16,8,3,2,16,,,,,,
3020,7,12,12,1,3,20,,,,,,
3021,16,11,8,3,3,21,,,,,,
3022,9,10,12,2,2,17,,,,,,
3023,10,12,11,3,3,19,,,,,,
3024,7,12,14,2,3,23,,,,,,
3025,15,11,11,1,5,27,,,,,,
3026,14,7,7,7,1,19,,,,,,
3027,11,9,11,1,2,16,,,,,,
3028,8,8,11,1,1,16,,,,,,
3029,13,10,14,4,3,22,,,,,,
3030,12,9,13,5,5,22,,,,,,
3031,11,10,15,3,2,25,,,,,,
3032,9,12,8,5,2,23,,,,,,
3033,13,7,11,4,3,24,,,,,,
3034,8,11,5,3,5,16,,,,,,
3035,9,13,9,6,5,17,,,,,,
3036,10,10,16,3,2,24,,,,,,
3037,9,12,5,2,4,19,,,,,,
3038,12,13,10,4,5,21,,,,,,
3039,6,12,12,2,3,21,,,,,,
3040,10,11,13,5,5,28,,,,,,
3041,8,11,8,3,7,25,,,,,,
3042,8,15,9,3,6,26,,,,,,
3043,10,12,12,2,2,30,,,,,,
3044,9,13,9,4,3,29,,,,,,
3045,9,11,13,1,3,34,,,,,,
3046,12,8,11,4,3,36,,,,,,
3047,17,6,9,6,1,32,,,,,,
3048,12,10,12,5,2,28,,,,,,
3049,13,13,16,2,3,32,,,,,,
3050,8,13,6,4,6,24,,,,,,
3051,15,9,5,7,3,21,,,,,,
3052,8,11,5,1,1,11,,,,,,
3053,6,14,12,1,3,15,,,,,,
3054,16,10,15,2,1,24,,,,,,
3055,7,9,7,4,1,15,,,,,,
3056,5,13,7,1,5,15,,,,,,
3057,11,13,13,0,4,23,,,,,,
3058,12,9,13,2,3,25,,,,,,
3059,17,7,8,3,3,21,,,,,,
3060,5,13,5,1,4,9,,,,,,
3061,7,11,10,2,2,14,,,,,,
3062,10,8,10,1,2,18,,,,,,
3063,7,8,7,0,1,14,,,,,,
3064,5,11,4,3,2,11,,,,,,
3065,7,11,8,1,3,14,,,,,,
3066,4,14,6,0,4,13,,,,,,
3067,9,14,2,2,5,11,,,,,,
3068,2,13,0,1,4,2,,,,,,
3069,2,14,3,0,6,3,,,,,,
3070,3,9,4,1,2,5,,,,,,
3071,2,11,1,2,3,3,,,,,,
3072,1,12,1,0,2,2,,,,,,
3073,1,14,5,1,3,6,,,,,,
3074,5,14,0,2,1,4,,,,,,
3075,1,10,1,1,1,1,,,,,,
3076,1,2,3,1,0,3,,,,,,
3077,2,3,1,2,2,3,,,,,,
3078,2,2,2,1,0,3,,,,,,
3079,1,1,1,1,1,2,,,,,,
3080,3,0,4,3,0,5,,,,,,
3081,2,0,1,1,0,3,,,,,,
3082,1,2,0,1,0,1,,,,,,
3083,1,1,2,0,0,2,,,,,,
3084,1,0,1,1,0,2,,,,,,
3085,1,1,0,0,1,1,,,,,,
3086,1,1,1,1,0,1,,,,,,
3087,0,0,0,0,0,0,,,,,,
3088,0,1,1,0,0,1,,,,,,
3089,1,2,0,0,0,1,,,,,,
3090,0,2,0,0,1,0,,,,,,
3091,1,3,2,0,0,2,,,,,,
3092,1,1,2,0,1,3,,,,,,
3093,3,1,1,1,1,3,,,,,,
3094,0,2,1,0,2,1,,,,,,
3095,1,2,1,1,1,2,,,,,,
3096,2,2,2,1,1,3,,,,,,
3097,1,2,1,1,2,2,,,,,,
3098,1,2,2,0,1,3,,,,,,
3099,5,2,8,0,0,10,,,,,,
3100,11,2,13,1,2,18,,,,,,
3101,13,0,17,4,0,24,,,,,,
3102,17,2,12,1,1,23,,,,,,
3103,13,1,13,3,0,19,,,,,,
3104,14,0,22,1,0,28,,,,,,
3105,22,1,23,7,0,37,,,,,,
3106,16,3,14,6,0,29,,,,,,
3107,17,3,17,6,0,30,,,,,,
3108,19,3,18,5,1,32,,,,,,
3109,20,6,24,7,1,37,,,,,,
3110,14,7,9,5,1,26,,,,,,
3111,11,9,7,5,2,18,,,,,,
3112,7,11,8,3,2,15,,,,,,
3113,7,10,6,2,4,14,,,,,,
3114,5,13,7,3,2,14,,,,,,
3115,8,12,7,3,1,16,,,,,,
3116,8,12,13,1,1,21,,,,,,
3117,14,13,8,1,6,21,,,,,,
3118,9,9,10,4,3,17,,,,,,
3119,11,11,12,1,1,20,,,,,,
3120,12,10,13,3,1,22,,,,,,
3121,11,11,12,3,6,22,,,,,,
3122,10,13,7,3,7,18,,,,,,
3123,10,12,8,3,1,16,,,,,,
3124,13,11,14,3,4,20,,,,,,
3125,12,9,10,3,6,17,,,,,,
3126,11,5,11,4,1,16,,,,,,
3127,4,6,10,0,1,15,,,,,,
3128,9,6,17,3,1,28,,,,,,
3129,13,12,15,6,3,35,,,,,,
3130,13,11,7,6,4,29,,,,,,
3131,12,12,6,5,6,21,,,,,,
3132,11,11,9,3,2,18,,,,,,
3133,7,12,9,6,6,16,,,,,,
3134,7,14,11,4,5,20,,,,,,
3135,9,11,12,3,5,26,,,,,,
3136,6,13,9,2,5,26,,,,,,
3137,9,13,10,4,4,30,,,,,,
3138,11,12,15,4,6,36,,,,,,
3139,10,11,9,3,5,34,,,,,,
3140,12,12,7,3,4,30,,,,,,
3141,10,14,10,3,4,29,,,,,,
3142,12,12,12,6,5,31,,,,,,
3143,14,10,11,3,1,29,,,,,,
3144,11,12,6,6,3,21,,,,,,
3145,11,9,15,4,3,26,,,,,,
3146,11,10,12,4,4,27,,,,,,
3147,9,12,8,3,4,23,,,,,,
3148,11,11,7,3,3,21,,,,,,
3149,11,12,13,0,3,23,,,,,,
3150,15,10,9,1,2,21,,,,,,
3151,9,10,11,4,1,17,,,,,,
3152,6,8,6,3,2,14,,,,,,
3153,11,11,16,3,4,24,,,,,,
3154,12,13,13,1,2,26,,,,,,
3155,9,13,11,4,3,25,,,,,,
3156,10,11,13,1,1,29,,,,,,
3157,15,12,8,3,4,27,,,,,,
3158,11,9,11,3,2,23,,,,,,
3159,10,10,11,1,2,23,,,,,,
3160,11,10,3,1,2,16,,,,,,
3161,6,15,6,0,1,11,,,,,,
3162,6,16,6,1,6,11,,,,,,
3163,6,15,4,1,5,9,,,,,,
3164,3,15,3,0,5,6,,,,,,
3165,1,14,2,0,4,5,,,,,,
3166,6,13,5,0,3,9,,,,,,
3167,3,11,0,3,3,3,,,,,,
3168,1,12,2,1,2,2,,,,,,
3169,2,15,3,0,3,4,,,,,,
3170,3,12,2,3,3,4,,,,,,
3171,1,10,1,1,1,2,,,,,,
3172,1,7,1,0,2,2,,,,,,
3173,2,3,1,2,1,2,,,,,,
3174,1,0,1,0,0,1,,,,,,
3175,0,1,2,0,0,2,,,,,,
3176,0,3,3,0,0,5,,,,,,
3177,6,0,1,6,0,6,,,,,,
3178,1,0,1,0,0,1,,,,,,
3179,1,1,1,1,1,1,,,,,,
3180,0,0,0,0,0,0,,,,,,
3181,1,2,1,1,1,1,,,,,,
3182,0,0,3,0,0,3,,,,,,
3183,3,1,0,1,0,3,,,,,,
3184,0,1,0,0,0,0,,,,,,
3185,0,2,0,0,1,0,,,,,,
3186,0,2,0,0,1,0,,,,,,
3187,0,1,2,0,0,2,,,,,,
3188,2,2,2,0,0,4,,,,,,
3189,2,3,0,1,3,2,,,,,,
3190,1,0,3,1,0,3,,,,,,
3191,2,2,1,2,0,3,,,,,,
3192,1,5,1,0,4,2,,,,,,
3193,1,0,1,1,0,2,,,,,,
3194,1,4,1,0,1,2,,,,,,
3195,4,3,8,0,3,9,,,,,,
3196,12,1,14,1,0,19,,,,,,
3197,13,1,16,4,1,23,,,,,,
3198,14,1,16,3,1,26,,,,,,
3199,15,2,16,2,1,28,,,,,,
3200,15,1,20,1,0,33,,,,,,
3201,18,1,19,4,0,37,,,,,,
3202,16,3,13,5,0,32,,,,,,
3203,19,7,21,7,1,37,,,,,,
3204,15,5,23,3,1,41,,,,,,
3205,15,4,14,7,1,40,,,,,,
3206,13,10,6,3,0,31,,,,,,
3207,9,12,9,4,3,27,,,,,,
3208,10,12,7,3,5,25,,,,,,
3209,6,12,6,0,4,21,,,,,,
3210,7,12,9,2,1,24,,,,,,
3211,10,11,7,5,3,24,,,,,,
3212,9,13,9,1,2,23,,,,,,
3213,14,11,13,4,3,27,,,,,,
3214,10,14,11,3,2,24,,,,,,
3215,8,8,13,1,3,27,,,,,,
3216,15,10,16,6,2,35,,,,,,
3217,12,10,13,4,3,33,,,,,,
3218,13,13,8,5,3,29,,,,,,
3219,9,12,9,2,4,25,,,,,,
3220,17,9,11,3,4,27,,,,,,
3221,12,12,15,1,7,25,,,,,,
3222,10,8,6,3,2,19,,,,,,
3223,14,8,19,6,4,28,,,,,,
3224,17,9,12,7,3,27,,,,,,
3225,10,9,13,3,2,23,,,,,,
3226,10,8,8,7,3,20,,,,,,
3227,12,8,8,4,2,18,,,,,,
3228,8,11,9,2,3,16,,,,,,
3229,9,9,8,5,5,15,,,,,,
3230,7,10,5,2,2,12,,,,,,
3231,5,10,13,2,5,17,,,,,,
3232,3,17,7,3,7,19,,,,,,
3233,9,13,14,5,6,30,,,,,,
3234,12,13,9,5,5,32,,,,,,
3235,11,11,11,3,3,31,,,,,,
3236,9,13,9,3,5,29,,,,,,
3237,11,14,17,1,2,35,,,,,,
3238,12,12,9,3,4,33,,,,,,
3239,13,10,13,2,2,34,,,,,,
3240,16,10,4,6,5,27,,,,,,
3241,9,14,13,6,2,23,,,,,,
3242,7,12,7,1,6,20,,,,,,
3243,13,11,14,3,1,27,,,,,,
3244,12,13,4,4,1,18,,,,,,
3245,12,14,14,3,3,20,,,,,,
3246,14,11,16,0,2,24,,,,,,
3247,14,12,11,4,2,21,,,,,,
3248,7,12,9,3,2,16,,,,,,
3249,8,10,14,2,4,23,,,,,,
3250,15,9,17,1,2,32,,,,,,
3251,11,11,11,4,3,28,,,,,,
3252,15,12,6,3,2,23,,,,,,
3253,9,13,10,4,5,18,,,,,,
3254,11,11,7,0,1,16,,,,,,
3255,11,7,11,1,2,16,,,,,,
3256,7,9,7,1,1,12,,,,,,
3257,5,15,9,1,6,14,,,,,,
3258,8,11,5,0,1,14,,,,,,
3259,4,15,3,1,5,9,,,,,,
3260,4,13,0,1,3,5,,,,,,
3261,1,12,3,0,6,4,,,,,,
3262,4,11,4,0,2,7,,,,,,
3263,4,11,2,3,3,5,,,,,,
3264,1,10,1,1,2,2,,,,,,
3265,0,13,3,0,4,4,,,,,,
3266,1,15,2,1,4,5,,,,,,
3267,4,9,1,2,1,5,,,,,,
3268,3,8,2,2,1,4,,,,,,
3269,2,5,1,1,2,2,,,,,,
3270,1,4,2,1,2,2,,,,,,
3271,2,1,3,1,0,4,,,,,,
3272,2,2,3,2,1,5,,,,,,
3273,3,1,1,3,0,4,,,,,,
3274,2,0,2,1,0,3,,,,,,
3275,1,2,0,1,0,1,,,,,,
3276,0,1,1,0,0,1,,,,,,
3277,1,1,1,1,1,2,,,,,,
3278,1,1,0,1,1,1,,,,,,
3279,1,0,1,0,0,1,,,,,,
3280,1,2,1,0,0,1,,,,,,
3281,0,2,1,0,1,1,,,,,,
3282,1,2,0,0,0,1,,,,,,
3283,0,1,0,0,0,0,,,,,,
3284,1,2,2,0,0,2,,,,,,
3285,1,4,0,0,3,1,,,,,,
3286,0,3,1,0,2,1,,,,,,
3287,3,1,3,2,1,4,,,,,,
3288,2,2,1,1,0,2,,,,,,
3289,0,3,1,0,3,1,,,,,,
3290,2,3,3,0,1,4,,,,,,
3291,7,1,12,1,0,14,,,,,,
3292,10,2,8,3,1,15,,,,,,
3293,13,0,14,1,0,19,,,,,,
3294,10,2,18,3,1,24,,,,,,
3295,19,3,14,1,2,28,,,,,,
3296,19,1,24,1,1,33,,,,,,
3297,19,2,19,7,0,33,,,,,,
3298,17,1,18,6,0,32,,,,,,
3299,20,5,17,8,1,32,,,,,,
3300,15,5,17,3,1,29,,,,,,
3301,18,4,21,7,0,35,,,,,,
3302,13,8,16,5,1,33,,,,,,
3303,12,11,10,5,1,30,,,,,,
3304,11,12,5,3,3,23,,,,,,
3305,9,9,6,4,2,18,,,,,,
3306,6,12,6,3,2,15,,,,,,
3307,6,14,9,2,2,18,,,,,,
3308,7,15,11,2,3,23,,,,,,
3309,11,12,12,1,4,28,,,,,,
3310,9,12,8,1,3,25,,,,,,
3311,14,9,14,2,1,31,,,,,,
3312,9,11,10,1,2,26,,,,,,
3313,16,11,16,4,6,33,,,,,,
3314,10,10,8,5,5,25,,,,,,
3315,13,13,9,3,5,24,,,,,,
3316,14,13,12,2,1,23,,,,,,
3317,11,11,9,3,6,18,,,,,,
3318,12,7,15,3,2,22,,,,,,
3319,11,10,14,5,5,24,,,,,,
3320,9,10,23,4,3,37,,,,,,
3321,12,12,8,2,4,36,,,,,,
3322,15,10,8,8,4,31,,,,,,
3323,13,12,10,6,3,26,,,,,,
3324,11,12,10,3,4,24,,,,,,
3325,11,12,7,5,5,21,,,,,,
3326,8,12,7,3,5,16,,,,,,
3327,8,11,17,2,5,24,,,,,,
3328,7,14,13,2,4,30,,,,,,
3329,12,12,8,9,5,31,,,,,,
3330,8,14,12,3,4,30,,,,,,
3331,12,12,11,4,6,33,,,,,,
3332,7,12,7,1,1,28,,,,,,
3333,10,13,13,3,4,35,,,,,,
3334,12,12,9,4,3,34,,,,,,
3335,13,11,14,4,2,36,,,,,,
3336,15,7,8,5,2,31,,,,,,
3337,14,12,10,3,2,26,,,,,,
3338,9,13,12,4,7,23,,,,,,
3339,13,10,12,2,0,26,,,,,,
3340,8,14,6,2,1,19,,,,,,
3341,10,13,13,3,2,24,,,,,,
3342,9,13,12,1,3,26,,,,,,
3343,13,8,9,2,1,26,,,,,,
3344,14,10,11,2,3,24,,,,,,
3345,12,12,13,2,3,23,,,,,,
3346,13,12,16,4,4,27,,,,,,
3347,13,13,16,2,2,30,,,,,,
3348,12,13,5,1,5,23,,,,,,
3349,14,10,14,5,3,24,,,,,,
3350,7,11,13,3,1,23,,,,,,
3351,16,7,7,1,1,23,,,,,,
3352,10,10,7,2,1,14,,,,,,
3353,4,12,10,0,4,14,,,,,,
3354,8,16,7,1,4,17,,,,,,
3355,8,15,0,1,4,9,,,,,,
3356,2,15,3,0,2,4,,,,,,
3357,2,16,3,0,7,5,,,,,,
3358,3,16,1,1,6,4,,,,,,
3359,2,15,1,1,4,2,,,,,,
3360,1,11,2,1,2,2,,,,,,
3361,3,14,4,2,3,5,,,,,,
3362,4,13,0,2,2,4,,,,,,
3363,1,8,2,1,1,2,,,,,,
3364,2,4,3,1,0,4,,,,,,
3365,3,1,2,3,1,4,,,,,,
3366,2,1,3,1,0,4,,,,,,
3367,2,2,1,1,0,3,,,,,,
3368,4,0,5,4,0,6,,,,,,
3369,2,1,1,2,1,3,,,,,,
3370,2,0,3,1,0,4,,,,,,
3371,2,0,0,2,0,2,,,,,,
3372,0,1,0,0,0,0,,,,,,
3373,1,0,2,1,0,2,,,,,,
3374,1,1,0,0,0,1,,,,,,
3375,1,1,1,0,0,1,,,,,,
3376,0,2,0,0,0,0,,,,,,
3377,0,1,0,0,0,0,,,,,,
3378,0,2,0,0,1,0,,,,,,
3379,0,1,2,0,0,2,,,,,,
3380,2,4,2,0,2,4,,,,,,
3381,2,2,1,1,2,3,,,,,,
3382,1,2,1,1,1,2,,,,,,
3383,1,1,0,1,1,1,,,,,,
3384,1,3,1,0,2,1,,,,,,
3385,0,4,1,0,4,1,,,,,,
3386,1,2,1,0,1,2,,,,,,
3387,3,2,6,0,1,7,,,,,,
3388,10,1,17,2,1,21,,,,,,
3389,15,2,16,4,2,27,,,,,,
3390,15,1,14,1,0,26,,,,,,
3391,18,2,13,3,1,24,,,,,,
3392,15,1,22,1,1,28,,,,,,
3393,16,1,18,5,0,31,,,,,,
3394,18,3,13,5,0,28,,,,,,
3395,18,4,21,8,0,31,,,,,,
3396,17,5,13,4,0,26,,,,,,
3397,13,7,18,5,1,27,,,,,,
3398,11,8,7,3,1,21,,,,,,
3399,16,10,10,5,1,20,,,,,,
3400,6,8,8,1,5,12,,,,,,
3401,7,11,5,3,3,11,,,,,,
3402,7,14,11,3,2,15,,,,,,
3403,9,14,10,1,2,18,,,,,,
3404,2,15,11,1,3,20,,,,,,
3405,15,9,7,3,2,25,,,,,,
3406,13,10,11,2,3,21,,,,,,
3407,10,10,16,4,4,24,,,,,,
3408,11,12,11,3,2,25,,,,,,
3409,14,12,10,3,4,24,,,,,,
3410,12,8,6,4,3,16,,,,,,
3411,8,12,8,3,4,12,,,,,,
3412,12,11,14,1,3,18,,,,,,
3413,8,7,11,2,3,17,,,,,,
3414,16,5,11,4,2,20,,,,,,
3415,9,10,11,3,2,15,,,,,,
3416,10,13,15,5,5,21,,,,,,
3417,13,10,8,5,4,19,,,,,,
3418,10,6,9,5,0,15,,,,,,
3419,8,11,7,4,2,12,,,,,,
3420,7,12,11,2,3,16,,,,,,
3421,12,10,11,6,5,20,,,,,,
3422,10,11,10,3,4,18,,,,,,
3423,10,14,11,0,6,18,,,,,,
3424,12,13,13,6,5,21,,,,,,
3425,7,12,9,3,4,18,,,,,,
3426,10,14,15,3,4,27,,,,,,
3427,9,13,8,1,5,25,,,,,,
3428,10,11,8,4,3,23,,,,,,
3429,11,12,9,1,2,23,,,,,,
3430,10,10,12,2,1,24,,,,,,
3431,11,7,14,4,4,27,,,,,,
3432,12,10,7,6,4,24,,,,,,
3433,12,11,6,2,0,17,,,,,,
3434,7,13,7,2,2,12,,,,,,
3435,6,10,9,3,1,14,,,,,,
3436,9,11,5,3,1,13,,,,,,
3437,9,11,13,0,3,17,,,,,,
3438,13,10,13,1,4,21,,,,,,
3439,7,12,6,0,1,14,,,,,,
3440,9,11,6,2,1,13,,,,,,
3441,7,9,9,1,3,13,,,,,,
3442,12,9,16,3,3,22,,,,,,
3443,16,8,9,3,3,19,,,,,,
3444,6,13,8,2,3,11,,,,,,
3445,8,13,8,2,1,13,,,,,,
3446,8,8,13,1,2,18,,,,,,
3447,10,6,6,1,1,16,,,,,,
3448,8,7,5,1,1,11,,,,,,
3449,4,11,6,1,5,9,,,,,,
3450,6,12,3,0,3,8,,,,,,
3451,3,15,2,0,4,4,,,,,,
3452,1,14,1,0,3,2,,,,,,
3453,1,9,3,0,2,4,,,,,,
3454,3,10,1,1,4,4,,,,,,
3455,1,10,1,1,5,2,,,,,,
3456,1,12,3,1,1,4,,,,,,
3457,2,13,3,1,3,6,,,,,,
3458,3,13,1,2,4,3,,,,,,
3459,1,10,1,0,2,1,,,,,,
