2,6,2,2,1,6,5,17,5,6,5,4,4,2,3,6,3,5,9,2,2,6,8,2,3,4,4,3,2,4,1,3,2,1,1,2,6,3,3,2,2,4,1,3,3,4,3,2,1,1,2,1,2,1,1,3,3,3,3,0,6,3,4,2,4,3,3,3,4,3,7,2,4,2,6,4,6,4,7,2,4,17,7,4,5,5,5,2,2,4,21,4,6,4,5,16,3,5,4,5,12,5,2,3,3,5,11,15,5,6,7,15,5,6,7,4,6,8,8,5
0,2,2,2,1,3,3,13,9,6,4,1,3,5,0,3,3,5,4,1,4,1,2,2,4,4,3,5,1,3,3,4,2,0,1,0,3,1,0,0,1,2,0,2,1,2,2,1,1,0,3,3,2,2,1,2,2,3,3,0,4,4,4,4,2,4,3,2,1,3,3,3,4,2,1,5,3,3,8,5,2,14,5,0,7,8,6,1,2,1,19,3,4,4,5,13,3,1,4,2,12,3,7,3,1,4,9,10,2,7,3,12,5,1,7,5,4,6,1,5
0,0,2,2,0,2,1,10,4,4,3,2,2,2,2,3,3,3,4,4,1,3,1,3,4,1,4,4,3,2,2,3,1,1,2,2,2,4,2,1,2,1,3,2,3,2,0,1,2,2,3,1,1,3,2,3,2,1,2,0,2,6,2,3,2,2,2,1,3,3,2,3,3,4,0,3,4,5,3,2,0,12,4,2,6,6,4,3,2,4,10,2,2,4,2,12,3,4,5,4,6,3,5,3,3,6,5,7,1,5,6,14,8,4,6,4,4,5,3,4
0,1,0,0,2,1,2,8,3,6,3,2,1,1,1,3,3,1,5,4,0,2,4,3,3,2,5,2,3,0,1,4,1,3,1,1,1,2,3,1,2,2,2,0,2,6,1,2,3,3,3,1,1,4,1,3,1,3,1,0,4,4,2,6,3,1,1,1,2,2,7,1,3,3,2,3,2,7,2,2,3,14,6,4,3,5,3,3,4,2,7,4,2,4,4,8,2,4,8,1,7,5,5,4,2,2,7,9,1,4,6,13,5,3,3,2,4,4,5,4
1,1,0,0,1,1,2,6,2,4,4,1,5,0,3,0,1,2,2,3,2,0,3,1,1,3,3,1,0,1,0,3,0,3,1,1,0,2,3,1,1,0,0,2,1,2,2,2,2,4,1,3,0,3,0,2,0,0,0,0,1,4,4,3,2,1,2,1,1,2,6,2,2,2,3,3,1,6,5,3,3,15,3,4,3,5,4,1,2,1,8,4,2,4,3,6,0,3,4,3,7,3,4,4,0,1,7,3,4,2,2,15,3,2,2,1,2,2,5,4
1,1,1,2,0,2,1,4,1,1,3,1,4,3,1,1,2,2,4,3,6,1,2,2,3,3,3,4,0,1,0,0,1,0,1,0,1,3,2,1,0,1,0,2,1,0,1,1,1,1,0,2,1,2,0,1,0,0,1,0,2,0,4,3,0,3,3,3,2,3,3,4,3,4,3,3,3,3,6,5,3,15,3,4,4,7,4,3,1,2,12,4,0,3,3,5,3,3,4,5,5,2,3,2,4,2,7,6,5,3,0,15,3,3,2,2,4,3,6,1
3,2,2,2,2,2,2,1,2,4,5,4,0,3,2,3,3,4,5,3,5,2,2,6,5,3,3,6,0,2,0,0,1,0,1,0,1,2,0,0,0,1,1,0,2,0,1,0,2,0,1,1,0,0,0,1,0,2,0,0,2,1,3,1,4,3,2,1,2,2,3,3,4,5,3,4,1,5,7,3,5,12,2,6,4,5,1,3,3,2,7,1,2,4,4,7,6,4,5,4,7,3,3,1,4,2,7,4,4,5,4,13,4,4,1,3,3,1,4,2
3,2,3,3,2,2,3,1,0,5,4,0,2,5,4,3,2,2,6,1,5,6,2,4,4,2,4,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,2,0,3,5,4,4,3,3,5,2,3,4,4,2,0,4,3,2,2,3,2,0,6,16,5,6,4,6,1,5,4,5,6,1,2,6,2,4,3,3,7,5,4,4,1,3,4,4,7,3,2,9,5,17,5,6,2,5,3,4,6,5
5,5,4,4,3,2,4,4,1,2,3,7,4,4,4,3,2,4,6,5,2,5,5,1,3,7,6,3,0,1,4,1,2,2,0,2,0,0,1,2,2,3,1,1,1,1,2,0,1,2,0,1,1,2,2,2,3,1,3,0,5,3,2,5,0,1,4,7,3,8,4,2,3,4,7,6,6,2,3,1,4,19,7,7,4,6,2,4,4,7,8,4,2,4,4,7,4,2,4,5,5,7,7,4,5,4,8,7,3,8,5,17,4,8,6,6,7,7,4,6
3,2,3,5,2,2,2,7,2,4,4,6,4,6,3,3,5,4,7,4,6,5,4,4,5,5,5,5,2,0,3,2,3,4,2,4,1,0,2,3,1,1,1,0,2,2,1,1,1,3,0,1,2,3,3,0,2,1,2,0,6,3,5,5,1,2,2,8,3,14,5,6,5,5,6,4,10,3,5,3,3,20,4,5,6,5,4,5,7,11,7,6,3,6,6,10,5,5,6,2,8,12,8,6,5,5,9,5,4,6,6,19,4,6,7,9,9,7,4,3
