"","x"
"44230",36
"44231",34
"44232",34
"44233",36
"44234",40
"44235",40
"44236",36
"44237",40
"44238",36
"44239",40
"44240",34
"44241",40
"44242",39
"44243",40
"44244",40
"44245",39
"44246",40
"44247",39
"44248",39
"44249",39
"44250",35
"44251",39
"44252",39
"44253",39
"44254",39
"44255",40
"44256",35
"44257",35
"44258",35
"44259",35
"44260",39
"44261",39
"44262",35
"44263",35
"44264",39
"44265",32
"44266",35
"44267",35
"44268",35
"44269",32
"44270",35
"44271",32
"44272",32
"44273",32
"44274",36
"44275",32
"44276",32
"44277",32
"44278",36
"44279",32
"44280",36
"44281",36
"44282",36
"44283",36
"44284",35
"44285",35
"44286",36
"44287",35
"44288",36
"44289",36
"44290",35
"44291",32
"44292",36
"44293",36
"44294",39
"44295",39
"44296",35
"44297",35
"44298",35
"44299",35
"44300",36
"44301",35
"44302",39
"44303",39
"44304",39
"44305",35
"44306",39
"44307",39
"44308",39
"44309",34
"44310",39
"44311",33
"44312",34
"44313",39
"44314",39
"44315",35
"44316",39
"44317",25
"44318",25
"44319",21
"44320",21
"44321",25
"44322",25
"44323",25
"44324",25
"44325",25
"44326",21
"44327",21
"44328",21
"44329",21
"44330",21
"44331",21
"44332",24
"44333",24
"44334",24
"44335",24
"44336",21
"44337",24
"44338",24
"44339",28
"44340",28
"44341",28
"44342",28
"44343",24
"44344",28
"44345",24
"44346",24
"44347",28
"44348",28
"44349",28
"44350",28
"44351",28
"44352",24
"44353",21
"44354",24
"44355",24
"44356",24
"44357",24
"44358",24
"44359",24
"44360",21
"44361",21
"44362",24
"44363",21
"44364",21
"44365",24
"44366",24
"44367",21
"44368",23
"44369",25
"44370",23
"44371",23
"44372",23
"44373",21
"44374",21
"44375",23
"44376",25
"44377",25
"44378",25
"44379",25
"44380",23
"44381",23
"44382",23
"44383",23
"44384",27
"44385",25
"44386",25
"44387",25
"44388",25
"44389",25
"44390",27
"44391",27
"44392",27
"44393",27
"44394",25
"44395",27
"44396",27
"44397",27
"44398",27
"44399",27
"44400",30
"44401",25
"44402",25
"44403",27
"44404",25
"44405",25
"44406",25
"44407",30
"44408",30
"44409",30
"44410",25
"44411",30
"44412",31
"44413",30
"44414",25
"44415",31
"44416",31
"44417",31
"44418",30
"44419",32
"44420",30
"44421",31
"44422",30
"44423",31
"44424",30
"44425",32
"44426",32
"44427",31
"44428",31
"44429",31
"44430",30
"44431",31
"44432",31
"44433",32
"44434",32
"44435",32
"44436",32
"44437",32
"44438",31
"44439",31
"44440",31
"44441",32
"44442",33
"44443",32
"44444",32
"44445",31
"44446",32
"44447",31
"44448",33
"44449",31
"44450",31
"44451",31
"44452",32
"44453",31
"44454",31
"44455",32
"44456",31
"44457",33
"44458",33
"44459",33
"44460",33
"44461",33
"44462",31
"44463",31
"44464",33
"44465",33
"44466",33
"44467",31
"44468",33
"44469",33
"44470",32
"44471",32
"44472",32
"44473",33
"44474",33
"44475",33
"44476",33
"44477",32
"44478",32
"44479",32
"44480",33
"44481",29
"44482",33
"44483",32
"44484",33
"44485",33
"44486",32
"44487",32
"44488",32
"44489",32
"44490",32
"44491",32
"44492",32
"44493",32
"44494",29
"44495",29
"44496",29
"44497",29
"44498",29
"44499",29
"44500",29
"44501",29
"44502",36
"44503",29
"44504",36
"44505",37
"44506",29
"44507",36
"44508",36
"44509",37
"44510",35
"44511",37
"44512",37
"44513",36
"44514",36
"44515",36
"44516",37
"44517",32
"44518",35
"44519",37
"44520",35
"44521",35
"44522",37
"44523",37
"44524",36
"44525",37
"44526",35
"44527",37
"44528",32
"44529",35
"44530",32
"44531",35
"44532",30
"44533",32
"44534",30
"44535",32
"44536",30
"44537",35
"44538",30
"44539",32
"44540",32
"44541",32
"44542",32
"44543",35
"44544",30
"44545",29
"44546",33
"44547",30
"44548",29
"44549",32
"44550",30
"44551",32
"44552",30
"44553",32
"44554",30
"44555",29
"44556",29
"44557",29
"44558",29
"44559",29
"44560",29
"44561",33
"44562",29
"44563",29
"44564",29
"44565",32
"44566",29
"44567",33
"44568",29
"44569",26
"44570",29
"44571",33
"44572",32
"44573",32
"44574",33
"44575",33
"44576",33
"44577",33
"44578",26
"44579",32
"44580",27
"44581",32
"44582",32
"44583",26
"44584",26
"44585",32
"44586",32
"44587",33
"44588",26
"44589",32
"44590",36
"44591",36
"44592",27
"44593",32
"44594",30
"44595",31
"44596",31
"44597",31
"44598",31
"44599",31
"44600",31
"44601",25
"44602",31
"44603",30
"44604",30
"44605",30
"44606",31
"44607",30
"44608",30
"44609",30
"44610",31
"44611",30
"44612",30
"44613",30
"44614",30
"44615",30
"44616",30
"44617",30
"44618",30
"44619",31
"44620",30
"44621",26
"44622",26
"44623",30
"44624",30
"44625",31
"44626",31
"44627",31
"44628",30
"44629",26
"44630",30
"44631",30
"44632",31
"44633",31
"44634",31
"44635",31
"44636",31
"44637",31
"44638",31
"44639",26
"44640",26
"44641",26
"44642",26
"44643",31
"44644",26
"44645",26
"44646",26
"44647",26
"44648",26
"44649",26
"44650",26
"44651",26
"44652",26
"44653",26
"44654",26
"44655",26
"44656",26
"44657",26
"44658",26
"44659",26
"44660",26
"44661",26
"44662",26
"44663",25
"44664",25
"44665",26
"44666",25
"44667",25
"44668",25
"44669",25
"44670",25
"44671",25
"44672",25
"44673",25
"44674",25
"44675",25
"44676",25
"44677",25
"44678",25
"44679",25
"44680",25
"44681",24
"44682",24
"44683",24
"44684",24
"44685",24
"44686",25
"44687",26
"44688",26
"44689",26
"44690",31
"44691",24
"44692",24
"44693",24
"44694",24
"44695",24
"44696",31
"44697",31
"44698",32
"44699",31
"44700",26
"44701",31
"44702",26
"44703",31
"44704",26
"44705",37
"44706",38
"44707",37
"44708",38
"44709",38
"44710",37
"44711",37
"44712",37
"44713",37
"44714",38
"44715",38
"44716",38
"44717",37
"44718",37
"44719",37
"44720",37
"44721",37
"44722",37
"44723",37
"44724",37
"44725",38
"44726",37
"44727",36
"44728",37
"44729",37
"44730",36
"44731",37
"44732",37
"44733",37
"44734",37
"44735",37
"44736",31
"44737",36
"44738",36
"44739",36
"44740",37
"44741",37
"44742",31
"44743",37
"44744",31
"44745",36
"44746",32
"44747",36
"44748",32
"44749",31
"44750",32
"44751",36
"44752",32
"44753",36
"44754",32
"44755",36
"44756",36
"44757",36
"44758",32
"44759",31
"44760",31
"44761",32
"44762",32
"44763",31
"44764",32
"44765",31
"44766",32
"44767",32
"44768",26
"44769",26
"44770",26
"44771",26
"44772",26
"44773",32
"44774",26
"44775",26
"44776",27
"44777",26
"44778",26
"44779",26
"44780",26
"44781",26
"44782",32
"44783",32
"44784",26
"44785",27
"44786",32
"44787",27
"44788",32
"44789",32
"44790",32
"44791",27
"44792",27
"44793",32
"44794",40
"44795",32
"44796",32
"44797",27
"44798",32
"44799",32
"44800",27
"44801",32
"44802",34
"44803",32
"44804",32
"44805",32
"44806",32
"44807",32
"44808",32
"44809",40
"44810",39
"44811",34
"44812",40
"44813",32
"44814",32
"44815",34
"44816",32
"44817",33
"44818",33
"44819",32
"44820",37
"44821",33
"44822",34
"44823",34
"44824",34
"44825",39
"44826",34
"44827",32
"44828",34
"44829",33
"44830",32
"44831",33
"44832",33
"44833",34
"44834",32
"44835",32
"44836",32
"44837",32
"44838",34
"44839",32
"44840",33
"44841",32
"44842",32
"44843",28
"44844",32
"44845",32
"44846",32
"44847",28
"44848",28
"44849",32
"44850",32
"44851",28
"44852",33
"44853",33
"44854",29
"44855",33
"44856",33
"44857",29
"44858",27
"44859",33
"44860",27
"44861",29
"44862",28
"44863",32
"44864",28
"44865",32
"44866",28
"44867",28
"44868",26
"44869",28
"44870",26
"44871",28
"44872",28
"44873",26
"44874",26
"44875",26
"44876",26
"44877",26
"44878",26
"44879",26
"44880",26
"44881",27
"44882",27
"44883",27
"44884",29
"44885",29
"44886",27
"44887",27
"44888",27
"44889",27
"44890",29
"44891",27
"44892",27
"44893",27
"44894",29
"44895",29
"44896",27
"44897",27
"44898",27
"44899",27
"44900",27
"44901",29
"44902",29
"44903",26
"44904",29
"44905",27
"44906",29
"44907",29
"44908",29
"44909",29
"44910",29
"44911",26
"44912",26
"44913",36
"44914",27
"44915",36
"44916",27
"44917",36
"44918",27
"44919",32
"44920",28
"44921",28
"44922",28
"44923",28
"44924",28
"44925",28
"44926",28
"44927",28
"44928",28
"44929",28
"44930",28
"44931",28
"44932",34
"44933",33
"44934",33
"44935",33
"44936",33
"44937",28
"44938",28
"44939",28
"44940",33
"44941",34
"44942",33
"44943",33
"44944",33
"44945",33
"44946",34
"44947",33
"44948",33
"44949",34
"44950",34
"44951",34
"44952",28
"44953",34
"44954",34
"44955",34
"44956",33
"44957",28
"44958",28
"44959",28
"44960",34
"44961",28
"44962",28
"44963",34
"44964",34
"44965",30
"44966",30
"44967",28
"44968",28
"44969",28
"44970",28
"44971",28
"44972",28
"44973",30
"44974",29
"44975",30
"44976",30
"44977",30
"44978",30
"44979",30
"44980",30
"44981",29
"44982",29
"44983",29
"44984",29
"44985",29
"44986",29
"44987",29
"44988",29
"44989",42
"44990",42
"44991",44
"44992",44
"44993",39
"44994",42
"44995",42
"44996",43
"44997",42
"44998",44
"44999",26
"45000",26
"45001",21
"45002",26
"45003",21
"45004",43
"45005",42
"45006",43
"45007",43
"45008",43
"45009",43
"45010",42
"45011",44
"45012",43
"45013",36
"45014",33
"45015",26
"45016",33
"45017",26
"45018",26
"45019",43
"45020",41
"45021",36
"45022",43
"45023",44
"45024",43
"45025",43
"45026",42
"45027",36
"45028",36
"45029",41
"45030",36
"45031",36
"45032",43
"45033",43
"45034",41
"45035",41
"45036",41
"45037",41
"45038",43
"45039",41
"45040",38
"45041",43
"45042",37
"45043",26
"45044",26
"45045",37
"45046",26
"45047",26
"45048",26
"45049",37
"45050",29
"45051",25
"45052",25
"45053",29
"45054",29
"45055",29
"45056",35
"45057",27
"45058",25
"45059",27
"45060",25
"45061",27
"45062",25
"45063",36
"45064",39
"45065",41
"45066",41
"45067",38
"45068",41
"45069",41
"45070",38
"45071",38
"45072",39
"45073",38
"45074",38
"45075",41
"45076",37
"45077",26
"45078",26
"45079",26
"45080",24
"45081",37
"45082",24
"45083",24
"45084",24
"45085",26
"45086",24
"45087",26
"45088",24
"45089",38
"45090",38
"45091",38
"45092",38
"45093",39
"45094",38
"45095",38
"45096",38
"45097",33
"45098",33
"45099",30
"45100",33
"45101",30
"45102",33
"45103",33
"45104",33
"45105",30
"45106",29
"45107",33
"45108",30
"45109",30
"45110",33
"45111",30
"45112",30
"45113",33
"45114",30
"45115",30
"45116",30
"45117",22
"45118",30
"45119",30
"45120",30
"45121",22
"45122",22
"45123",30
"45124",29
"45125",30
"45126",30
"45127",30
"45128",36
"45129",30
"45130",30
"45131",30
"45132",30
"45133",30
"45134",30
"45135",29
"45136",29
"45137",29
"45138",29
"45139",29
"45140",30
"45141",30
"45142",29
"45143",30
"45144",37
"45145",34
"45146",37
"45147",37
"45148",34
"45149",37
"45150",39
"45151",38
"45152",39
"45153",39
"45154",37
"45155",36
"45156",39
"45157",36
"45158",39
"45159",36
"45160",39
"45161",36
"45162",39
"45163",39
"45164",37
"45165",37
"45166",39
"45167",37
"45168",39
"45169",37
"45170",39
"45171",39
"45172",39
"45173",39
"45174",45
"45175",45
"45176",39
"45177",39
"45178",29
"45179",29
"45180",26
"45181",26
"45182",29
"45183",29
"45184",29
"45185",26
"45186",29
"45187",29
"45188",29
"45189",26
"45190",26
"45191",26
"45192",26
"45193",26
"45194",26
"45195",26
"45196",26
"45197",26
"45198",26
"45199",16
"45200",16
"45201",16
"45202",16
"45203",16
"45204",26
"45205",26
"45206",26
"45207",26
"45208",26
"45209",10
"45210",10
"45211",10
"45212",16
"45213",16
"45214",16
"45215",10
"45216",37
"45217",39
"45218",39
"45219",34
"45220",39
"45221",37
"45222",37
"45223",39
"45224",32
"45225",39
"45226",37
"45227",39
"45228",32
"45229",39
"45230",39
"45231",27
"45232",32
"45233",39
"45234",32
"45235",27
"45236",32
"45237",39
"45238",27
"45239",27
"45240",32
"45241",27
"45242",32
"45243",32
"45244",32
"45245",32
"45246",27
"45247",24
"45248",32
"45249",32
"45250",24
"45251",24
"45252",24
"45253",27
"45254",24
"45255",27
"45256",28
"45257",24
"45258",24
"45259",24
"45260",24
"45261",24
"45262",28
"45263",28
"45264",28
"45265",28
"45266",28
"45267",24
"45268",33
"45269",28
"45270",28
"45271",28
"45272",33
"45273",33
"45274",28
"45275",33
"45276",33
"45277",33
"45278",30
"45279",30
"45280",33
"45281",33
"45282",30
"45283",30
"45284",30
"45285",30
"45286",32
"45287",30
"45288",30
"45289",30
"45290",30
"45291",30
"45292",33
"45293",32
"45294",32
"45295",32
"45296",32
"45297",32
"45298",32
"45299",32
"45300",37
"45301",36
"45302",37
"45303",37
"45304",37
"45305",37
"45306",37
"45307",37
"45308",37
"45309",36
"45310",36
"45311",36
"45312",36
"45313",36
"45314",37
"45315",37
"45316",33
"45317",36
"45318",33
"45319",33
"45320",36
"45321",33
"45322",36
"45323",37
"45324",35
"45325",35
"45326",33
"45327",33
"45328",36
"45329",33
"45330",33
"45331",33
"45332",35
"45333",33
"45334",35
"45335",35
"45336",34
"45337",33
"45338",30
"45339",30
"45340",34
"45341",35
"45342",34
"45343",34
"45344",30
"45345",34
"45346",30
"45347",35
"45348",34
"45349",30
"45350",26
"45351",35
"45352",34
"45353",34
"45354",34
"45355",30
"45356",30
"45357",30
"45358",26
"45359",30
"45360",34
"45361",30
"45362",26
"45363",26
"45364",30
"45365",30
"45366",30
"45367",30
"45368",26
"45369",36
"45370",36
"45371",36
"45372",36
"45373",33
"45374",36
"45375",33
"45376",33
"45377",33
"45378",36
"45379",36
"45380",36
"45381",36
"45382",36
"45383",33
"45384",36
"45385",36
"45386",33
"45387",32
"45388",10
"45389",13
"45390",13
"45391",13
"45392",13
"45393",13
"45394",11
"45395",7
"45396",10
"45397",36
"45398",36
"45399",36
"45400",36
"45401",36
"45402",36
"45403",36
"45404",36
"45405",36
"45406",36
"45407",36
"45408",36
"45409",36
"45410",36
"45411",36
"45412",36
"45413",36
"45414",37
"45415",36
"45416",36
"45417",36
"45418",36
"45419",36
"45420",36
"45421",36
"45422",36
"45423",42
"45424",39
"45425",42
"45426",42
"45427",42
"45428",42
"45429",42
"45430",42
"45431",42
"45432",42
"45433",38
"45434",38
"45435",42
"45436",42
"45437",42
"45438",42
"45439",32
"45440",38
"45441",38
"45442",38
"45443",38
"45444",42
"45445",38
"45446",42
"45447",38
"45448",38
"45449",32
"45450",38
"45451",38
"45452",32
"45453",42
"45454",38
"45455",32
"45456",32
"45457",32
"45458",32
"45459",38
"45460",25
"45461",38
"45462",32
"45463",32
"45464",25
"45465",32
"45466",32
"45467",32
"45468",25
"45469",25
"45470",25
"45471",25
"45472",32
"45473",32
"45474",32
"45475",27
"45476",27
"45477",27
"45478",27
"45479",25
"45480",27
"45481",28
"45482",27
"45483",27
"45484",27
"45485",27
"45486",27
"45487",27
"45488",27
"45489",28
"45490",28
"45491",28
"45492",28
"45493",31
"45494",28
"45495",32
"45496",31
"45497",28
"45498",31
"45499",31
"45500",31
"45501",31
"45502",28
"45503",28
"45504",36
"45505",31
"45506",36
"45507",36
"45508",31
"45509",31
"45510",32
"45511",36
"45512",32
"45513",32
"45514",32
"45515",36
"45516",36
"45517",36
"45518",30
"45519",36
"45520",30
"45521",36
"45522",30
"45523",36
"45524",32
"45525",36
"45526",36
"45527",39
"45528",39
"45529",43
"45530",43
"45531",39
"45532",43
"45533",43
"45534",43
"45535",39
"45536",39
"45537",39
"45538",39
"45539",39
"45540",39
"45541",39
"45542",39
"45543",41
"45544",39
"45545",39
"45546",39
"45547",39
"45548",41
"45549",41
"45550",41
"45551",41
"45552",39
"45553",39
"45554",41
"45555",41
"45556",39
"45557",41
"45558",37
"45559",41
"45560",41
"45561",41
"45562",41
"45563",41
"45564",41
"45565",37
"45566",33
"45567",37
"45568",37
"45569",41
"45570",33
"45571",37
"45572",41
"45573",37
"45574",37
"45575",33
"45576",37
"45577",37
"45578",37
"45579",33
"45580",33
"45581",37
"45582",37
"45583",33
"45584",33
"45585",34
"45586",33
"45587",37
"45588",36
"45589",34
"45590",37
"45591",36
"45592",36
"45593",36
"45594",36
"45595",33
"45596",34
"45597",36
"45598",36
"45599",36
"45600",34
"45601",36
"45602",34
"45603",36
"45604",34
"45605",34
"45606",34
"45607",34
"45608",34
"45609",34
"45610",34
"45611",34
"45612",28
"45613",34
"45614",34
"45615",34
"45616",34
"45617",28
"45618",33
"45619",33
"45620",28
"45621",28
"45622",28
"45623",28
"45624",33
"45625",33
"45626",33
"45627",33
"45628",33
"45629",33
"45630",33
"45631",29
"45632",28
"45633",29
"45634",29
"45635",29
"45636",29
"45637",33
"45638",33
"45639",29
"45640",33
"45641",29
"45642",29
"45643",29
"45644",28
"45645",29
"45646",29
"45647",29
"45648",29
"45649",28
"45650",28
"45651",28
"45652",32
"45653",28
"45654",28
"45655",32
"45656",32
"45657",29
"45658",32
"45659",32
"45660",32
"45661",29
"45662",32
"45663",32
"45664",32
"45665",32
"45666",29
"45667",29
"45668",30
"45669",32
"45670",32
"45671",32
"45672",30
"45673",30
"45674",29
"45675",29
"45676",29
"45677",29
"45678",29
"45679",29
"45680",30
"45681",30
"45682",30
"45683",30
"45684",29
"45685",27
"45686",29
"45687",27
"45688",28
"45689",27
"45690",27
"45691",30
"45692",27
"45693",27
"45694",27
"45695",27
"45696",27
"45697",28
"45698",28
"45699",28
"45700",27
"45701",28
"45702",28
"45703",28
"45704",28
"45705",30
"45706",30
"45707",28
"45708",28
"45709",30
"45710",30
"45711",30
"45712",30
"45713",30
"45714",30
"45715",30
"45716",30
"45717",30
"45718",31
"45719",31
"45720",31
"45721",30
"45722",31
"45723",31
"45724",30
"45725",31
"45726",31
"45727",29
"45728",31
"45729",31
"45730",31
"45731",31
"45732",31
"45733",31
"45734",29
"45735",31
"45736",31
"45737",31
"45738",31
"45739",31
"45740",31
"45741",31
"45742",29
"45743",29
"45744",29
"45745",29
"45746",29
"45747",31
"45748",31
"45749",31
"45750",31
"45751",29
"45752",29
"45753",29
"45754",29
"45755",29
"45756",29
"45757",29
"45758",29
"45759",29
"45760",38
"45761",38
"45762",31
"45763",42
"45764",31
"45765",36
"45766",38
"45767",36
"45768",36
"45769",38
"45770",38
"45771",36
"45772",36
"45773",36
"45774",31
"45775",31
"45776",31
"45777",36
"45778",31
"45779",31
"45780",36
"45781",31
"45782",31
"45783",31
"45784",31
"45785",31
"45786",36
"45787",31
"45788",33
"45789",31
"45790",31
"45791",31
"45792",31
"45793",31
"45794",33
"45795",33
"45796",33
"45797",31
"45798",33
"45799",33
"45800",31
"45801",31
"45802",33
"45803",32
"45804",33
"45805",33
"45806",33
"45807",33
"45808",33
"45809",33
"45810",32
"45811",32
"45812",32
"45813",33
"45814",33
"45815",32
"45816",32
"45817",33
"45818",37
"45819",37
"45820",43
"45821",37
"45822",43
"45823",37
"45824",37
"45825",37
"45826",32
"45827",32
"45828",43
"45829",40
"45830",43
"45831",43
"45832",43
"45833",43
"45834",43
"45835",37
"45836",43
"45837",40
"45838",40
"45839",43
"45840",40
"45841",40
"45842",40
"45843",40
"45844",40
"45845",43
"45846",40
"45847",40
"45848",38
"45849",38
"45850",38
"45851",40
"45852",38
"45853",43
"45854",38
"45855",43
"45856",34
"45857",38
"45858",38
"45859",38
"45860",40
"45861",40
"45862",38
"45863",38
"45864",34
"45865",34
"45866",34
"45867",38
"45868",34
"45869",34
"45870",34
"45871",34
"45872",38
"45873",38
"45874",34
"45875",32
"45876",32
"45877",32
"45878",32
"45879",34
"45880",34
"45881",34
"45882",34
"45883",32
"45884",32
"45885",31
"45886",31
"45887",32
"45888",32
"45889",32
"45890",31
"45891",32
"45892",31
"45893",35
"45894",31
"45895",31
"45896",32
"45897",32
"45898",31
"45899",31
"45900",35
"45901",35
"45902",35
"45903",35
"45904",35
"45905",35
"45906",35
"45907",31
"45908",35
"45909",35
"45910",34
"45911",35
"45912",35
"45913",35
"45914",34
"45915",33
"45916",29
"45917",29
"45918",33
"45919",29
"45920",33
"45921",29
"45922",29
"45923",29
"45924",29
"45925",29
"45926",29
"45927",29
"45928",29
"45929",29
"45930",29
"45931",29
"45932",29
"45933",29
"45934",28
"45935",29
"45936",28
"45937",29
"45938",16
"45939",28
"45940",28
"45941",28
"45942",29
"45943",29
"45944",29
"45945",29
"45946",29
"45947",28
"45948",28
"45949",23
"45950",28
"45951",16
"45952",28
"45953",28
"45954",16
"45955",23
"45956",28
"45957",28
"45958",23
"45959",23
"45960",16
"45961",28
"45962",28
"45963",16
"45964",32
"45965",16
"45966",16
"45967",32
"45968",32
"45969",32
"45970",32
"45971",23
"45972",23
"45973",23
"45974",32
"45975",33
"45976",32
"45977",32
"45978",33
"45979",33
"45980",32
"45981",32
"45982",32
"45983",33
"45984",32
"45985",33
"45986",33
"45987",30
"45988",33
"45989",32
"45990",33
"45991",28
"45992",28
"45993",33
"45994",28
"45995",28
"45996",28
"45997",28
"45998",28
"45999",33
"46000",30
"46001",28
"46002",28
"46003",33
"46004",33
"46005",30
"46006",30
"46007",30
"46008",30
"46009",33
"46010",33
"46011",33
"46012",30
"46013",33
"46014",33
"46015",30
"46016",33
"46017",33
"46018",33
"46019",28
"46020",33
"46021",33
"46022",28
"46023",28
"46024",28
"46025",28
"46026",33
"46027",28
"46028",28
"46029",24
"46030",24
"46031",24
"46032",28
"46033",24
"46034",33
"46035",28
"46036",24
"46037",28
"46038",28
"46039",23
"46040",24
"46041",28
"46042",24
"46043",23
"46044",24
"46045",23
"46046",28
"46047",26
"46048",26
"46049",26
"46050",26
"46051",26
"46052",26
"46053",26
"46054",26
"46055",23
"46056",23
"46057",23
"46058",23
"46059",23
"46060",26
"46061",23
"46062",26
"46063",29
"46064",29
"46065",29
"46066",28
"46067",29
"46068",28
"46069",29
"46070",29
"46071",29
"46072",28
"46073",28
"46074",28
"46075",28
"46076",28
"46077",29
"46078",28
"46079",28
"46080",24
"46081",28
"46082",24
"46083",28
"46084",29
"46085",24
"46086",24
"46087",24
"46088",24
"46089",24
"46090",24
"46091",24
"46092",22
"46093",19
"46094",19
"46095",24
"46096",24
"46097",19
"46098",22
"46099",19
"46100",19
"46101",22
"46102",22
"46103",19
"46104",27
"46105",27
"46106",22
"46107",27
"46108",22
"46109",22
"46110",28
"46111",27
"46112",27
"46113",28
"46114",27
"46115",28
"46116",27
"46117",28
"46118",27
"46119",28
"46120",28
"46121",28
"46122",28
"46123",28
"46124",28
"46125",26
"46126",23
"46127",26
"46128",23
"46129",23
"46130",28
"46131",28
"46132",28
"46133",26
"46134",26
"46135",26
"46136",26
"46137",26
"46138",23
"46139",23
"46140",26
"46141",26
"46142",30
"46143",30
"46144",26
"46145",30
"46146",26
"46147",26
"46148",30
"46149",29
"46150",30
"46151",29
"46152",30
"46153",30
"46154",29
"46155",30
"46156",30
"46157",30
"46158",30
"46159",29
"46160",29
"46161",29
"46162",29
"46163",28
"46164",29
"46165",29
"46166",29
"46167",28
"46168",28
"46169",28
"46170",28
"46171",28
"46172",29
"46173",28
"46174",31
"46175",24
"46176",24
"46177",24
"46178",28
"46179",28
"46180",28
"46181",28
"46182",27
"46183",27
"46184",27
"46185",31
"46186",31
"46187",24
"46188",27
"46189",27
"46190",24
"46191",31
"46192",31
"46193",27
"46194",31
"46195",29
"46196",29
"46197",31
"46198",31
"46199",29
"46200",31
"46201",29
"46202",31
"46203",31
"46204",29
"46205",29
"46206",29
"46207",29
"46208",29
"46209",29
"46210",31
"46211",31
"46212",29
"46213",29
"46214",29
"46215",29
"46216",29
"46217",29
"46218",29
"46219",29
"46220",29
"46221",30
"46222",30
"46223",30
"46224",30
"46225",29
"46226",29
"46227",29
"46228",29
"46229",29
"46230",33
"46231",33
"46232",33
"46233",33
"46234",33
"46235",33
"46236",33
"46237",27
"46238",28
"46239",33
"46240",33
"46241",28
"46242",33
"46243",28
"46244",28
"46245",33
"46246",28
"46247",28
"46248",31
"46249",28
"46250",28
"46251",28
"46252",28
"46253",28
"46254",31
"46255",31
"46256",31
"46257",31
"46258",31
"46259",31
"46260",33
"46261",33
"46262",33
"46263",31
"46264",33
"46265",33
"46266",31
"46267",31
"46268",31
"46269",33
"46270",31
"46271",33
"46272",36
"46273",33
"46274",36
"46275",33
"46276",36
"46277",36
"46278",36
"46279",36
"46280",36
"46281",31
"46282",36
"46283",36
"46284",33
"46285",31
"46286",33
"46287",31
"46288",31
"46289",31
"46290",27
"46291",31
"46292",36
"46293",36
"46294",36
"46295",27
"46296",27
"46297",31
"46298",27
"46299",31
"46300",31
"46301",31
"46302",27
"46303",28
"46304",27
"46305",27
"46306",27
"46307",27
"46308",27
"46309",27
"46310",27
"46311",34
"46312",28
"46313",28
"46314",28
"46315",28
"46316",28
"46317",34
"46318",34
"46319",34
"46320",34
"46321",34
"46322",34
"46323",34
"46324",28
"46325",34
"46326",34
"46327",34
"46328",34
"46329",34
"46330",34
"46331",34
"46332",34
"46333",39
"46334",34
"46335",34
"46336",34
"46337",39
"46338",39
"46339",34
"46340",39
"46341",39
"46342",39
"46343",39
"46344",39
"46345",39
"46346",39
"46347",39
"46348",39
"46349",39
"46350",39
"46351",39
"46352",39
"46353",26
"46354",26
"46355",39
"46356",39
"46357",26
"46358",29
"46359",26
"46360",26
"46361",26
"46362",26
"46363",26
"46364",29
"46365",29
"46366",29
"46367",29
"46368",29
"46369",26
"46370",29
"46371",30
"46372",30
"46373",30
"46374",30
"46375",29
"46376",30
"46377",30
"46378",30
"46379",27
"46380",27
"46381",27
"46382",27
"46383",27
"46384",30
"46385",30
"46386",30
"46387",27
"46388",27
"46389",25
"46390",27
"46391",25
"46392",25
"46393",25
"46394",25
"46395",25
"46396",27
"46397",27
"46398",25
"46399",25
"46400",25
"46401",25
"46402",25
"46403",25
"46404",25
"46405",25
"46406",25
"46407",25
"46408",25
"46409",25
"46410",29
"46411",25
"46412",29
"46413",29
"46414",29
"46415",29
"46416",29
"46417",29
"46418",32
"46419",32
"46420",29
"46421",29
"46422",29
"46423",29
"46424",32
"46425",39
"46426",32
"46427",32
"46428",32
"46429",32
"46430",39
"46431",39
"46432",39
"46433",39
"46434",39
"46435",39
"46436",39
"46437",39
"46438",39
"46439",39
"46440",39
"46441",39
"46442",38
"46443",38
"46444",38
"46445",39
"46446",38
"46447",38
"46448",39
"46449",38
"46450",39
"46451",39
"46452",44
"46453",44
"46454",44
"46455",38
"46456",38
"46457",38
"46458",38
"46459",38
"46460",38
"46461",38
"46462",44
"46463",44
"46464",44
"46465",44
"46466",44
"46467",44
"46468",44
"46469",44
"46470",44
"46471",44
"46472",55
"46473",48
"46474",48
"46475",48
"46476",44
"46477",44
"46478",48
"46479",44
"46480",44
"46481",44
"46482",48
"46483",44
"46484",48
"46485",55
"46486",55
"46487",48
"46488",48
"46489",55
"46490",48
"46491",48
"46492",44
"46493",48
"46494",55
"46495",48
"46496",55
"46497",55
"46498",55
"46499",55
"46500",55
"46501",55
"46502",55
"46503",55
"46504",55
"46505",55
"46506",48
"46507",48
"46508",55
"46509",50
"46510",55
"46511",50
"46512",50
"46513",55
"46514",55
"46515",55
"46516",50
"46517",55
"46518",55
"46519",55
"46520",50
"46521",50
"46522",50
"46523",50
"46524",40
"46525",40
"46526",50
"46527",55
"46528",50
"46529",50
"46530",50
"46531",50
"46532",50
"46533",40
"46534",40
"46535",40
"46536",40
"46537",40
"46538",50
"46539",50
"46540",40
"46541",50
"46542",40
"46543",50
"46544",50
"46545",40
"46546",40
"46547",31
"46548",31
"46549",40
"46550",40
"46551",31
"46552",40
"46553",31
"46554",40
"46555",40
"46556",50
"46557",40
"46558",31
"46559",31
"46560",31
"46561",31
