"dep_count_per15","arr_count_per15","pb_count_per15","heavy_dep_per15","heavy_arr_per15","dep_demand_per15","dep_taxi_per_window"
13,6,14,4,1,21,12.25
8,10,4,5,3,12,10.5
7,13,12,4,4,16,16.6923076923077
11,13,15,2,4,24,14.2142857142857
13,10,11,2,4,24,15.8181818181818
7,11,5,2,1,16,15.6666666666667
10,13,8,2,2,17,6.375
8,10,8,1,5,15,9.88888888888889
9,12,12,2,5,19,12.4
14,10,15,4,2,25,11.75
12,8,10,5,3,21,13.1
8,8,8,5,3,17,15
14,8,19,5,3,28,12
15,10,8,7,4,22,24.4285714285714
11,8,10,4,2,18,7.81818181818182
8,11,10,2,4,17,9.2
10,9,9,4,4,18,10.1
10,10,9,2,4,16,6.71428571428571
5,12,8,2,2,14,15.8888888888889
10,10,9,4,3,18,8.75
8,11,11,4,6,19,21.0909090909091
9,13,10,5,5,21,16.8
12,11,10,3,3,22,12.5
8,12,8,4,5,18,16.2222222222222
9,8,11,3,2,21,19.6
12,12,12,3,4,25,11.3846153846154
13,13,10,4,2,23,15
9,14,8,4,4,17,16.4444444444444
11,9,14,4,1,22,14.1538461538462
11,12,14,2,4,25,18.4666666666667
11,11,12,4,4,26,23.5833333333333
11,14,10,3,3,25,15.8888888888889
11,14,10,5,3,24,12.8
15,8,13,3,1,26,14.1428571428571
12,7,8,2,3,19,10
13,6,12,2,2,19,19.5454545454545
9,12,18,3,1,24,10.9411764705882
14,9,12,2,2,27,14.3333333333333
16,9,13,5,1,26,8.9
9,8,3,2,0,13,14
2,14,9,0,2,13,17.6
11,9,14,1,0,25,15.3333333333333
9,10,6,4,3,20,19
8,15,5,2,3,16,21
7,15,8,3,4,17,19.625
6,12,7,1,3,17,14.8333333333333
10,12,4,1,3,14,11.75
5,16,4,0,5,8,9.5
5,15,5,1,4,8,8.6
4,9,3,1,1,6,7.66666666666667
2,12,1,0,2,3,6
1,14,1,0,4,2,31
1,14,5,1,5,6,13.2
6,15,3,3,2,8,12
3,11,3,0,4,5,9
3,7,2,1,5,4,12
3,7,4,1,1,5,9.25
2,3,2,2,2,4,16
2,4,2,2,0,4,14.5
1,1,0,1,0,2,0
2,2,2,1,0,3,7.5
2,4,2,1,2,3,13.5
2,5,1,2,1,2,9
3,3,3,1,0,3,8.66666666666667
1,0,3,0,0,3,11
2,2,2,1,1,4,10.5
2,1,1,1,0,3,13
2,1,1,2,1,2,9.5
1,4,1,0,1,1,0
0,1,0,0,0,0,0
0,1,2,0,1,2,19
1,4,1,0,3,3,18
2,3,0,2,2,2,0
0,3,1,0,2,1,15
1,4,0,0,3,1,0
0,4,1,0,3,1,5
1,1,0,0,1,1,0
1,4,5,0,1,5,7.4
9,3,14,1,2,18,8.92857142857143
14,3,10,1,3,19,6.54545454545455
12,2,16,2,1,21,8.93333333333333
15,1,17,1,0,26,9.77777777777778
17,1,20,1,0,31,13.8
19,2,25,4,0,39,11.92
20,1,21,6,1,41,13.3
22,4,15,3,1,36,11.4705882352941
18,4,22,5,1,36,15.8636363636364
17,8,18,8,4,36,17.2222222222222
16,5,12,6,0,31,18.9090909090909
11,6,10,6,1,25,15.7
14,13,12,6,3,26,19.2727272727273
8,13,6,2,3,18,20
7,16,1,3,2,11,17
5,12,5,3,3,9,11.8
9,11,12,1,0,16,9.84615384615385
10,10,10,3,2,17,9.66666666666667
10,10,7,2,7,14,10.75
6,13,12,4,2,16,13.5454545454545
9,14,11,2,3,22,13.8461538461538
13,14,14,3,7,27,19.3846153846154
13,11,9,3,6,22,21.1111111111111
4,6,8,1,1,17,15.8571428571429
11,10,11,4,3,24,17.4545454545455
10,12,12,3,3,25,22.2142857142857
10,14,10,1,5,25,22.4444444444444
10,9,10,2,2,25,19.0909090909091
12,8,13,3,2,28,17.75
13,11,12,6,6,28,18
12,12,10,5,3,25,21.6363636363636
10,12,10,3,5,23,16.9
10,13,10,4,6,23,22
11,9,14,4,2,27,17.1428571428571
13,10,7,4,5,23,14.1428571428571
11,10,13,5,3,24,23.0833333333333
5,12,12,2,4,25,22.2142857142857
15,11,11,7,4,31,27
9,11,9,3,4,25,25.8888888888889
8,10,12,3,5,27,28.7857142857143
9,10,11,4,3,30,29.3
11,12,7,5,7,28,21.1111111111111
14,11,11,4,1,28,30
6,10,10,3,5,25,31.1
10,11,9,1,1,28,28.0909090909091
8,11,10,3,4,28,23.2857142857143
11,14,12,4,5,32,21.6923076923077
14,10,10,7,1,30,15.3333333333333
14,11,13,0,2,29,18.6153846153846
10,11,9,1,2,24,23.6666666666667
9,13,9,3,3,23,24.8888888888889
7,11,9,2,1,23,24.5
12,12,16,1,2,32,24.0769230769231
11,11,4,3,1,24,20.4
13,12,14,3,4,27,15.2307692307692
15,11,10,0,3,24,12.9166666666667
12,8,19,2,1,28,18.8888888888889
10,10,11,3,3,27,17.8
15,9,14,2,3,31,18.25
12,11,9,3,1,26,27
10,10,10,2,2,24,28.2222222222222
5,10,7,0,2,20,17
12,11,3,3,2,18,15.25
9,11,5,0,5,11,7.25
4,11,4,1,3,6,11.3333333333333
4,13,4,0,3,6,10.75
5,14,4,0,1,6,8.5
2,13,2,0,3,3,12.6666666666667
3,15,3,1,5,4,12
1,14,1,1,1,2,10
2,14,5,2,4,6,16.25
3,14,3,2,2,7,11
6,14,3,2,3,7,10.5
1,11,1,1,1,2,8
2,9,1,2,4,2,0
0,7,3,0,1,3,13
3,5,0,3,1,3,8
1,4,3,1,0,3,12
2,1,1,2,0,3,13
2,1,4,1,0,5,11.75
3,1,0,3,0,3,0
1,1,2,0,0,2,5.5
1,0,1,0,0,2,5
3,1,3,2,0,4,11
1,1,0,0,0,1,0
0,1,0,0,1,0,0
0,2,1,0,0,1,12
1,3,0,0,1,1,0
0,4,0,0,1,0,17
0,4,1,0,4,1,0
1,2,0,0,2,1,0
1,3,2,0,2,2,11
1,3,0,1,2,1,0
2,1,3,1,1,3,9
1,3,1,0,1,2,14
1,3,5,1,2,6,21.4
3,1,12,1,0,17,12.1666666666667
20,1,18,2,1,32,9.1
18,1,14,2,0,26,10.6666666666667
14,2,18,0,1,26,9.8421052631579
18,0,20,2,0,32,12.7142857142857
17,2,17,2,0,31,10.1764705882353
19,2,25,7,0,39,16.8695652173913
16,4,17,2,2,37,21.6842105263158
14,6,17,4,1,38,23
14,5,11,6,2,35,17.4545454545455
15,9,15,6,2,36,19.1333333333333
17,9,12,4,2,33,23.3846153846154
11,12,10,2,1,26,20.8888888888889
10,13,6,3,2,21,17
8,11,7,4,3,18,13.8333333333333
12,11,6,3,2,16,12.6666666666667
6,15,10,1,2,14,19.3636363636364
3,15,12,1,5,20,20.3333333333333
14,6,8,2,2,25,17.8571428571429
10,9,11,3,2,22,18
10,13,10,5,2,22,18.3333333333333
10,14,12,3,6,24,17.5
13,13,12,0,5,26,21.25
10,12,6,6,1,19,18.8333333333333
9,15,11,4,3,20,14.9090909090909
10,13,8,3,3,19,13.7777777777778
14,10,18,0,5,27,11.8823529411765
16,7,14,2,2,27,14.1428571428571
10,11,11,5,4,22,14.0833333333333
13,11,14,6,4,26,19.25
9,9,10,5,5,23,22.75
8,12,7,5,4,21,20
11,9,9,3,3,22,20.5714285714286
13,11,10,3,6,21,14.2727272727273
6,10,11,3,4,20,14.8
12,9,9,6,1,23,13.7
10,11,12,1,2,22,17.5454545454545
12,11,12,5,0,25,17.2307692307692
10,12,10,5,6,22,17
9,12,12,5,1,24,18.1666666666667
13,12,12,6,8,27,15
13,10,8,3,2,23,18.7
10,6,8,1,1,18,12.875
8,13,16,2,2,24,24.0666666666667
9,14,8,1,4,24,30.4285714285714
8,14,9,1,4,23,19.2
11,10,11,1,3,27,19.0909090909091
13,10,14,4,3,30,21
10,10,16,1,2,32,20.6875
15,10,4,2,2,26,20.4
11,12,15,2,4,26,16.7857142857143
12,10,5,1,3,20,12.4
11,10,15,1,1,23,11.8666666666667
15,7,8,5,2,20,12.6666666666667
4,12,13,2,2,18,21.5
10,14,16,2,3,31,23.875
15,7,8,5,3,29,26.1111111111111
8,12,5,2,4,18,18
4,17,10,1,3,20,25.6666666666667
9,11,9,2,1,26,20.1666666666667
15,3,8,3,0,25,19.2
6,13,5,1,1,14,12
7,14,14,1,4,22,20.5
10,13,7,3,2,22,30.4
5,11,1,1,3,13,20
6,14,3,0,5,11,25.6666666666667
4,17,2,0,3,8,12.5
3,11,0,0,3,4,0
3,10,5,1,2,5,9.2
2,13,1,1,3,3,13
4,13,4,3,2,5,10.25
5,11,6,2,3,8,10
3,8,2,0,6,5,11.5
3,8,2,1,2,4,7.5
1,8,3,1,3,4,12
4,8,4,3,2,7,10.75
4,2,1,3,0,4,8
1,1,1,1,0,1,10.6666666666667
2,1,4,1,0,4,14.5
2,0,1,1,0,3,7
1,0,1,1,0,2,11
2,2,4,1,0,5,7.25
3,0,0,2,0,3,0
1,2,2,1,0,2,12.5
1,1,0,1,0,1,0
0,0,1,0,0,1,14
2,1,1,0,0,2,4
0,1,0,0,0,0,0
0,4,2,0,0,2,14
3,4,1,1,3,3,10
0,2,0,0,2,0,0
0,3,1,0,2,1,5
1,2,0,0,1,1,0
0,3,3,0,2,3,12
3,3,0,2,2,3,0
0,1,4,0,0,4,15.75
5,4,14,0,2,18,8.71428571428571
18,5,12,2,3,25,8.06666666666667
13,2,12,0,1,19,9.45454545454546
11,1,19,1,0,25,12.8947368421053
17,1,22,2,0,36,13.4761904761905
21,0,23,2,0,42,20
18,4,20,4,1,41,18.85
21,2,21,7,1,44,17.75
19,1,18,9,0,41,17.8
17,6,15,4,2,37,18.6
15,8,14,4,0,34,22.5384615384615
13,8,11,6,3,30,19.4
13,9,11,4,1,28,17.75
13,13,5,3,2,20,17.25
7,13,6,3,2,13,14.875
6,11,8,3,3,14,14
10,14,7,3,1,15,9.33333333333333
6,12,11,0,3,16,14.9230769230769
10,11,11,1,3,21,17.9
10,11,11,4,3,22,16.5
11,13,12,4,6,24,15.5833333333333
12,13,13,3,6,26,16.6
14,9,8,2,1,22,10.8333333333333
10,9,7,4,3,15,10.2857142857143
8,13,13,2,1,18,21.8461538461538
6,13,11,1,3,21,18
13,11,14,4,4,29,14.9285714285714
12,8,15,3,3,31,23.375
11,11,12,4,4,31,24.6363636363636
11,9,14,2,3,34,28.6
8,11,13,5,2,36,31.4166666666667
14,8,4,8,5,32,23.2
15,9,10,5,5,28,16.1
12,11,13,4,4,27,14.3333333333333
13,10,7,7,2,22,12.8571428571429
9,12,11,3,5,19,11.9090909090909
9,11,8,4,1,18,16.8
10,13,12,6,7,21,17.4
12,13,11,4,2,22,15.8181818181818
9,13,10,3,4,20,15.3
13,9,12,3,2,23,12.8333333333333
9,11,9,4,2,19,9.5
14,12,12,2,3,23,12.2
10,10,16,4,4,25,20.6666666666667
11,9,8,4,5,22,24
6,12,6,2,4,18,14.1666666666667
11,11,13,4,2,24,16.3333333333333
14,10,11,3,2,25,20.125
9,15,14,1,5,25,23.6875
11,13,9,1,4,25,16.5714285714286
10,14,11,4,2,25,21.3636363636364
11,10,13,1,1,27,13.5384615384615
16,9,9,4,1,25,11.7777777777778
10,10,5,1,1,14,12.2857142857143
8,10,16,2,1,20,16.7857142857143
11,10,16,2,4,28,32.7894736842105
8,12,8,2,3,25,18
10,8,11,2,2,28,19.1
9,10,8,1,1,26,25.2
12,12,11,3,3,28,20.5555555555556
8,12,6,1,2,22,19.2857142857143
13,13,8,2,3,23,20.4285714285714
7,14,9,1,3,19,23
4,15,8,0,2,19,24.4444444444444
10,15,7,2,3,22,21.1666666666667
9,12,2,1,3,15,14
6,11,5,0,2,10,12.8
5,12,4,0,4,8,13.25
3,12,0,1,3,3,0
0,10,2,0,2,2,11.5
3,10,6,3,3,8,12
4,11,1,2,1,5,6
3,13,4,3,5,5,11.75
2,9,3,1,4,5,12.6666666666667
3,8,1,2,3,4,14
2,7,1,2,2,2,7
0,6,3,0,1,3,15.3333333333333
3,6,1,2,0,4,10
1,6,1,1,0,2,6
2,0,2,2,0,3,9.5
2,1,1,2,0,2,10
0,0,2,0,0,2,7
2,0,1,0,0,3,12
1,1,2,1,0,3,11
2,1,0,1,0,2,0
0,1,0,0,1,0,0
0,1,0,0,0,0,0
0,2,0,0,2,0,7
1,1,1,0,1,1,0
1,2,3,0,1,3,11.6666666666667
2,4,0,1,3,2,0
0,2,0,0,2,0,0
0,2,1,0,1,1,10.5
2,2,2,1,1,3,6
1,4,2,1,1,3,12
2,5,5,1,2,7,11
9,2,13,0,0,18,7.61538461538461
17,1,17,1,1,26,8.6875
14,4,14,2,2,23,10.9333333333333
13,0,15,1,0,24,13.1764705882353
16,1,26,0,1,38,18.7777777777778
14,2,19,3,1,41,17.1176470588235
21,2,21,7,0,48,18.7142857142857
23,4,17,4,1,44,24.0666666666667
14,8,20,3,1,40,22.9
14,7,9,4,4,37,23
14,5,12,7,0,35,25
11,10,12,4,1,32,22
13,8,16,4,2,36,24
15,12,6,7,2,29,19.8571428571429
13,11,7,3,3,21,13.5714285714286
9,13,8,5,2,16,14.8571428571429
7,13,10,1,3,17,14
9,15,10,0,3,20,17.2727272727273
10,11,7,2,4,18,11.8333333333333
11,12,10,4,3,18,13
8,12,10,4,3,17,10.4
10,12,10,2,4,19,16.4444444444444
10,14,16,3,3,25,17.0555555555556
12,11,9,6,2,25,13.875
12,13,12,2,4,25,17.9090909090909
12,12,9,1,4,21,21.8
6,11,9,1,5,18,35.125
2,7,7,0,0,19,37.8571428571429
5,8,11,1,3,28,24.8333333333333
16,11,18,5,7,41,24.6666666666667
11,12,17,5,3,42,36.5294117647059
14,11,8,8,6,39,22.375
13,11,9,4,3,34,22.2222222222222
14,11,11,5,2,32,15.75
14,10,10,4,1,28,18.125
12,8,5,6,5,19,14.25
11,12,17,3,4,25,14.7857142857143
11,11,11,5,2,26,19.9090909090909
9,12,6,4,5,20,15.5714285714286
10,12,13,4,3,23,17.3846153846154
9,11,10,3,5,23,20.0909090909091
11,11,10,4,5,24,14.125
13,11,9,4,1,22,13.4
9,11,10,0,2,20,13
11,12,6,2,4,17,22
4,11,9,1,3,15,16.9090909090909
9,11,14,1,2,25,18.3846153846154
15,12,10,4,2,25,12.5
13,11,13,3,2,23,14.5
10,12,13,1,3,23,11.2307692307692
14,10,9,5,1,22,9.2
15,8,13,2,1,21,9.14285714285714
14,9,12,2,1,18,7.8
6,11,5,1,3,9,11.2
4,4,11,1,1,14,20.9090909090909
7,14,15,2,0,25,22.6666666666667
10,13,10,2,3,28,22.2857142857143
14,12,5,2,2,23,22.8
8,11,7,0,2,16,14.1428571428571
8,13,11,3,4,19,27.5833333333333
4,11,14,1,2,25,22.0769230769231
11,9,16,3,3,37,28.1764705882353
13,14,7,3,4,33,25.5714285714286
12,13,9,3,3,29,22
15,12,9,2,0,26,17.5555555555556
9,13,4,1,2,15,18.75
5,16,6,2,6,12,15.6666666666667
7,12,2,2,4,9,8.5
3,11,2,2,2,4,5
2,13,2,0,4,3,6
3,13,7,2,2,8,11.5714285714286
7,12,2,3,3,8,14
4,13,5,0,4,7,12.3333333333333
3,13,4,1,4,7,13.2
4,6,2,2,1,6,12
2,6,1,2,1,3,15
1,6,3,1,0,4,10
4,5,2,3,1,5,10.5
1,6,1,1,2,2,8
3,0,3,1,0,4,6
2,1,1,2,0,2,0
0,1,0,0,0,0,8
1,1,2,1,0,2,10
2,0,1,2,0,2,4
0,0,0,0,0,0,0
1,2,2,0,0,2,11
1,2,0,0,1,1,0
0,2,0,0,1,0,0
0,3,1,0,0,1,10
2,2,1,0,1,2,9
0,2,1,0,2,1,16
2,3,2,2,1,3,11
1,4,1,0,3,2,15
1,1,0,1,0,1,0
0,3,0,0,1,0,0
0,2,6,0,0,6,9.66666666666667
12,3,13,0,2,19,7.57142857142857
15,1,18,1,1,25,8.05555555555556
14,3,15,2,1,25,11.6666666666667
13,2,16,0,0,27,13.2
15,0,23,2,0,37,15.75
22,0,21,2,0,43,13.5238095238095
21,2,26,6,0,47,17.4230769230769
20,3,14,3,3,40,18
18,5,24,5,0,44,20
16,5,12,6,4,38,21.9166666666667
17,8,17,6,1,39,18.8125
20,7,9,6,1,31,17.0833333333333
13,11,15,4,1,26,21.3333333333333
7,14,2,2,2,15,13
8,10,9,4,2,17,17.5555555555556
7,13,7,4,3,16,13.875
11,12,10,2,2,19,11.3
10,13,12,1,5,20,14.0833333333333
12,10,9,3,5,19,12.25
8,14,5,5,2,12,15.1666666666667
4,15,11,1,4,16,13.7272727272727
11,13,14,3,6,26,15.7692307692308
12,14,15,2,4,29,18.125
12,8,6,3,4,23,20.4
14,12,10,4,0,21,12.0909090909091
7,13,11,3,4,18,14.6
15,9,15,1,4,26,12.5
11,7,9,3,3,20,16.6363636363636
10,10,13,3,3,22,16
12,13,13,3,4,25,18.2307692307692
9,11,10,7,0,23,20.3
8,15,4,4,6,18,19
12,11,9,3,4,19,7.66666666666667
8,10,10,1,5,17,12.6
8,7,13,5,3,23,14.9285714285714
13,11,7,5,1,23,12.8571428571429
11,7,11,2,2,21,9.7
10,11,17,5,1,26,23.5
8,13,9,2,4,24,26.375
10,13,13,4,4,29,24
10,10,9,4,3,28,25.8
11,13,10,6,4,28,23.625
13,10,11,3,4,28,16.5
15,9,17,6,3,32,22.5294117647059
9,13,11,2,3,28,25.4
10,15,9,2,4,29,22.1818181818182
10,14,13,3,3,33,23.4166666666667
13,11,9,1,2,32,17.2222222222222
13,12,15,2,3,33,23.25
16,10,16,4,3,36,15.7142857142857
19,7,9,5,2,29,12.2222222222222
15,5,12,2,0,21,8.5
9,10,10,1,1,16,6.7
8,12,4,2,7,11,13.8
7,12,12,3,1,15,10.0909090909091
9,8,17,2,1,25,22.4444444444444
12,8,13,4,1,29,43
4,6,1,1,2,18,54
1,6,16,0,0,30,30.2222222222222
10,15,8,2,4,38,37.4285714285714
12,13,10,4,2,38,28.7777777777778
14,14,8,3,1,34,31
9,14,5,0,5,25,20.6
12,14,8,2,4,23,18.75
10,15,6,0,3,17,17.875
7,14,7,1,4,14,12.6666666666667
8,14,5,0,3,12,12.25
4,15,6,1,0,10,10.5
7,15,2,2,7,8,12
2,12,4,0,3,5,12.5
1,15,2,0,4,5,7.5
1,13,1,1,3,2,11
4,10,5,2,1,7,8.6
3,9,1,2,5,4,6
2,9,4,2,2,4,8.5
2,10,1,2,1,3,9
2,9,4,2,1,5,13
3,6,1,3,2,4,15
1,6,2,1,0,3,9
3,3,3,2,1,5,14
1,2,0,1,0,2,0
1,1,1,1,1,2,12
3,2,2,1,0,3,7.5
0,1,0,0,0,0,0
1,0,1,0,0,1,7
0,1,1,0,0,1,13
1,1,0,1,0,1,0
1,2,2,0,1,2,7.5
1,2,0,1,2,1,13
1,2,2,0,2,2,13
1,1,0,0,1,1,0
1,4,1,0,3,1,12
0,7,1,0,5,1,25
1,2,2,1,2,3,8
2,3,0,2,1,2,0
1,4,5,0,2,5,10
8,3,13,0,2,17,8.23076923076923
11,1,10,1,0,19,13.2727272727273
11,1,16,2,1,24,12.875
17,3,15,1,0,28,16.4705882352941
10,0,20,1,0,31,17.2105263157895
20,0,28,2,0,49,17.4642857142857
22,1,22,4,0,51,20.25
21,3,18,8,1,47,18.75
20,3,19,5,1,45,21.5882352941176
19,7,12,4,2,37,18.5833333333333
16,8,16,4,1,34,19.8823529411765
13,11,5,4,2,23,16.2
11,10,15,2,1,25,18.5714285714286
9,12,7,3,2,21,25
8,15,3,4,2,15,16
6,13,7,4,3,14,15.3333333333333
7,11,10,1,2,19,15.1
13,9,14,3,2,25,12.9375
12,14,9,3,5,21,15.4285714285714
9,10,7,3,2,16,16.375
8,15,13,1,5,20,12.6428571428571
12,13,13,4,6,25,24.4545454545455
5,9,11,1,3,24,20
13,5,7,4,1,26,21.125
12,12,7,5,3,20,17.2857142857143
8,12,14,1,3,22,18.7142857142857
9,13,14,2,5,28,18.5714285714286
15,7,10,3,1,29,17.6
12,8,9,4,2,23,12.9
15,9,9,6,1,20,11.2857142857143
7,9,19,2,4,24,19.8
8,12,6,5,7,23,26
11,10,8,3,5,23,24.25
10,12,11,3,3,23,15.5
12,8,7,2,3,20,14.3333333333333
10,9,13,4,2,22,15.2307692307692
9,10,14,3,3,26,16.6428571428571
11,10,12,7,5,28,19.5
12,11,6,4,1,23,18
10,13,8,3,4,19,17
8,11,7,5,3,16,22.125
6,11,7,2,4,15,21.4285714285714
7,10,11,1,1,20,17.3636363636364
11,11,9,3,3,22,17.5555555555556
12,11,12,1,2,23,15.2727272727273
10,11,11,5,4,22,29
4,10,11,1,1,24,22.4545454545455
13,10,8,1,2,29,22.6666666666667
9,16,15,0,1,30,18.3333333333333
14,11,8,4,4,29,17.2857142857143
16,9,9,3,1,23,9.66666666666667
12,8,8,2,2,15,11.4444444444444
3,9,12,0,1,15,18.3636363636364
8,11,7,3,1,19,21.25
8,11,16,1,3,27,27.375
8,10,14,0,3,33,38.1538461538462
9,7,5,2,1,30,47.6
10,10,9,2,1,30,34.8888888888889
8,12,6,3,2,26,13.1666666666667
12,11,13,2,1,31,25.8
13,10,7,2,2,26,22.8
8,12,3,1,2,16,15
8,14,9,1,6,17,9.5
9,13,7,0,2,16,12.2857142857143
8,12,6,1,3,13,9.66666666666667
6,10,4,0,2,9,11.25
3,14,1,0,2,4,15
3,5,2,0,1,4,7.5
0,10,0,0,3,0,0
0,15,0,0,6,0,0
2,13,5,1,2,5,11
4,12,1,4,4,5,14
2,8,1,0,2,2,9
1,7,5,1,3,5,9.8
4,8,3,1,4,7,20.3333333333333
5,5,5,4,0,8,11.6
5,4,3,3,1,6,7.5
2,4,2,2,2,3,14
2,1,2,2,0,3,10
3,4,5,3,1,6,9.2
4,3,3,3,0,6,6
2,3,1,0,0,3,12
1,0,1,0,0,2,11
2,2,2,1,0,3,10
1,2,0,1,0,1,0
0,3,0,0,1,0,0
0,1,0,0,0,0,10
1,0,1,0,0,1,0
0,2,2,0,1,2,9.5
2,3,0,1,2,2,0
0,4,1,0,4,1,12
1,3,0,0,2,1,0
2,2,3,1,2,3,16
0,0,1,0,0,2,0
2,1,0,2,1,2,0
2,5,5,0,1,5,9
11,4,14,1,3,17,6.29411764705882
14,1,15,2,1,21,7
11,2,9,1,1,16,8.75
14,1,20,0,0,25,10.6818181818182
14,2,20,1,0,31,13.7777777777778
22,1,25,2,1,42,11.5172413793103
22,1,18,5,0,38,14.6666666666667
19,5,18,5,1,34,14.1764705882353
18,2,15,7,0,30,9.47058823529412
16,3,13,6,1,25,9.5
13,7,18,3,2,27,15
11,10,7,6,3,21,14.6666666666667
12,11,11,4,1,21,13.0909090909091
8,12,6,3,3,15,12.5
8,13,7,3,1,14,14.8571428571429
6,12,3,3,1,9,9.75
8,13,12,2,1,15,11
10,12,13,1,6,20,14.0714285714286
11,8,8,1,1,18,14
7,12,10,5,3,17,15.8181818181818
10,14,13,3,4,23,16.2727272727273
12,11,9,1,6,22,19.4615384615385
12,9,10,2,3,20,11.8333333333333
9,12,6,3,1,14,11.8333333333333
6,14,9,2,2,14,11.8888888888889
6,15,8,1,4,16,11.6666666666667
14,7,16,2,3,26,13.3333333333333
13,9,11,5,5,23,10.5454545454545
10,11,16,3,2,26,20.3125
12,13,9,4,6,25,17.7
10,12,17,4,4,30,24.125
9,10,5,4,6,25,24.6
14,11,6,6,3,22,11.7142857142857
11,12,9,4,4,17,18.375
3,10,12,1,6,18,20.9166666666667
9,5,9,4,1,24,20.6
12,8,14,4,2,30,19.9375
12,10,17,5,3,35,22.5333333333333
15,10,8,7,2,30,32
10,9,11,4,5,26,18.1818181818182
11,12,6,5,1,22,24.4
8,11,8,2,2,19,18
7,11,8,5,3,19,15.6666666666667
12,11,11,2,2,23,14.9
10,12,12,1,4,23,20.6666666666667
9,12,3,3,4,17,28
7,11,15,4,3,23,19
9,9,9,1,3,25,22.3
12,11,14,3,4,29,25.5
9,10,11,1,0,28,27.6666666666667
9,12,8,2,3,27,27.7142857142857
11,11,10,1,2,28,33.6363636363636
9,10,9,3,3,26,22.5555555555556
9,8,9,2,2,26,18.625
13,11,15,5,1,32,21.875
12,14,17,1,4,36,23.6875
11,8,14,3,2,38,29
15,9,5,2,1,32,26.2
11,12,9,5,4,26,19.0909090909091
10,7,12,1,1,27,21.0909090909091
12,9,8,2,2,25,22
9,7,3,3,1,16,41
4,7,7,2,0,14,19.875
5,8,14,0,1,24,31.6153846153846
8,14,8,3,2,27,29.1111111111111
10,13,4,1,4,23,29.75
7,15,4,1,3,17,31.6666666666667
6,14,0,0,4,10,0
5,12,2,0,1,6,7.66666666666667
2,13,2,0,4,3,11
2,14,1,1,4,2,20
1,9,3,1,6,4,28.3333333333333
1,6,4,1,2,7,31.5
2,11,1,1,1,7,25.5
4,13,5,1,4,10,15.25
5,13,1,2,3,7,8
2,11,2,1,1,4,16
2,7,3,1,2,5,18
2,7,3,2,1,6,36.6666666666667
1,6,2,1,1,6,14
3,4,3,2,1,8,23.6666666666667
3,1,1,2,1,6,73
2,2,0,2,0,3,0
0,4,1,0,1,2,45
0,0,0,0,0,2,0
1,4,0,0,1,2,0
1,1,1,0,0,2,20
0,1,0,0,0,1,18
2,2,3,0,2,4,11.5
2,0,2,2,0,4,16
1,3,0,1,1,2,0
1,4,1,0,4,2,11
1,6,0,0,4,1,4
1,3,1,1,2,1,7
1,2,1,1,1,1,0
1,2,4,0,1,4,10
7,4,12,0,3,15,7.36363636363636
14,1,14,0,1,22,8.92857142857143
16,2,15,4,1,23,9.46666666666667
11,2,18,0,1,25,11.1578947368421
16,0,24,2,0,38,16.7391304347826
19,3,19,2,1,41,14.9
24,2,26,4,0,48,14.4230769230769
22,3,13,9,1,37,13.2857142857143
21,4,20,7,0,35,14.2777777777778
17,6,13,7,4,28,11.2666666666667
13,8,17,4,1,28,24.8
6,12,10,1,1,26,25.5
12,11,14,5,2,34,17.3333333333333
15,12,9,6,3,30,19.1111111111111
11,11,3,4,1,17,10.6666666666667
7,15,9,2,2,15,13
12,8,13,4,2,21,12.2142857142857
9,13,9,1,3,18,11.5555555555556
12,10,10,3,4,19,10.5555555555556
7,11,8,3,3,15,12.5
9,15,13,2,3,21,12.4666666666667
12,12,14,4,8,26,17.4166666666667
14,10,11,4,4,25,10.4545454545455
12,7,5,4,1,16,9
8,15,9,1,1,13,11
8,13,14,5,4,19,13
13,13,14,1,9,25,12.9230769230769
14,10,12,3,4,24,10.25
13,9,13,4,5,23,12.2307692307692
12,11,15,8,2,25,16.5333333333333
12,10,12,4,3,25,20.0833333333333
11,12,7,4,5,20,14
11,11,13,5,5,22,12
13,13,12,4,4,24,12.2727272727273
16,12,13,8,5,25,13.6153846153846
8,11,11,1,2,19,11.6666666666667
9,13,13,4,6,23,16.7692307692308
12,10,7,7,1,21,21.8571428571429
8,12,8,2,7,17,13.7142857142857
7,14,6,5,3,15,11
14,10,13,3,4,21,11.5
6,11,14,3,5,21,19.5
12,10,8,5,4,23,12.875
14,10,11,3,3,22,14.0909090909091
9,8,10,4,2,19,13.5
10,12,11,1,1,21,30.1
6,13,9,2,4,19,17.5
7,15,9,0,6,22,25.75
10,12,14,3,2,29,23
11,12,8,4,2,27,16.25
14,11,9,2,2,25,12.3333333333333
15,9,13,4,0,24,11
14,7,10,2,1,19,9.4
7,11,7,2,2,12,10.1428571428571
9,10,21,4,2,26,17.2
12,7,11,1,4,28,18.6923076923077
13,10,8,2,3,24,14.8333333333333
12,10,9,1,3,20,11.7777777777778
5,13,9,2,2,17,20.4444444444444
9,11,9,6,1,21,16.3
12,8,10,1,2,22,13
9,10,5,2,3,15,15.6
6,16,9,3,5,15,20.0909090909091
6,14,10,0,2,19,31.2222222222222
7,16,6,0,4,19,21.2
7,13,4,1,7,16,29.25
4,16,2,0,3,12,23
6,12,4,0,2,12,12.3333333333333
