"dep_count_per15","arr_count_per15","pb_count_per15","heavy_dep_per15","heavy_arr_per15","dep_demand_per15","dep_taxi_per_window"
3,9,4,1,2,5,9.75
2,11,1,2,3,3,8
1,12,1,0,2,2,12
1,14,5,1,3,6,11.2
5,14,0,2,1,4,0
1,10,1,1,1,1,8
1,2,3,1,0,3,19
2,3,1,2,2,3,6
2,2,2,1,0,3,10
1,1,1,1,1,2,10
3,0,4,3,0,5,10.6666666666667
2,0,1,1,0,3,5
1,2,0,1,0,1,0
1,1,2,0,0,2,10
1,0,1,1,0,2,10
1,1,0,0,1,1,0
1,1,1,1,0,1,8
0,0,0,0,0,0,0
0,1,1,0,0,1,15
1,2,0,0,0,1,0
0,2,0,0,1,0,0
1,3,2,0,0,2,7.5
1,1,2,0,1,3,11.5
3,1,1,1,1,3,5
0,2,1,0,2,1,18
1,2,1,1,1,2,10
2,2,2,1,1,3,17
1,2,1,1,2,2,15
1,2,2,0,1,3,8.5
5,2,8,0,0,10,5.88888888888889
11,2,13,1,2,18,8
13,0,17,4,0,24,8.88235294117647
17,2,12,1,1,23,7.08333333333333
13,1,13,3,0,19,8.42857142857143
14,0,22,1,0,28,9.90476190476191
22,1,23,7,0,37,10.6521739130435
16,3,14,6,0,29,10.6666666666667
17,3,17,6,0,30,10.0555555555556
19,3,18,5,1,32,11.3888888888889
20,6,24,7,1,37,16.0869565217391
14,7,9,5,1,26,9
11,9,7,5,2,18,15.8333333333333
7,11,8,3,2,15,15.5
7,10,6,2,4,14,18.4285714285714
5,13,7,3,2,14,22
8,12,7,3,1,16,15.1428571428571
8,12,13,1,1,21,13.1538461538462
14,13,8,1,6,21,13.75
9,9,10,4,3,17,9.88888888888889
11,11,12,1,1,20,9.41666666666667
12,10,13,3,1,22,13.1428571428571
11,11,12,3,6,22,15.5833333333333
10,13,7,3,7,18,9.16666666666667
10,12,8,3,1,16,9.5
13,11,14,3,4,20,9.30769230769231
12,9,10,3,6,17,9.55555555555556
11,5,11,4,1,16,9.36363636363636
4,6,10,0,1,15,18.1
9,6,17,3,1,28,20.1578947368421
13,12,15,6,3,35,21.3076923076923
13,11,7,6,4,29,17.1428571428571
12,12,6,5,6,21,15.5714285714286
11,11,9,3,2,18,16.4
7,12,9,6,6,16,16.5
7,14,11,4,5,20,22.6363636363636
9,11,12,3,5,26,30.4166666666667
6,13,9,2,5,26,29.5
9,13,10,4,4,30,24.5833333333333
11,12,15,4,6,36,30.8461538461538
10,11,9,3,5,34,34.3333333333333
12,12,7,3,4,30,26
10,14,10,3,4,29,24.4545454545455
12,12,12,6,5,31,21.8181818181818
14,10,11,3,1,29,18.5454545454545
11,12,6,6,3,21,14.9
11,9,15,4,3,26,18.7692307692308
11,10,12,4,4,27,20.2727272727273
9,12,8,3,4,23,19.375
11,11,7,3,3,21,15.8333333333333
11,12,13,0,3,23,12.3076923076923
15,10,9,1,2,21,10.1
9,10,11,4,1,17,19.2
6,8,6,3,2,14,17.1666666666667
11,11,16,3,4,24,14.7058823529412
12,13,13,1,2,26,23.5
9,13,11,4,3,25,17.1818181818182
10,11,13,1,1,29,19.8461538461538
15,12,8,3,4,27,14.125
11,9,11,3,2,23,19.0833333333333
10,10,11,1,2,23,15.7
11,10,3,1,2,16,13
6,15,6,0,1,11,12.8333333333333
6,16,6,1,6,11,12.6666666666667
6,15,4,1,5,9,14.6
3,15,3,0,5,6,12.5
1,14,2,0,4,5,15.25
6,13,5,0,3,9,11
3,11,0,3,3,3,0
1,12,2,1,2,2,17.5
2,15,3,0,3,4,9.33333333333333
3,12,2,3,3,4,9.5
1,10,1,1,1,2,12
1,7,1,0,2,2,14
2,3,1,2,1,2,7
1,0,1,0,0,1,10
0,1,2,0,0,2,22.5
0,3,3,0,0,5,12.5
6,0,1,6,0,6,0
1,0,1,0,0,1,3
1,1,1,1,1,1,9
0,0,0,0,0,0,0
1,2,1,1,1,1,4
0,0,3,0,0,3,11
3,1,0,1,0,3,0
0,1,0,0,0,0,0
0,2,0,0,1,0,0
0,2,0,0,1,0,0
0,1,2,0,0,2,10.5
2,2,2,0,0,4,15
2,3,0,1,3,2,0
1,0,3,1,0,3,10.6666666666667
2,2,1,2,0,3,10
1,5,1,0,4,2,14
1,0,1,1,0,2,14
1,4,1,0,1,2,6
4,3,8,0,3,9,6.625
12,1,14,1,0,19,8.78571428571429
13,1,16,4,1,23,9.76470588235294
14,1,16,3,1,26,9.8125
15,2,16,2,1,28,11.6666666666667
15,1,20,1,0,33,12.2380952380952
18,1,19,4,0,37,17.4
16,3,13,5,0,32,16.9285714285714
19,7,21,7,1,37,16.8421052631579
15,5,23,3,1,41,23.6086956521739
15,4,14,7,1,40,30
13,10,6,3,0,31,48.2
9,12,9,4,3,27,32.4444444444444
10,12,7,3,5,25,36.1428571428571
6,12,6,0,4,21,21.8333333333333
7,12,9,2,1,24,27.5555555555556
10,11,7,5,3,24,23.2857142857143
9,13,9,1,2,23,17.4166666666667
14,11,13,4,3,27,21.7
10,14,11,3,2,24,20.1818181818182
8,8,13,1,3,27,22.5
15,10,16,6,2,35,21.2142857142857
12,10,13,4,3,33,26
13,13,8,5,3,29,24.7
9,12,9,2,4,25,12.625
17,9,11,3,4,27,12
12,12,15,1,7,25,15.5333333333333
10,8,6,3,2,19,11.5
14,8,19,6,4,28,12.1666666666667
17,9,12,7,3,27,13.3846153846154
10,9,13,3,2,23,15.1818181818182
10,8,8,7,3,20,13.7
12,8,8,4,2,18,12.1666666666667
8,11,9,2,3,16,12.1111111111111
9,9,8,5,5,15,8.75
7,10,5,2,2,12,15.6666666666667
5,10,13,2,5,17,26.5
3,17,7,3,7,19,24.3
9,13,14,5,6,30,28.4615384615385
12,13,9,5,5,32,27.5714285714286
11,11,11,3,3,31,28.2727272727273
9,13,9,3,5,29,20.2222222222222
11,14,17,1,2,35,24.8823529411765
12,12,9,3,4,33,26.2
13,10,13,2,2,34,20.3333333333333
16,10,4,6,5,27,11.75
9,14,13,6,2,23,19.7142857142857
7,12,7,1,6,20,20.4285714285714
13,11,14,3,1,27,14.7692307692308
12,13,4,4,1,18,9.5
12,14,14,3,3,20,11.6428571428571
14,11,16,0,2,24,10.2666666666667
14,12,11,4,2,21,10.7
7,12,9,3,2,16,20.6666666666667
8,10,14,2,4,23,12.7142857142857
15,9,17,1,2,32,15.4117647058824
11,11,11,4,3,28,19.3636363636364
15,12,6,3,2,23,13
9,13,10,4,5,18,12.4545454545455
11,11,7,0,1,16,8.14285714285714
11,7,11,1,2,16,8.90909090909091
7,9,7,1,1,12,10.6666666666667
5,15,9,1,6,14,20.3
8,11,5,0,1,14,18.5
4,15,3,1,5,9,12
4,13,0,1,3,5,0
1,12,3,0,6,4,11.3333333333333
4,11,4,0,2,7,11.5
4,11,2,3,3,5,9
1,10,1,1,2,2,12
0,13,3,0,4,4,35.3333333333333
1,15,2,1,4,5,6.5
4,9,1,2,1,5,16
3,8,2,2,1,4,11
2,5,1,1,2,2,8
1,4,2,1,2,2,9
2,1,3,1,0,4,13.6666666666667
2,2,3,2,1,5,11.3333333333333
3,1,1,3,0,4,14
2,0,2,1,0,3,6
1,2,0,1,0,1,0
0,1,1,0,0,1,14
1,1,1,1,1,2,4
1,1,0,1,1,1,0
1,0,1,0,0,1,5
1,2,1,0,0,1,11
0,2,1,0,1,1,15
1,2,0,0,0,1,0
0,1,0,0,0,0,0
1,2,2,0,0,2,10
1,4,0,0,3,1,0
0,3,1,0,2,1,11
3,1,3,2,1,4,12.6666666666667
2,2,1,1,0,2,7
0,3,1,0,3,1,14
2,3,3,0,1,4,8.75
7,1,12,1,0,14,8.45454545454546
10,2,8,3,1,15,9.3
13,0,14,1,0,19,7.83333333333333
10,2,18,3,1,24,11.3157894736842
19,3,14,1,2,28,8.75
19,1,24,1,1,33,9.09090909090909
19,2,19,7,0,33,10.75
17,1,18,6,0,32,12.0625
20,5,17,8,1,32,12.1176470588235
15,5,17,3,1,29,10.6666666666667
18,4,21,7,0,35,17.2857142857143
13,8,16,5,1,33,22.6470588235294
12,11,10,5,1,30,28.875
11,12,5,3,3,23,29
9,9,6,4,2,18,20.5
6,12,6,3,2,15,21.5
6,14,9,2,2,18,25.7142857142857
7,15,11,2,3,23,25.4545454545455
11,12,12,1,4,28,22
9,12,8,1,3,25,16.5
14,9,14,2,1,31,23.5625
9,11,10,1,2,26,18
16,11,16,4,6,33,20.8571428571429
10,10,8,5,5,25,23.1111111111111
13,13,9,3,5,24,12.1111111111111
14,13,12,2,1,23,12
11,11,9,3,6,18,13.2
12,7,15,3,2,22,9.07142857142857
11,10,14,5,5,24,18.5
9,10,23,4,3,37,24.5
12,12,8,2,4,36,28.7142857142857
15,10,8,8,4,31,21.7777777777778
13,12,10,6,3,26,21
11,12,10,3,4,24,14.6
11,12,7,5,5,21,14
8,12,7,3,5,16,18.4
8,11,17,2,5,24,25.0714285714286
7,14,13,2,4,30,29.9230769230769
12,12,8,9,5,31,25
8,14,12,3,4,30,27.8333333333333
12,12,11,4,6,33,34.5833333333333
7,12,7,1,1,28,31
10,13,13,3,4,35,26.7333333333333
12,12,9,4,3,34,25.75
13,11,14,4,2,36,20.2857142857143
15,7,8,5,2,31,17.1428571428571
14,12,10,3,2,26,17.6363636363636
9,13,12,4,7,23,14.5454545454545
13,10,12,2,0,26,23.25
8,14,6,2,1,19,10.3333333333333
10,13,13,3,2,24,16.2307692307692
9,13,12,1,3,26,21.6923076923077
13,8,9,2,1,26,15.625
14,10,11,2,3,24,13.3636363636364
12,12,13,2,3,23,14.2307692307692
13,12,16,4,4,27,14.6842105263158
13,13,16,2,2,30,18.2307692307692
12,13,5,1,5,23,13
14,10,14,5,3,24,15.2307692307692
7,11,13,3,1,23,16.9333333333333
16,7,7,1,1,23,11.8
10,10,7,2,1,14,12.2857142857143
4,12,10,0,4,14,16.7
8,16,7,1,4,17,14
8,15,0,1,4,9,0
2,15,3,0,2,4,9.66666666666667
2,16,3,0,7,5,15.6666666666667
3,16,1,1,6,4,11
2,15,1,1,4,2,6
1,11,2,1,2,2,21.5
3,14,4,2,3,5,11.75
4,13,0,2,2,4,11
1,8,2,1,1,2,13
2,4,3,1,0,4,11.6666666666667
3,1,2,3,1,4,8
2,1,3,1,0,4,8
2,2,1,1,0,3,14
4,0,5,4,0,6,7.4
2,1,1,2,1,3,5
2,0,3,1,0,4,7.66666666666667
2,0,0,2,0,2,0
0,1,0,0,0,0,2
1,0,2,1,0,2,9
1,1,0,0,0,1,0
1,1,1,0,0,1,11
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,2,0,0,1,0,0
0,1,2,0,0,2,16.5
2,4,2,0,2,4,14
2,2,1,1,2,3,14
1,2,1,1,1,2,5
1,1,0,1,1,1,0
1,3,1,0,2,1,8
0,4,1,0,4,1,16
1,2,1,0,1,2,10
3,2,6,0,1,7,8.42857142857143
10,1,17,2,1,21,9
15,2,16,4,2,27,8.85714285714286
15,1,14,1,0,26,10.6666666666667
18,2,13,3,1,24,7.46153846153846
15,1,22,1,1,28,11.2727272727273
16,1,18,5,0,31,14.1176470588235
18,3,13,5,0,28,10.7692307692308
18,4,21,8,0,31,9.43478260869565
17,5,13,4,0,26,12.0833333333333
13,7,18,5,1,27,15.9444444444444
11,8,7,3,1,21,11.125
16,10,10,5,1,20,9
6,8,8,1,5,12,10.875
7,11,5,3,3,11,9.83333333333333
7,14,11,3,2,15,13.75
9,14,10,1,2,18,25.875
2,15,11,1,3,20,17.1538461538462
15,9,7,3,2,25,13.2857142857143
13,10,11,2,3,21,9.66666666666667
10,10,16,4,4,24,15.625
11,12,11,3,2,25,11.2727272727273
14,12,10,3,4,24,13.4
12,8,6,4,3,16,9.28571428571429
8,12,8,3,4,12,8.22222222222222
12,11,14,1,3,18,10
8,7,11,2,3,17,10.2727272727273
16,5,11,4,2,20,5.5
9,10,11,3,2,15,10.75
10,13,15,5,5,21,11.1538461538462
13,10,8,5,4,19,11.125
10,6,9,5,0,15,11.3
8,11,7,4,2,12,7.33333333333333
7,12,11,2,3,16,9.81818181818182
12,10,11,6,5,20,11.7272727272727
10,11,10,3,4,18,11.6666666666667
10,14,11,0,6,18,13
12,13,13,6,5,21,18.4
7,12,9,3,4,18,15.3
10,14,15,3,4,27,24
9,13,8,1,5,25,26.5
10,11,8,4,3,23,19.1111111111111
11,12,9,1,2,23,13.7142857142857
10,10,12,2,1,24,17.5454545454545
11,7,14,4,4,27,16.8666666666667
12,10,7,6,4,24,10.1666666666667
12,11,6,2,0,17,13.5
7,13,7,2,2,12,12.6666666666667
6,10,9,3,1,14,12
9,11,5,3,1,13,9.28571428571429
9,11,13,0,3,17,9.66666666666667
13,10,13,1,4,21,11.3333333333333
7,12,6,0,1,14,13.5
9,11,6,2,1,13,7
7,9,9,1,3,13,8.63636363636364
12,9,16,3,3,22,9.86666666666667
16,8,9,3,3,19,7.11111111111111
6,13,8,2,3,11,12
8,13,8,2,1,13,10
8,8,13,1,2,18,13.7142857142857
10,6,6,1,1,16,7.4
8,7,5,1,1,11,6.4
4,11,6,1,5,9,15.7142857142857
6,12,3,0,3,8,7.5
3,15,2,0,4,4,8.5
1,14,1,0,3,2,8
1,9,3,0,2,4,10.6666666666667
3,10,1,1,4,4,12
1,10,1,1,5,2,6
1,12,3,1,1,4,13.3333333333333
2,13,3,1,3,6,9.66666666666667
3,13,1,2,4,3,7
1,10,1,0,2,1,10
0,8,2,0,2,2,12
2,5,0,2,1,2,0
1,0,4,0,0,4,12.8
3,1,1,3,0,4,7
4,0,4,3,0,5,7.66666666666667
2,0,3,1,0,4,9
3,0,3,2,0,5,9.33333333333333
4,0,4,2,0,6,8.75
3,1,1,3,0,3,8
1,0,2,1,0,2,10.5
1,1,0,0,1,1,0
0,0,0,0,0,0,0
0,2,1,0,0,1,15
1,0,0,1,0,1,0
0,4,0,0,1,0,0
0,0,0,0,0,0,0
0,0,1,0,0,1,10
1,4,1,0,3,2,11
1,1,1,0,1,2,12
1,2,2,1,1,3,13
3,1,1,3,1,3,7
0,3,1,0,3,1,6
1,2,3,0,2,4,11.25
5,2,10,0,0,13,6.77777777777778
11,3,9,3,1,17,8
13,1,13,2,1,19,7.36363636363636
11,0,13,2,0,19,8.4
15,1,21,3,1,29,9.52631578947368
20,1,16,2,0,30,8.375
20,1,19,6,0,29,9.1578947368421
14,3,17,2,0,26,9.94736842105263
16,3,13,4,0,25,8.30769230769231
16,4,21,4,0,30,11.4285714285714
20,5,19,7,0,33,13.3529411764706
17,9,9,10,1,22,9.44444444444444
7,8,5,2,1,10,6.66666666666667
8,4,8,1,2,11,6.375
5,11,4,3,3,7,10.25
5,10,7,2,2,9,7.5
9,13,8,2,2,12,7.66666666666667
9,12,12,0,2,15,7.45454545454545
9,6,4,2,2,10,5.75
5,12,8,2,2,9,8
9,13,17,1,3,21,15.2142857142857
10,11,12,4,3,24,17.5833333333333
11,10,10,0,4,24,14.9090909090909
13,10,7,4,4,20,11.75
11,12,13,2,1,20,8.45454545454546
14,9,9,3,3,18,6.77777777777778
6,10,11,1,6,15,10.6363636363636
13,10,15,6,1,24,10.75
13,9,16,2,5,27,16.4666666666667
11,10,11,5,2,26,17.1666666666667
15,12,11,8,4,26,12
13,9,10,4,6,20,10.2222222222222
12,12,8,6,2,15,8.75
6,11,12,2,5,15,13.9230769230769
9,12,7,3,5,16,11.5
7,12,7,4,3,15,13.1111111111111
8,14,16,4,5,23,22
13,12,11,5,5,26,16.75
10,14,8,5,7,21,17.7142857142857
8,14,12,2,6,23,21.1538461538462
10,13,12,1,1,27,37.3636363636364
10,15,12,3,3,29,26
8,12,11,4,3,30,26.1111111111111
11,10,3,3,4,25,11.3333333333333
12,8,14,3,3,30,13.7647058823529
15,11,18,8,4,35,18.75
16,11,9,2,2,28,13.75
13,12,11,5,3,23,11.5384615384615
12,12,14,3,4,24,15.8461538461538
12,13,8,3,1,20,9.75
9,14,11,1,4,19,13.25
10,14,13,1,3,23,23.7692307692308
9,13,13,5,1,26,20.5454545454545
11,11,9,4,0,26,19.8333333333333
14,10,15,2,4,30,12.1538461538462
18,10,13,4,3,29,11.5333333333333
18,11,11,3,2,23,7.25
6,11,7,2,2,11,9.625
9,9,11,2,3,16,9.72727272727273
11,14,14,1,3,21,10
12,11,5,2,0,15,7.5
5,9,2,0,2,5,7
2,14,10,1,3,10,9.7
10,13,5,0,3,13,11.1666666666667
5,14,4,1,4,7,12
3,15,3,0,3,5,7
2,14,2,1,4,4,9
2,12,0,0,5,2,0
1,12,1,1,4,1,8
0,14,1,0,2,1,10
0,12,2,0,2,3,9.5
2,16,0,2,5,2,0
0,14,2,0,3,2,8
2,5,1,1,0,3,8.66666666666667
3,2,2,3,2,3,0
0,1,2,0,0,2,9.5
4,1,3,2,1,5,9.33333333333333
1,2,1,1,1,2,6
2,0,1,2,0,2,11
0,2,1,0,1,1,14
3,0,2,2,0,3,4.5
0,0,1,0,0,1,8
3,0,3,0,0,4,6
1,0,1,1,0,2,18
0,0,1,0,0,2,7
2,1,1,2,1,3,7
1,1,1,0,0,2,16
1,2,0,1,2,1,0
0,4,0,0,1,0,0
0,1,0,0,1,0,0
0,2,1,0,2,1,7
1,2,1,0,2,2,16
1,2,0,1,0,1,10
1,2,2,1,0,2,15
1,1,1,0,1,2,15.5
2,4,3,0,3,4,11
5,2,6,0,2,8,6.16666666666667
11,2,15,1,2,18,7.75
13,3,16,3,2,23,9.4
14,1,12,1,1,22,7.83333333333333
15,1,14,3,1,22,9.4
15,1,23,1,0,30,11.304347826087
18,2,20,3,0,35,12.4210526315789
19,3,19,6,0,36,14.2631578947368
19,4,20,5,1,37,18.047619047619
15,4,23,7,3,41,17.0416666666667
19,7,19,8,0,46,28.8823529411765
16,9,9,8,1,36,28.1111111111111
9,14,11,3,3,31,22.1818181818182
13,9,5,4,2,27,17
12,10,7,3,4,20,19.4285714285714
7,13,10,4,2,18,26.7777777777778
4,17,8,1,2,19,29.8888888888889
7,14,15,3,4,30,23.8125
12,10,6,1,4,29,22
13,11,9,4,1,26,20.0909090909091
12,13,13,1,2,26,13.6
12,9,13,4,6,27,17.4285714285714
13,10,12,3,4,27,15.2727272727273
12,9,10,3,3,24,17.2
11,13,10,5,3,22,14
14,9,11,3,2,22,10
12,8,10,2,2,18,10.1
9,10,9,4,7,15,8.9
9,11,15,3,2,21,16.4
11,13,15,3,4,27,14.3333333333333
13,10,14,5,4,30,22.2307692307692
13,8,7,6,1,24,23.1428571428571
7,14,10,3,3,22,19.9090909090909
11,10,10,4,6,25,15.5454545454545
9,14,7,4,7,20,17.6
13,11,10,6,4,22,11.2
7,10,11,2,1,20,26.7272727272727
6,15,11,5,9,23,20.1666666666667
12,16,10,4,6,27,19.9166666666667
11,13,9,1,6,25,20.6666666666667
12,12,11,6,6,25,14.5
13,11,8,4,2,20,15.6666666666667
9,15,15,3,3,22,17.7142857142857
12,12,10,5,2,24,13.7
11,9,10,3,4,22,12.9
13,10,8,4,1,19,10.7777777777778
8,8,11,2,1,17,20.2222222222222
6,12,10,3,4,18,12.4166666666667
13,10,14,1,2,26,14
14,12,7,3,2,20,9
11,12,12,3,0,18,8.84615384615385
10,12,8,0,2,15,9.42857142857143
9,9,10,2,1,15,7.55555555555556
11,11,10,2,4,16,7.91666666666667
11,11,13,2,4,18,10.5833333333333
10,9,10,0,2,17,9.11111111111111
11,7,13,2,2,20,11.2857142857143
8,13,11,4,3,20,13
13,11,10,3,3,22,14.2727272727273
12,9,12,2,1,21,11.1666666666667
10,8,5,1,3,14,12.75
7,12,6,0,1,10,7.33333333333333
7,13,6,1,4,9,6.5
7,12,6,1,2,8,6.75
3,14,2,0,3,3,7
1,12,2,0,4,2,7.5
2,12,4,0,5,5,7.5
5,14,3,2,4,6,9.66666666666667
1,13,0,1,4,1,0
0,14,0,0,3,0,0
2,14,4,1,3,4,10.75
2,12,2,1,2,4,8
2,9,0,2,1,2,0
1,11,3,1,2,3,8.66666666666667
2,2,0,2,1,2,0
1,1,3,0,1,3,11.25
4,1,2,2,0,4,9
2,2,3,1,1,3,7
3,1,2,3,0,3,4
0,0,0,0,0,0,4
3,0,3,2,0,3,8.5
0,0,0,0,0,0,0
0,0,2,0,0,2,12.5
3,0,1,1,0,3,9
1,1,3,0,1,3,11
2,2,0,2,1,2,0
0,2,0,0,0,0,0
0,2,0,0,0,0,0
0,2,1,0,1,1,5
2,4,1,0,2,2,9
0,3,0,0,3,0,0
1,3,1,0,2,1,8
1,0,2,0,0,2,11
1,2,0,1,1,1,0
0,1,3,0,1,3,13
3,3,0,0,1,3,9
3,2,9,1,1,9,9.33333333333333
12,3,12,0,2,18,7.21428571428571
12,0,14,3,0,20,8.90909090909091
11,1,14,1,0,22,9.86666666666667
16,1,16,2,0,27,8.6875
17,3,17,2,2,28,10.5625
15,2,23,2,0,34,11.8695652173913
20,3,17,7,0,36,16
16,4,18,5,0,34,13
20,6,20,7,1,39,15.35
18,5,15,6,2,34,19.4615384615385
12,8,5,5,1,21,17.6
9,14,11,3,2,19,15.3636363636364
12,11,10,4,3,20,11.4
9,9,5,3,1,13,10.4
6,12,9,3,2,13,16.5555555555556
4,15,9,1,1,16,21.8888888888889
6,11,15,1,4,27,23
13,10,6,0,4,27,21.4
11,12,10,3,2,24,15.4545454545455
13,13,16,3,3,29,19.8
10,10,13,3,3,29,20.6428571428571
16,9,11,4,4,30,24.2727272727273
10,12,8,4,4,22,18.375
11,13,9,2,0,21,10.75
14,9,13,4,3,23,10.3846153846154
10,8,10,4,3,19,11
12,8,13,3,5,22,12.4615384615385
11,12,16,4,5,26,15
11,10,11,5,3,26,20.1818181818182
11,12,12,4,6,27,18.9090909090909
15,8,4,7,3,20,11.2
9,10,8,4,1,13,11.1428571428571
8,11,9,2,3,14,10
9,11,10,4,5,16,10.9090909090909
9,10,9,6,3,16,8.25
9,9,10,2,1,16,12.9
7,15,13,5,5,20,22.2307692307692
5,14,12,2,11,25,26.3333333333333
12,13,10,5,4,31,30.8
7,12,9,0,4,28,28.4444444444444
10,11,7,1,3,27,20.25
12,10,9,5,4,26,19.2222222222222
11,11,14,3,2,29,13.4615384615385
18,7,14,4,1,32,18.4375
9,11,10,5,3,24,19.75
14,10,9,3,4,23,14.5555555555556
9,11,12,3,4,21,15.7857142857143
12,10,6,2,1,18,18
7,11,7,2,3,13,13
10,12,13,4,4,19,13.5833333333333
8,14,9,1,2,18,13
12,8,9,1,2,19,14.3333333333333
6,10,7,2,3,14,16.875
7,13,11,1,3,19,17.0909090909091
8,11,12,3,3,24,23
11,12,10,1,4,26,23.7
9,12,8,2,2,23,18.75
12,9,7,4,3,21,14.2857142857143
10,8,10,1,0,19,11.5
9,6,8,1,1,17,15.375
9,10,8,0,3,16,16.7777777777778
5,12,5,1,4,12,16.75
8,15,6,1,6,13,18.6666666666667
4,16,1,0,2,6,6
3,13,1,1,3,3,9
2,11,6,0,7,6,10.8333333333333
4,12,0,1,0,4,0
0,9,0,0,4,0,0
0,12,0,0,3,0,0
3,11,5,2,3,5,11.4
4,11,1,2,2,4,5
0,9,1,0,1,1,12
1,4,1,0,0,2,7.5
2,6,2,2,2,3,6
1,2,2,0,0,3,8
3,0,2,2,0,4,11
2,2,3,2,0,4,8.25
3,1,1,3,0,3,0
1,0,1,0,0,1,5
2,1,2,1,0,2,9
0,0,0,0,0,0,0
0,1,1,0,0,1,9
1,0,0,1,0,1,0
1,1,1,0,1,1,2
1,0,1,0,0,1,2
0,3,0,0,0,0,0
0,1,0,0,0,0,7
1,5,2,0,2,2,15
2,0,2,1,0,3,6.5
1,2,0,0,2,1,0
0,2,0,0,2,0,0
1,1,3,0,1,3,11.3333333333333
2,3,1,2,1,3,13
1,2,1,1,2,2,11
1,3,0,0,2,1,0
4,1,8,0,1,8,6.6
12,1,13,0,0,17,7.07692307692308
14,0,18,4,0,23,8.66666666666667
16,1,16,0,0,25,8.4
13,3,14,3,1,23,9.5
18,1,21,2,0,31,9.57142857142857
17,1,16,5,0,29,9.9375
17,1,13,4,0,25,9.92857142857143
16,4,20,5,0,28,10.15
17,6,21,7,1,33,10.45
17,5,26,5,2,42,18.0769230769231
18,9,6,9,0,31,18.5
14,10,11,8,4,24,18.6
10,10,8,2,2,18,13.5
7,11,3,1,2,11,11
7,13,7,5,0,11,14
6,13,10,1,2,14,13.7
10,14,11,3,3,19,10.4615384615385
13,10,10,2,3,19,9
6,11,9,1,2,15,12.7
14,9,16,2,3,25,15.9333333333333
7,10,16,3,4,27,19.625
16,11,13,3,6,33,18.3076923076923
11,11,8,3,4,25,14.4444444444444
14,11,7,2,1,21,12.4285714285714
12,12,14,3,4,21,12.3076923076923
11,11,11,2,4,20,9.08333333333333
13,6,11,3,4,20,7.8
10,12,16,2,5,23,13.625
11,9,11,5,2,25,23.25
10,12,12,3,5,26,19.0909090909091
10,11,7,5,4,22,17.625
12,11,8,7,2,20,12.125
10,12,14,3,6,22,10.5714285714286
15,12,10,6,6,22,10.9
9,13,9,5,2,16,8.125
11,10,11,7,4,19,11
8,14,11,3,6,19,15.5
10,13,14,5,6,24,15
14,13,10,3,4,25,14.6
10,13,13,3,5,24,18.8333333333333
8,11,8,2,5,21,27.8888888888889
8,12,10,2,2,23,16.2222222222222
13,12,13,6,2,28,13.6153846153846
15,7,13,6,3,28,14.3333333333333
15,9,9,4,2,23,10.4285714285714
11,10,8,4,3,16,9.44444444444444
7,16,10,1,6,14,13.1111111111111
7,15,10,2,3,17,12.7
10,14,9,2,2,19,13.4444444444444
11,10,12,2,2,21,7.66666666666667
13,9,10,1,0,20,10.5454545454545
12,8,15,1,1,22,11.4666666666667
12,11,9,3,4,19,9.44444444444444
12,8,15,1,1,22,10.7857142857143
14,7,10,3,4,20,10.3636363636364
11,15,14,2,4,20,12
11,12,8,5,2,17,8.625
8,8,5,2,3,11,8.2
8,5,12,2,0,15,16.6428571428571
4,9,7,1,1,15,16.1666666666667
9,12,6,0,4,18,28.8333333333333
3,12,5,2,0,15,11.5
6,15,2,0,7,12,25
3,12,3,0,4,9,13
7,11,3,1,1,8,7.75
2,12,2,0,5,3,15
2,11,1,1,4,2,10
1,9,1,1,1,1,6
3,11,4,2,2,4,7.5
3,12,5,1,4,6,9.66666666666667
5,9,2,4,2,5,22
0,7,2,0,1,3,24
1,9,3,0,4,6,21.5
4,3,1,3,1,6,15
5,5,4,3,0,6,5.75
1,3,1,1,1,2,12
1,4,2,1,0,3,8
4,2,2,4,0,4,8
0,0,1,0,0,1,8
2,1,1,2,1,2,9
0,0,1,0,0,1,5.5
2,2,1,1,1,2,0
2,0,2,1,0,2,8
1,0,1,0,0,1,8
0,2,0,0,1,0,0
0,0,0,0,0,0,0
0,3,0,0,1,0,13
1,2,2,1,1,2,11
1,1,0,0,0,1,0
0,2,1,0,1,1,7
1,1,2,0,0,3,11
2,2,1,2,1,3,10
1,1,2,1,1,3,15
1,2,3,1,2,5,20
4,3,1,0,2,5,6.5
5,3,7,0,1,8,6
9,5,15,2,2,18,7.93333333333333
13,0,12,3,0,21,10.3333333333333
12,2,14,0,2,22,10.5
18,1,18,0,0,28,8.8
18,0,19,3,0,29,10.3333333333333
16,1,20,3,0,31,12.15
19,3,16,8,0,31,14
15,6,19,6,2,31,11.9047619047619
17,6,21,6,2,37,19.6666666666667
17,5,18,5,0,38,19.0526315789474
17,6,6,8,1,27,13.5
10,11,11,1,2,21,15
9,11,6,3,4,17,25.8571428571429
4,14,5,1,5,13,19
7,13,8,3,3,17,27.1428571428571
7,13,7,2,2,17,16.3333333333333
8,13,12,2,1,22,28.0769230769231
9,11,16,1,5,30,31.3846153846154
12,11,9,5,4,30,25.4444444444444
7,12,15,4,2,33,30.4666666666667
9,14,6,3,4,32,28.1428571428571
15,10,13,3,6,36,20.3333333333333
