"dep_count_per15","arr_count_per15","pb_count_per15","heavy_dep_per15","heavy_arr_per15","dep_demand_per15"
1,9,0,1,4,1
0,11,2,0,0,2
2,7,3,1,1,5
1,4,0,1,3,3
3,3,1,2,2,3
1,0,5,1,0,5
4,2,0,4,0,4
0,1,2,0,0,2
4,0,3,3,0,5
2,1,1,0,0,2
0,1,2,0,0,2
2,0,2,1,0,4
2,0,1,1,0,3
1,0,0,1,0,1
0,3,0,0,2,0
1,3,1,0,1,1
0,2,0,0,0,0
0,2,0,0,0,0
1,2,2,0,0,2
2,2,1,1,1,2
0,2,1,0,1,1
1,2,0,1,2,1
2,3,3,1,3,3
2,0,1,1,0,2
0,2,2,0,1,2
6,0,13,0,0,15
12,4,9,3,0,19
8,2,14,3,2,21
13,3,16,1,1,28
9,4,9,2,0,24
22,1,26,4,0,41
22,1,20,3,1,39
18,3,16,4,0,33
17,4,23,5,1,38
19,4,18,7,1,39
17,5,15,3,1,35
16,8,9,6,2,27
10,12,11,1,1,22
13,10,5,5,2,17
7,7,3,5,0,7
2,13,9,0,3,9
10,14,11,2,1,18
10,14,12,2,1,20
15,9,8,1,4,18
8,9,8,1,2,11
7,11,12,2,5,15
10,11,12,2,5,20
9,11,15,3,4,25
13,12,6,3,3,22
10,10,8,1,2,18
8,10,7,2,4,15
10,11,16,2,3,22
11,12,12,7,4,24
13,10,12,3,3,25
14,11,13,5,3,26
15,8,12,4,3,24
11,11,10,5,3,18
12,11,15,7,2,22
9,12,12,0,5,22
13,11,6,6,4,20
9,13,12,2,3,19
10,12,14,4,2,24
11,14,12,3,8,25
12,12,7,8,6,21
9,13,13,1,6,23
10,13,11,2,4,25
11,13,5,3,3,20
12,14,13,4,4,21
11,11,10,4,4,20
10,7,13,3,3,22
9,13,11,3,2,23
15,11,11,5,1,24
12,11,11,4,1,20
12,13,10,4,2,18
8,14,7,1,3,13
7,14,8,0,2,13
10,12,10,2,4,16
10,12,15,2,1,21
11,13,8,2,6,19
13,12,14,3,3,22
12,11,13,2,2,22
13,10,12,5,2,22
8,12,6,1,5,16
8,10,11,2,1,19
11,11,8,1,3,18
13,8,10,2,2,17
5,11,5,0,4,9
8,13,9,1,5,14
7,11,4,1,1,10
2,15,2,0,5,4
3,12,5,0,6,7
4,14,2,0,2,6
2,10,3,1,3,5
3,12,0,2,1,3
1,12,5,1,3,5
3,12,2,1,1,6
5,11,2,4,5,4
1,10,3,0,2,3
3,11,3,0,2,5
3,6,1,3,1,3
1,4,1,1,0,1
3,1,4,2,0,4
2,3,2,2,1,3
4,2,3,3,1,4
1,1,1,1,0,1
0,1,2,0,0,2
2,2,0,1,1,2
0,1,0,0,1,0
0,1,0,0,0,0
0,3,0,0,0,0
0,1,1,0,0,1
1,1,0,0,0,1
0,0,0,0,0,0
2,3,3,1,1,3
2,1,2,0,0,3
1,2,0,1,2,1
0,4,1,0,4,1
2,2,2,2,1,3
0,0,0,0,0,1
1,0,0,0,0,1
0,3,2,0,3,2
4,0,4,0,0,6
7,3,14,0,1,16
10,2,11,2,0,20
19,3,22,4,2,32
14,0,20,3,0,33
19,1,21,3,0,40
18,0,18,3,0,39
15,2,14,8,0,35
17,5,18,4,1,38
18,4,20,7,0,41
16,6,17,3,1,40
14,10,12,5,0,36
15,9,10,6,4,32
10,10,11,6,1,29
13,10,7,4,3,26
12,11,6,3,2,20
8,14,7,0,2,14
9,14,12,1,2,17
12,13,12,2,4,20
10,13,8,2,1,16
8,12,15,1,5,21
13,9,11,5,2,24
13,9,13,3,6,24
12,8,10,3,5,21
13,11,12,2,0,21
11,10,8,3,4,16
10,12,13,1,4,19
13,8,10,4,5,19
10,9,15,5,3,20
11,12,16,3,3,26
9,11,13,4,3,29
11,10,4,3,3,23
10,7,9,6,2,21
8,13,14,4,5,26
11,13,9,1,2,27
11,14,7,6,6,23
12,11,17,6,2,29
13,11,11,4,5,27
9,12,10,5,7,24
9,12,8,3,5,23
6,13,10,2,3,24
9,14,9,1,5,27
8,12,13,4,3,32
8,14,6,3,7,29
9,12,12,5,2,34
13,11,13,3,3,38
16,10,6,6,3,30
12,8,10,3,2,24
17,10,14,5,4,27
13,9,8,1,3,18
9,13,10,1,2,14
10,12,9,2,3,14
11,12,12,3,2,16
6,10,8,2,2,13
12,11,15,1,2,22
14,11,12,3,3,22
13,12,15,3,2,23
13,10,10,5,3,21
9,11,7,2,2,14
8,12,12,1,2,17
11,8,6,2,3,15
7,8,7,1,1,11
4,11,6,0,5,10
10,12,7,1,2,14
3,11,2,1,2,5
2,12,0,0,5,2
1,12,3,0,2,3
2,12,1,0,5,3
1,11,1,1,1,2
1,12,4,1,3,5
3,11,7,1,0,11
5,12,1,3,1,6
2,10,2,1,5,3
2,13,2,1,2,3
0,12,1,0,2,2
2,3,1,2,0,3
1,2,2,1,1,3
2,2,1,1,0,3
1,4,3,1,0,4
2,1,2,2,0,5
3,0,1,2,0,4
1,1,1,0,0,2
1,1,1,1,1,2
1,2,1,1,0,2
1,0,0,0,0,1
1,2,1,0,0,1
0,1,0,0,0,0
0,3,0,0,0,0
0,1,1,0,0,1
1,2,1,0,1,2
1,1,2,0,1,3
2,2,1,1,1,3
1,1,2,1,1,3
4,0,2,3,0,4
0,4,0,0,3,0
3,4,4,0,3,4
2,3,7,0,1,8
10,1,14,1,1,20
14,3,15,4,1,25
13,1,15,2,1,26
21,2,20,2,1,33
19,1,17,2,0,29
16,1,25,5,1,35
17,2,15,4,0,34
18,5,18,6,0,35
19,4,20,7,1,37
17,3,13,4,1,31
15,7,10,6,2,24
12,9,9,4,2,18
5,11,7,2,2,13
7,12,5,2,3,13
5,12,7,3,1,13
6,14,9,3,1,17
9,12,11,0,2,22
12,13,11,3,5,24
11,12,7,3,3,19
9,13,18,1,3,26
7,15,8,2,6,25
10,12,16,2,2,34
9,14,7,3,5,31
11,12,11,3,3,34
12,10,10,4,3,33
15,8,17,2,3,37
14,10,14,4,4,36
12,11,12,2,4,34
13,14,15,4,3,37
13,12,20,4,4,44
13,10,3,7,3,34
12,11,8,5,3,30
11,11,13,4,2,31
12,12,6,2,4,25
14,10,11,7,5,25
12,10,14,5,3,25
7,14,14,5,5,26
8,13,10,3,5,29
10,13,8,2,7,30
7,14,8,2,2,27
8,13,7,1,3,27
12,12,10,3,2,29
11,14,15,3,6,32
17,9,12,4,2,33
8,11,12,2,4,29
9,13,7,4,3,28
10,11,11,3,3,29
12,8,6,2,1,25
11,12,9,4,3,22
12,14,13,2,2,24
15,14,13,3,3,25
9,13,14,3,0,24
7,14,8,4,3,23
13,10,7,2,4,23
12,9,11,2,2,21
14,12,21,2,4,30
11,14,9,5,6,25
10,12,11,2,1,26
11,9,13,4,4,29
14,9,10,1,1,27
11,9,6,0,3,19
8,15,10,3,5,18
5,14,5,0,4,15
9,12,4,1,2,14
4,13,1,2,4,6
3,15,4,0,3,6
3,15,2,1,5,5
4,12,2,2,3,4
1,12,2,1,3,2
3,13,0,2,3,1
3,12,7,1,0,7
5,8,3,1,2,7
1,13,3,0,1,5
4,7,1,3,3,5
1,4,4,0,1,5
5,1,3,4,0,7
2,1,1,2,0,3
1,3,1,1,2,2
3,0,3,2,0,4
2,1,1,1,0,2
0,2,2,0,0,2
2,0,1,2,0,3
1,1,0,0,1,1
0,1,0,0,0,0
0,2,2,0,0,2
2,3,0,0,1,2
0,2,0,0,0,0
0,1,2,0,0,2
2,2,0,1,1,2
0,3,1,0,3,1
1,2,1,0,0,2
1,2,1,1,2,2
1,1,0,1,1,1
1,2,1,0,1,1
0,3,1,0,1,1
4,2,7,0,1,8
12,1,14,2,1,18
11,1,14,3,0,21
12,1,16,4,1,26
17,2,19,1,1,32
19,0,24,3,0,39
14,4,16,3,2,36
18,3,17,4,1,39
20,4,23,11,0,44
24,3,22,5,0,46
21,3,18,8,0,40
16,8,8,5,1,27
12,11,9,6,2,20
6,12,10,2,5,18
9,11,6,3,2,18
9,13,5,3,2,14
8,14,9,1,1,14
6,12,9,1,3,15
11,11,11,1,5,20
11,10,10,0,2,19
13,10,16,6,3,24
11,12,12,1,3,23
15,8,15,6,4,27
8,11,11,1,4,23
9,12,11,2,4,26
14,13,7,4,3,24
13,10,12,3,5,22
12,8,9,4,4,18
10,12,17,4,2,23
15,11,10,7,4,25
11,9,13,3,3,22
11,12,10,4,4,21
14,12,14,7,5,23
11,13,12,2,3,21
12,11,6,3,6,17
8,12,10,5,5,15
10,10,13,4,2,19
10,11,17,6,5,27
8,14,8,2,6,25
10,13,10,4,5,27
12,13,8,3,4,24
8,13,10,2,4,22
12,14,14,5,4,29
13,9,10,2,3,27
14,11,13,6,3,26
11,11,12,4,3,25
10,12,11,4,4,25
11,13,8,2,4,23
10,12,11,2,1,23
8,13,9,5,3,21
11,14,10,1,1,23
15,9,9,2,2,21
12,9,12,2,3,18
8,10,5,3,3,11
8,12,17,4,3,20
11,14,16,2,3,28
10,14,13,0,1,30
13,12,10,4,8,31
12,12,9,2,2,27
10,12,7,5,1,21
15,7,15,0,1,26
10,9,12,3,3,23
11,11,9,1,3,22
10,14,6,1,2,17
4,15,3,1,3,10
4,14,1,0,3,7
4,16,2,0,8,5
3,14,3,0,4,4
2,14,1,2,4,2
0,14,3,0,5,3
1,14,1,1,3,4
2,13,3,1,3,4
2,13,3,1,1,5
4,9,4,2,0,7
5,2,2,4,1,5
0,3,2,0,1,2
4,1,2,3,0,4
3,0,4,3,0,4
3,3,3,3,1,4
2,2,1,1,1,2
1,0,2,1,0,2
1,0,0,0,0,1
0,0,3,0,0,3
3,0,0,2,0,3
0,1,0,0,0,0
0,3,0,0,0,0
0,1,0,0,0,0
0,2,0,0,1,0
0,5,0,0,2,0
0,3,2,0,1,2
3,1,1,0,1,3
0,0,1,0,0,1
2,2,2,2,2,3
2,4,1,1,3,2
0,2,1,0,2,1
0,2,1,0,2,2
1,3,6,0,2,8
14,3,13,1,1,20
14,3,18,3,3,24
15,1,14,2,1,24
14,1,15,3,0,24
18,1,23,0,1,33
17,1,14,3,1,29
17,5,17,10,0,29
18,3,18,6,0,30
16,5,21,5,0,33
19,4,15,7,1,32
13,6,10,3,0,23
12,9,7,4,0,17
8,9,7,2,4,12
6,9,7,3,4,11
6,12,7,3,2,12
6,14,8,1,2,14
6,12,13,1,1,21
11,13,11,2,3,26
11,11,4,2,3,19
8,15,14,5,3,22
11,12,9,0,6,23
13,13,11,2,5,23
9,13,9,1,3,19
10,11,11,3,4,21
14,9,13,5,1,24
15,10,14,2,4,24
15,7,13,5,3,22
10,10,10,1,4,17
8,12,15,4,3,23
9,8,12,4,0,26
11,8,8,4,1,25
9,12,7,5,3,21
10,9,11,2,2,24
11,14,9,3,7,24
7,10,7,2,4,19
14,10,13,5,2,24
8,13,15,5,6,25
6,16,9,2,7,27
12,12,10,3,6,30
4,11,10,3,1,28
11,13,6,0,3,30
14,10,15,5,4,35
14,11,12,4,4,33
18,8,12,4,1,30
12,14,7,2,5,19
12,5,11,8,2,18
9,13,8,4,3,14
12,6,12,3,1,17
6,13,8,1,2,13
8,15,13,3,2,20
15,11,9,0,1,21
8,7,7,2,1,13
9,9,9,1,0,14
6,11,12,3,2,18
13,13,15,3,3,27
14,13,14,1,4,27
13,9,7,5,1,20
10,6,6,2,2,13
7,9,15,0,2,18
7,7,3,0,0,14
8,11,8,3,4,15
8,11,4,0,2,11
4,13,5,0,1,8
4,15,0,0,5,4
1,14,1,0,6,1
1,14,3,0,5,3
2,14,3,0,4,5
4,10,2,2,3,5
1,12,1,1,3,2
1,10,3,1,0,4
2,13,0,1,5,3
1,7,1,0,0,2
3,7,4,2,3,5
2,5,0,2,1,2
3,1,4,1,0,4
3,2,4,3,0,5
2,0,2,2,0,4
4,0,2,3,0,4
0,0,0,0,0,0
2,0,4,1,0,4
2,0,1,1,0,3
2,0,1,1,0,2
0,1,0,0,1,0
1,1,1,1,0,1
0,1,1,0,1,1
2,0,1,1,0,2
0,2,0,0,0,0
1,1,1,0,0,1
0,2,0,0,1,0
0,0,0,0,0,0
1,3,1,1,2,1
1,2,2,1,2,2
2,2,1,2,2,2
0,3,1,0,3,1
1,4,1,0,1,2
3,3,4,0,3,5
6,1,12,1,1,14
17,0,13,3,0,21
13,0,17,1,0,21
13,2,22,2,1,30
17,2,22,2,0,39
19,1,16,5,0,38
19,1,18,8,0,37
19,3,17,3,0,35
18,4,17,5,0,33
19,6,21,9,1,36
14,9,5,4,1,22
9,11,8,5,3,16
8,8,7,1,2,14
8,8,5,4,1,11
5,12,10,0,3,13
4,15,8,1,1,16
9,11,14,3,2,26
14,7,8,2,3,25
5,13,9,0,4,20
8,10,12,2,1,27
11,12,9,3,3,28
12,10,15,1,5,32
14,12,9,4,3,29
10,11,7,3,3,22
10,12,8,1,5,20
12,11,15,3,5,25
14,8,16,4,4,29
15,9,15,4,2,30
10,12,16,5,3,32
12,12,9,4,4,31
10,11,5,4,3,23
13,11,9,9,4,22
11,11,9,4,4,19
6,13,8,1,5,15
4,8,16,1,4,26
8,9,10,4,4,32
8,13,14,2,7,38
3,12,11,2,2,41
9,13,5,3,4,43
4,14,4,2,7,37
8,14,7,4,3,40
8,14,5,3,4,38
11,12,13,4,3,44
13,11,6,7,2,39
6,11,4,3,3,28
14,7,14,3,2,36
12,15,23,3,7,45
15,13,15,2,3,48
9,14,7,2,3,40
12,14,15,4,3,46
14,10,15,6,1,49
18,11,12,4,2,47
16,11,10,3,2,39
8,16,11,2,2,34
17,14,17,6,4,43
15,12,20,4,1,46
17,11,4,3,4,35
13,12,11,5,2,29
16,10,13,4,2,29
16,4,10,1,2,23
7,11,7,2,2,14
8,9,8,1,3,15
6,17,4,1,2,11
6,16,4,2,5,9
3,15,1,0,2,4
2,14,2,0,4,3
1,13,2,1,2,3
2,10,0,0,5,2
0,10,1,0,5,1
1,13,0,1,4,1
0,12,1,0,4,1
1,11,1,1,2,2
2,11,2,1,5,3
2,5,3,1,0,4
3,4,1,2,0,3
0,3,2,0,1,2
3,1,3,3,0,5
3,1,2,3,0,4
1,2,1,1,1,2
1,0,0,1,0,1
2,1,3,0,1,3
1,2,1,0,0,2
1,0,0,0,0,1
0,0,0,0,0,0
0,1,0,0,1,0
0,1,0,0,0,0
0,0,1,0,0,1
1,3,3,0,1,4
3,0,0,2,0,3
0,3,0,0,2,0
0,4,1,0,4,1
0,1,0,0,0,1
1,1,0,0,0,1
1,3,3,1,3,3
1,4,0,0,2,2
4,2,10,0,2,11
10,2,15,2,2,22
16,2,13,3,2,25
16,0,18,3,0,27
15,3,16,2,2,27
18,2,18,2,1,30
18,0,23,5,0,35
17,5,20,5,1,37
21,3,20,8,0,40
19,6,17,4,1,37
20,3,19,9,2,37
11,8,9,1,1,26
13,12,12,4,2,27
8,12,6,6,3,19
8,9,5,5,4,16
6,13,7,2,2,15
9,14,9,2,1,18
6,14,9,2,3,18
10,10,14,2,3,26
11,12,9,3,3,25
12,13,14,2,2,28
10,13,9,3,5,25
11,11,13,3,6,28
17,10,9,5,2,26
12,11,13,3,1,22
10,12,9,3,5,19
12,12,12,3,3,21
11,9,14,6,5,23
9,14,13,1,3,25
11,13,14,3,4,30
11,11,12,4,1,31
12,11,11,3,5,31
13,10,6,7,4,25
15,8,12,5,3,24
11,12,8,6,6,17
8,13,11,2,5,18
8,12,8,2,1,18
8,14,10,5,7,20
7,15,12,2,5,23
9,12,11,4,7,27
10,13,11,4,6,29
12,11,11,5,3,30
11,13,11,2,3,29
12,9,11,3,3,29
18,6,12,6,3,29
12,9,7,4,1,19
5,14,10,2,4,17
6,13,9,1,4,21
8,9,11,2,3,25
8,13,8,4,1,25
9,15,9,4,4,26
17,9,15,2,1,32
15,8,7,3,2,22
5,10,9,2,2,16
10,12,13,3,4,24
11,10,17,2,4,31
12,11,10,2,2,30
14,12,9,2,2,27
14,11,12,3,3,25
11,5,13,2,0,24
15,10,4,1,2,17
4,10,6,1,1,8
4,17,9,1,6,13
7,14,4,0,3,13
6,14,2,0,4,8
2,14,2,0,2,4
3,11,2,0,4,4
2,9,2,1,2,3
4,10,4,3,3,5
1,9,1,0,3,2
2,11,2,1,1,3
2,12,2,2,3,3
1,11,2,0,0,3
3,9,3,3,0,5
2,1,0,1,1,2
0,4,4,0,3,4
3,4,3,2,0,7
4,1,1,4,0,5
1,0,0,0,0,1
0,0,1,0,0,1
1,0,2,0,0,3
3,0,2,2,0,4
2,0,2,2,0,3
1,0,3,0,0,4
3,1,0,1,1,3
0,2,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,3,1,0,0,1
1,2,1,0,2,2
1,1,0,0,0,1
0,1,1,0,1,1
1,5,1,0,4,2
1,2,0,1,1,1
0,3,1,0,2,1
1,3,4,0,1,5
4,2,8,2,2,12
17,2,17,4,2,25
13,2,12,2,0,20
13,1,15,0,0,22
16,0,19,1,0,28
17,2,15,3,1,27
16,2,18,4,1,28
15,2,17,3,0,29
18,5,17,6,0,31
18,4,16,6,1,29
14,10,18,6,3,29
13,5,7,3,1,22
10,12,8,4,1,17
9,11,9,3,5,16
9,8,6,3,1,13
5,14,9,2,2,13
8,16,8,3,2,16
7,12,12,1,3,20
16,11,8,3,3,21
9,10,12,2,2,17
10,12,11,3,3,19
7,12,14,2,3,23
15,11,11,1,5,27
14,7,7,7,1,19
11,9,11,1,2,16
8,8,11,1,1,16
13,10,14,4,3,22
12,9,13,5,5,22
11,10,15,3,2,25
9,12,8,5,2,23
13,7,11,4,3,24
8,11,5,3,5,16
9,13,9,6,5,17
10,10,16,3,2,24
9,12,5,2,4,19
12,13,10,4,5,21
6,12,12,2,3,21
10,11,13,5,5,28
8,11,8,3,7,25
8,15,9,3,6,26
10,12,12,2,2,30
9,13,9,4,3,29
9,11,13,1,3,34
12,8,11,4,3,36
17,6,9,6,1,32
12,10,12,5,2,28
13,13,16,2,3,32
8,13,6,4,6,24
15,9,5,7,3,21
8,11,5,1,1,11
6,14,12,1,3,15
16,10,15,2,1,24
7,9,7,4,1,15
5,13,7,1,5,15
11,13,13,0,4,23
12,9,13,2,3,25
17,7,8,3,3,21
5,13,5,1,4,9
7,11,10,2,2,14
10,8,10,1,2,18
7,8,7,0,1,14
5,11,4,3,2,11
7,11,8,1,3,14
4,14,6,0,4,13
9,14,2,2,5,11
2,13,0,1,4,2
2,14,3,0,6,3
3,9,4,1,2,5
2,11,1,2,3,3
1,12,1,0,2,2
1,14,5,1,3,6
5,14,0,2,1,4
1,10,1,1,1,1
1,2,3,1,0,3
2,3,1,2,2,3
2,2,2,1,0,3
1,1,1,1,1,2
3,0,4,3,0,5
2,0,1,1,0,3
1,2,0,1,0,1
1,1,2,0,0,2
1,0,1,1,0,2
1,1,0,0,1,1
1,1,1,1,0,1
0,0,0,0,0,0
0,1,1,0,0,1
1,2,0,0,0,1
0,2,0,0,1,0
1,3,2,0,0,2
1,1,2,0,1,3
3,1,1,1,1,3
0,2,1,0,2,1
1,2,1,1,1,2
2,2,2,1,1,3
1,2,1,1,2,2
1,2,2,0,1,3
5,2,8,0,0,10
11,2,13,1,2,18
13,0,17,4,0,24
17,2,12,1,1,23
13,1,13,3,0,19
14,0,22,1,0,28
22,1,23,7,0,37
16,3,14,6,0,29
17,3,17,6,0,30
19,3,18,5,1,32
20,6,24,7,1,37
14,7,9,5,1,26
11,9,7,5,2,18
7,11,8,3,2,15
7,10,6,2,4,14
5,13,7,3,2,14
8,12,7,3,1,16
8,12,13,1,1,21
14,13,8,1,6,21
9,9,10,4,3,17
11,11,12,1,1,20
12,10,13,3,1,22
11,11,12,3,6,22
10,13,7,3,7,18
10,12,8,3,1,16
13,11,14,3,4,20
12,9,10,3,6,17
11,5,11,4,1,16
4,6,10,0,1,15
9,6,17,3,1,28
13,12,15,6,3,35
13,11,7,6,4,29
12,12,6,5,6,21
11,11,9,3,2,18
7,12,9,6,6,16
7,14,11,4,5,20
9,11,12,3,5,26
6,13,9,2,5,26
9,13,10,4,4,30
11,12,15,4,6,36
10,11,9,3,5,34
12,12,7,3,4,30
10,14,10,3,4,29
12,12,12,6,5,31
14,10,11,3,1,29
11,12,6,6,3,21
11,9,15,4,3,26
11,10,12,4,4,27
9,12,8,3,4,23
11,11,7,3,3,21
11,12,13,0,3,23
15,10,9,1,2,21
9,10,11,4,1,17
6,8,6,3,2,14
11,11,16,3,4,24
12,13,13,1,2,26
9,13,11,4,3,25
10,11,13,1,1,29
15,12,8,3,4,27
11,9,11,3,2,23
10,10,11,1,2,23
11,10,3,1,2,16
6,15,6,0,1,11
6,16,6,1,6,11
6,15,4,1,5,9
3,15,3,0,5,6
1,14,2,0,4,5
6,13,5,0,3,9
3,11,0,3,3,3
1,12,2,1,2,2
2,15,3,0,3,4
3,12,2,3,3,4
1,10,1,1,1,2
1,7,1,0,2,2
2,3,1,2,1,2
1,0,1,0,0,1
0,1,2,0,0,2
0,3,3,0,0,5
6,0,1,6,0,6
1,0,1,0,0,1
1,1,1,1,1,1
0,0,0,0,0,0
1,2,1,1,1,1
0,0,3,0,0,3
3,1,0,1,0,3
0,1,0,0,0,0
0,2,0,0,1,0
0,2,0,0,1,0
0,1,2,0,0,2
2,2,2,0,0,4
2,3,0,1,3,2
1,0,3,1,0,3
2,2,1,2,0,3
1,5,1,0,4,2
1,0,1,1,0,2
1,4,1,0,1,2
4,3,8,0,3,9
12,1,14,1,0,19
13,1,16,4,1,23
14,1,16,3,1,26
15,2,16,2,1,28
15,1,20,1,0,33
18,1,19,4,0,37
16,3,13,5,0,32
19,7,21,7,1,37
15,5,23,3,1,41
15,4,14,7,1,40
13,10,6,3,0,31
9,12,9,4,3,27
10,12,7,3,5,25
6,12,6,0,4,21
7,12,9,2,1,24
10,11,7,5,3,24
9,13,9,1,2,23
14,11,13,4,3,27
10,14,11,3,2,24
8,8,13,1,3,27
15,10,16,6,2,35
12,10,13,4,3,33
13,13,8,5,3,29
9,12,9,2,4,25
17,9,11,3,4,27
12,12,15,1,7,25
10,8,6,3,2,19
14,8,19,6,4,28
17,9,12,7,3,27
10,9,13,3,2,23
10,8,8,7,3,20
12,8,8,4,2,18
8,11,9,2,3,16
9,9,8,5,5,15
7,10,5,2,2,12
5,10,13,2,5,17
3,17,7,3,7,19
9,13,14,5,6,30
12,13,9,5,5,32
11,11,11,3,3,31
9,13,9,3,5,29
11,14,17,1,2,35
12,12,9,3,4,33
13,10,13,2,2,34
16,10,4,6,5,27
9,14,13,6,2,23
7,12,7,1,6,20
13,11,14,3,1,27
12,13,4,4,1,18
12,14,14,3,3,20
14,11,16,0,2,24
14,12,11,4,2,21
7,12,9,3,2,16
8,10,14,2,4,23
15,9,17,1,2,32
11,11,11,4,3,28
15,12,6,3,2,23
9,13,10,4,5,18
11,11,7,0,1,16
11,7,11,1,2,16
7,9,7,1,1,12
5,15,9,1,6,14
8,11,5,0,1,14
4,15,3,1,5,9
4,13,0,1,3,5
1,12,3,0,6,4
4,11,4,0,2,7
4,11,2,3,3,5
1,10,1,1,2,2
0,13,3,0,4,4
1,15,2,1,4,5
4,9,1,2,1,5
3,8,2,2,1,4
2,5,1,1,2,2
1,4,2,1,2,2
2,1,3,1,0,4
2,2,3,2,1,5
3,1,1,3,0,4
2,0,2,1,0,3
1,2,0,1,0,1
0,1,1,0,0,1
1,1,1,1,1,2
1,1,0,1,1,1
1,0,1,0,0,1
1,2,1,0,0,1
0,2,1,0,1,1
1,2,0,0,0,1
0,1,0,0,0,0
1,2,2,0,0,2
1,4,0,0,3,1
0,3,1,0,2,1
3,1,3,2,1,4
2,2,1,1,0,2
0,3,1,0,3,1
2,3,3,0,1,4
7,1,12,1,0,14
10,2,8,3,1,15
13,0,14,1,0,19
10,2,18,3,1,24
19,3,14,1,2,28
19,1,24,1,1,33
19,2,19,7,0,33
17,1,18,6,0,32
20,5,17,8,1,32
15,5,17,3,1,29
18,4,21,7,0,35
13,8,16,5,1,33
12,11,10,5,1,30
11,12,5,3,3,23
9,9,6,4,2,18
6,12,6,3,2,15
6,14,9,2,2,18
7,15,11,2,3,23
11,12,12,1,4,28
9,12,8,1,3,25
14,9,14,2,1,31
9,11,10,1,2,26
16,11,16,4,6,33
10,10,8,5,5,25
13,13,9,3,5,24
14,13,12,2,1,23
11,11,9,3,6,18
12,7,15,3,2,22
11,10,14,5,5,24
9,10,23,4,3,37
12,12,8,2,4,36
15,10,8,8,4,31
13,12,10,6,3,26
11,12,10,3,4,24
11,12,7,5,5,21
8,12,7,3,5,16
8,11,17,2,5,24
7,14,13,2,4,30
12,12,8,9,5,31
8,14,12,3,4,30
12,12,11,4,6,33
7,12,7,1,1,28
10,13,13,3,4,35
12,12,9,4,3,34
13,11,14,4,2,36
15,7,8,5,2,31
14,12,10,3,2,26
9,13,12,4,7,23
13,10,12,2,0,26
8,14,6,2,1,19
10,13,13,3,2,24
9,13,12,1,3,26
13,8,9,2,1,26
14,10,11,2,3,24
12,12,13,2,3,23
13,12,16,4,4,27
13,13,16,2,2,30
12,13,5,1,5,23
14,10,14,5,3,24
7,11,13,3,1,23
16,7,7,1,1,23
10,10,7,2,1,14
4,12,10,0,4,14
8,16,7,1,4,17
8,15,0,1,4,9
2,15,3,0,2,4
2,16,3,0,7,5
3,16,1,1,6,4
2,15,1,1,4,2
1,11,2,1,2,2
3,14,4,2,3,5
4,13,0,2,2,4
1,8,2,1,1,2
2,4,3,1,0,4
3,1,2,3,1,4
2,1,3,1,0,4
2,2,1,1,0,3
4,0,5,4,0,6
2,1,1,2,1,3
2,0,3,1,0,4
2,0,0,2,0,2
0,1,0,0,0,0
1,0,2,1,0,2
1,1,0,0,0,1
1,1,1,0,0,1
0,2,0,0,0,0
0,1,0,0,0,0
0,2,0,0,1,0
0,1,2,0,0,2
2,4,2,0,2,4
2,2,1,1,2,3
1,2,1,1,1,2
1,1,0,1,1,1
1,3,1,0,2,1
0,4,1,0,4,1
1,2,1,0,1,2
3,2,6,0,1,7
10,1,17,2,1,21
15,2,16,4,2,27
15,1,14,1,0,26
18,2,13,3,1,24
15,1,22,1,1,28
16,1,18,5,0,31
18,3,13,5,0,28
18,4,21,8,0,31
17,5,13,4,0,26
13,7,18,5,1,27
11,8,7,3,1,21
16,10,10,5,1,20
6,8,8,1,5,12
7,11,5,3,3,11
7,14,11,3,2,15
9,14,10,1,2,18
2,15,11,1,3,20
15,9,7,3,2,25
13,10,11,2,3,21
10,10,16,4,4,24
11,12,11,3,2,25
14,12,10,3,4,24
12,8,6,4,3,16
8,12,8,3,4,12
12,11,14,1,3,18
8,7,11,2,3,17
16,5,11,4,2,20
9,10,11,3,2,15
10,13,15,5,5,21
13,10,8,5,4,19
10,6,9,5,0,15
8,11,7,4,2,12
7,12,11,2,3,16
12,10,11,6,5,20
10,11,10,3,4,18
10,14,11,0,6,18
12,13,13,6,5,21
7,12,9,3,4,18
10,14,15,3,4,27
9,13,8,1,5,25
10,11,8,4,3,23
11,12,9,1,2,23
10,10,12,2,1,24
11,7,14,4,4,27
12,10,7,6,4,24
12,11,6,2,0,17
7,13,7,2,2,12
6,10,9,3,1,14
9,11,5,3,1,13
9,11,13,0,3,17
13,10,13,1,4,21
7,12,6,0,1,14
9,11,6,2,1,13
7,9,9,1,3,13
12,9,16,3,3,22
16,8,9,3,3,19
6,13,8,2,3,11
8,13,8,2,1,13
8,8,13,1,2,18
10,6,6,1,1,16
8,7,5,1,1,11
4,11,6,1,5,9
6,12,3,0,3,8
3,15,2,0,4,4
1,14,1,0,3,2
1,9,3,0,2,4
3,10,1,1,4,4
1,10,1,1,5,2
1,12,3,1,1,4
2,13,3,1,3,6
3,13,1,2,4,3
1,10,1,0,2,1
0,8,2,0,2,2
2,5,0,2,1,2
1,0,4,0,0,4
3,1,1,3,0,4
4,0,4,3,0,5
2,0,3,1,0,4
3,0,3,2,0,5
4,0,4,2,0,6
