"X","航班号","起飞机场","目的机场","rwy","ramp","pb_time","s_dep_time","a_dep_time","所走航路","mission_full_date","time_pushback","time_takeoff_real","dep_taxi","mission_month","mission_date","dep_may_15_per_dep","arr_may_15_per_dep","dep_may_60_per_dep","arr_may_60_per_dep","pb_may_15_per_dep","pb_may_60_per_dep"
79007,"CXA8170","ZBAA","ZSAM","36R",22,2126,2115,2139,"LAD8AR",20140529,1286,1299,13,5,29,11,10,34,46,12,37
79008,"CAL518","ZBAA","RCTP","1",8,2125,2005,2132,"LAD8E",20140529,1285,1292,7,5,29,11,10,34,46,12,37
79009,"MGL224","ZBAA","ZMUB","1",12,2110,2110,2121,"YV8C",20140529,1270,1281,11,5,29,7,13,34,46,9,37
79010,"CDG4658","ZBAA","ZSQD","1",2,2115,2120,2118,"LAD8E",20140529,1275,1278,3,5,29,7,13,34,46,9,37
79011,"CYZ9031","ZBAA","ZSPD","36R",18,2102,2115,2123,"LAD8AR",20140529,1262,1283,21,5,29,7,13,34,46,9,37
79012,"CES2444","ZBAA","ZLXN","36L",22,2115,2105,2127,"SOS8AL",20140529,1275,1287,12,5,29,7,13,34,46,9,37
79013,"CCA1714","ZBAA","ZSHC","1",1,2122,2125,2127,"LAD8E",20140529,1282,1287,5,5,29,7,13,34,46,9,37
79014,"CBJ5379","ZBAA","ZSQD","36R",25,2055,2020,2107,"LAD8AR",20140529,1255,1267,12,5,29,9,12,34,46,9,37
79015,"CSZ9822","ZBAA","ZGSZ","36R",3,2057,2100,2109,"REN8BR",20140529,1257,1269,12,5,29,9,12,34,46,9,37
79016,"CCA1525","ZBAA","ZSQD","1",2,2101,2045,2110,"LAD8E",20140529,1261,1270,9,5,29,9,12,34,46,9,37
79017,"CCA983","ZBAA","KLAX","1",9,2100,2100,2113,"YV8C",20140529,1260,1273,13,5,29,9,12,34,46,9,37
79018,"CSN6158","ZBAA","ZJHK","36L",21,2105,2010,2112,"REN8AL",20140529,1265,1272,7,5,29,9,12,34,46,9,37
79019,"CCA4118","ZBAA","ZUUU","36R",2,2107,2100,2117,"SOS8BR",20140529,1267,1277,10,5,29,7,13,34,46,9,37
79020,"CHH7282","ZBAA","ZJHK","36L",24,2110,2100,2116,"REN8AL",20140529,1270,1276,6,5,29,7,13,34,46,9,37
79021,"CCA1801","ZBAA","ZSAM","1",2,2015,2010,2053,"LAD8E",20140529,1215,1253,38,5,29,15,7,48,38,9,47
79022,"DKH1254","ZBAA","ZSSS","1",2,2050,2045,2056,"LAD8E",20140529,1250,1256,6,5,29,15,7,48,38,9,47
79023,"CHH7637","ZBAA","ZPPP","36L",25,2049,2050,2058,"SOS8AL",20140529,1249,1258,9,5,29,15,7,48,38,9,47
79024,"CBJ5351","ZBAA","ZSHC","36R",25,2048,2020,2057,"LAD8AR",20140529,1248,1257,9,5,29,15,7,48,38,9,47
79025,"CRK313","ZBAA","VHHH","36L",21,2041,2025,2054,"REN8AL",20140529,1241,1254,13,5,29,15,7,48,38,9,47
79026,"CCA1205","ZBAA","ZLXY","36R",4,2051,2030,2058,"SOS8BR",20140529,1251,1258,7,5,29,15,7,48,38,9,47
79027,"CCA1821","ZBAA","ZSFZ","1",1,2043,2035,2101,"LAD8E",20140529,1243,1261,18,5,29,9,12,34,46,9,37
79028,"CES2454","ZBAA","ZHHH","36L",22,2054,2105,2102,"REN8AL",20140529,1254,1262,8,5,29,9,12,34,46,9,37
79029,"CSN3142","ZBAA","ZGHA","36L",22,2055,2035,2105,"REN8AL",20140529,1255,1265,10,5,29,9,12,34,46,9,37
79030,"CSH9106","ZBAA","ZSSS","36R",22,2051,2030,2103,"LAD8AR",20140529,1251,1263,12,5,29,9,12,34,46,9,37
79031,"CCA4166","ZBAA","ZUGY","36R",4,2024,2010,2043,"SOS8BR",20140529,1224,1243,19,5,29,15,6,48,38,10,47
79032,"CCA986","ZBAA","ZUCK","36R",9,2021,2015,2044,"SOS8BR",20140529,1221,1244,23,5,29,15,6,48,38,10,47
79033,"CES5126","ZBAA","ZSSS","36R",21,2025,2000,2049,"LAD8AR",20140529,1225,1249,24,5,29,15,7,48,38,9,47
79034,"CSN3190","ZBAA","ZGSZ","36L",21,2041,2000,2049,"REN8AL",20140529,1241,1249,8,5,29,15,7,48,38,9,47
79035,"HDA975","ZBAA","VHHH","36R",12,2027,2030,2048,"REN8BR",20140529,1227,1248,21,5,29,15,7,48,38,9,47
79036,"CCA1589","ZBAA","ZSSS","1",8,2042,2030,2050,"LAD8E",20140529,1242,1250,8,5,29,15,7,48,38,9,47
79037,"CES5708","ZBAA","ZPPP","36L",21,2037,2035,2048,"SOS8AL",20140529,1237,1248,11,5,29,15,7,48,38,9,47
79038,"CES2145","ZBAA","ZSDY","36R",22,2012,2010,2047,"LAD8AR",20140529,1212,1247,35,5,29,15,7,48,38,9,47
79039,"CSC8890","ZBAA","ZUUU","36R",3,2036,2030,2051,"SOS8BR",20140529,1236,1251,15,5,29,15,7,48,38,9,47
79040,"CCA1217","ZBAA","ZLIC","36R",1,2042,2040,2053,"SOS8BR",20140529,1242,1253,11,5,29,15,7,48,38,9,47
79041,"CSZ9832","ZBAA","ZGSZ","36R",4,2019,1905,2034,"REN8BR",20140529,1219,1234,15,5,29,15,6,48,38,10,47
79042,"CNM1101","ZBAA","ZBHH","36R",3,2019,2010,2037,"SOS8BR",20140529,1219,1237,18,5,29,15,6,48,38,10,47
79043,"CCA1819","ZBAA","ZSNJ","1",1,2020,2015,2036,"LAD8E",20140529,1220,1236,16,5,29,15,6,48,38,10,47
79044,"CCA1661","ZBAA","ZYCC","1",1,2035,2030,2040,"YV8C",20140529,1235,1240,5,5,29,15,6,48,38,10,47
79045,"CCA1952","ZBAA","ZSWZ","1",2,2036,2035,2042,"LAD8E",20140529,1236,1242,6,5,29,15,6,48,38,10,47
79046,"CES5722","ZBAA","ZUQJ","36L",22,2025,2025,2040,"REN8AL",20140529,1225,1240,15,5,29,15,6,48,38,10,47
79047,"CBJ5625","ZBAA","ZBLA","36R",25,2009,2005,2041,"YV8AR",20140529,1209,1241,32,5,29,15,6,48,38,10,47
79048,"CXA8120","ZBAA","ZSFZ","36R",22,2005,2005,2039,"LAD8AR",20140529,1205,1239,34,5,29,15,6,48,38,10,47
79049,"CCA1845","ZBAA","ZSOF","1",2,2031,1940,2045,"LAD8E",20140529,1231,1245,14,5,29,15,7,48,38,9,47
79050,"HDA903","ZBAA","VHHH","36R",8,1947,1930,2000,"REN8BR",20140529,1187,1200,13,5,29,9,11,48,38,13,47
79051,"CES5141","ZBAA","ZYHB","36R",22,1949,1950,2004,"YV8AR",20140529,1189,1204,15,5,29,9,11,48,38,13,47
79052,"CCA1653","ZBAA","ZYTX","1",2,2000,2000,2006,"CDY8B",20140529,1200,1206,6,5,29,9,11,48,38,13,47
79053,"CCA1105","ZBAA","ZBHH","36R",6,1958,1930,2006,"SOS8BR",20140529,1198,1206,8,5,29,9,11,48,38,13,47
79054,"CCA1710","ZBAA","ZSHC","1",1,2004,1945,2008,"LAD8E",20140529,1204,1208,4,5,29,9,11,48,38,13,47
79055,"CES2842","ZBAA","ZSNJ","36R",22,1953,1950,2009,"LAD8AR",20140529,1193,1209,16,5,29,9,11,48,38,13,47
79056,"CCA1295","ZBAA","ZWWW","36R",4,2003,2000,2012,"SOS8BR",20140529,1203,1212,9,5,29,9,11,48,38,13,47
79057,"CSC8894","ZBAA","ZUUU","36R",3,1942,1920,1947,"SOS8BR",20140529,1182,1187,5,5,29,7,12,53,44,10,40
79058,"CSN6117","ZBAA","ZLIC","36L",17,1940,1920,1948,"SOS8AL",20140529,1180,1188,8,5,29,7,12,53,44,10,40
79059,"CCA1341","ZBAA","ZHHH","36R",6,1947,1935,1956,"REN8BR",20140529,1187,1196,9,5,29,7,12,53,44,10,40
79060,"CHH7617","ZBAA","ZBUH","36L",24,1949,1935,1956,"SOS8AL",20140529,1189,1196,7,5,29,7,12,53,44,10,40
79061,"CHH7345","ZBAA","ZWWW","36L",25,1948,1950,1954,"SOS8AL",20140529,1188,1194,6,5,29,7,12,53,44,10,40
79062,"CDG4856","ZBAA","ZSYT","1",2,1956,1920,2000,"LAD8E",20140529,1196,1200,4,5,29,9,11,48,38,13,47
79063,"CSN6910","ZBAA","ZWWW","36L",23,1952,1925,1958,"SOS8AL",20140529,1192,1198,6,5,29,7,12,53,44,10,40
79064,"CCA4120","ZBAA","ZUUU","36R",3,1930,1930,1936,"SOS8BR",20140529,1170,1176,6,5,29,15,9,53,44,10,40
79065,"GDC7101","ZBAA","ZBLA","36R",24,1927,1930,1938,"YV8AR",20140529,1167,1178,11,5,29,15,9,53,44,10,40
79066,"CCA1621","ZBAA","ZYHB","1",2,1923,1905,1934,"YV8C",20140529,1163,1174,11,5,29,15,9,53,44,10,40
79067,"CSN3654","ZBAA","ZUGY","36L",22,1935,1915,1940,"SOS8AL",20140529,1175,1180,5,5,29,15,9,53,44,10,40
79068,"HDA993","ZBAA","VHHH","36R",12,1929,1830,1939,"REN8BR",20140529,1169,1179,10,5,29,15,9,53,44,10,40
79069,"CES2073","ZBAA","ZSLY","36R",18,1928,1905,1941,"LAD8AR",20140529,1168,1181,13,5,29,15,9,53,44,10,40
79070,"CCA979","ZBAA","VTBS","36R",7,1933,1935,1942,"REN8BR",20140529,1173,1182,9,5,29,15,9,53,44,10,40
79071,"CCA1349","ZBAA","ZGHA","36R",6,1940,1925,1946,"REN8BR",20140529,1180,1186,6,5,29,7,12,53,44,10,40
79072,"CCA1857","ZBAA","ZSSS","1",8,1935,1930,1943,"LAD8E",20140529,1175,1183,8,5,29,15,9,53,44,10,40
79073,"CSN6163","ZBAA","ZSHC","36R",18,1930,1905,1944,"LAD8AR",20140529,1170,1184,14,5,29,15,9,53,44,10,40
79074,"CCA4136","ZBAA","ZUCK","36R",3,1929,1930,1932,"SOS8BR",20140529,1169,1172,3,5,29,15,9,53,44,10,40
79075,"CES2118","ZBAA","ZLXY","36L",22,1921,1900,1930,"SOS8AL",20140529,1161,1170,9,5,29,15,9,53,44,10,40
79076,"GDC7127","ZBAA","ZYHB","36R",25,1917,1910,1931,"YV8AR",20140529,1157,1171,14,5,29,15,9,53,44,10,40
79077,"CCA1581","ZBAA","ZSCN","1",1,1912,1915,1931,"LAD8E",20140529,1152,1171,19,5,29,15,9,53,44,10,40
79078,"CES5124","ZBAA","ZSSS","36R",21,1926,1900,1934,"LAD8AR",20140529,1166,1174,8,5,29,15,9,53,44,10,40
79079,"CDG1152","ZBAA","ZSJN","1",2,1930,1920,1935,"LAD8E",20140529,1170,1175,5,5,29,15,9,53,44,10,40
79080,"CSN315","ZBAA","RKSI","36R",20,1911,1910,1927,"LAD8AR",20140529,1151,1167,16,5,29,16,11,53,44,10,40
79081,"CCA137","ZBAA","RKSS","1",7,1844,1845,1924,"LAD8E",20140529,1124,1164,40,5,29,16,11,53,44,10,40
79082,"CCA1706","ZBAA","ZSHC","1",1,1854,1850,1923,"LAD8E",20140529,1134,1163,29,5,29,16,11,53,44,10,40
79083,"CCA4110","ZBAA","ZUUU","36R",3,1905,1900,1923,"SOS8BR",20140529,1145,1163,18,5,29,16,11,53,44,10,40
79084,"CCA1139","ZBAA","ZBYC","36R",3,1911,1910,1925,"SOS8BR",20140529,1151,1165,14,5,29,16,11,53,44,10,40
79085,"CES5130","ZBAA","ZSPD","36R",21,1914,1900,1929,"LAD8AR",20140529,1154,1169,15,5,29,16,11,53,44,10,40
79086,"CSN3140","ZBAA","ZHHH","36L",21,1920,1915,1929,"REN8AL",20140529,1160,1169,9,5,29,16,11,53,44,10,40
79087,"CCA1281","ZBAA","ZBCF","1",3,1919,1920,1929,"YV8C",20140529,1159,1169,10,5,29,16,11,53,44,10,40
79088,"CCA1537","ZBAA","ZSNB","36R",2,1904,1805,1922,"LAD8AR",20140529,1144,1162,18,5,29,16,11,53,44,10,40
79089,"CCA1261","ZBAA","ZLXN","36R",2,1851,1840,1916,"SOS8BR",20140529,1131,1156,25,5,29,16,11,53,44,10,40
79090,"CCA1455","ZBAA","ZUMY","36R",4,1851,1810,1917,"SOS8BR",20140529,1131,1157,26,5,29,16,11,53,44,10,40
79091,"CHH7141","ZBAA","ZUUU","36L",25,1904,1710,1916,"SOS8AL",20140529,1144,1156,12,5,29,16,11,53,44,10,40
79092,"CCA1593","ZBAA","ZSYT","1",2,1844,1840,1916,"TON8B",20140529,1124,1156,32,5,29,16,11,53,44,10,40
79093,"CSN6716","ZBAA","ZJSY","36L",17,1908,1900,1917,"REN8AL",20140529,1148,1157,9,5,29,16,11,53,44,10,40
79094,"UAL898","ZBAA","KIAD","36R",9,1846,1825,1914,"YV8AR",20140529,1126,1154,28,5,29,15,12,53,44,10,40
79095,"KAL830","ZBAA","RKPK","1",20,1837,1835,1920,"LAD8E",20140529,1117,1160,43,5,29,16,11,53,44,10,40
79096,"CCA1647","ZBAA","ZYCC","36R",1,1902,1840,1920,"YV8AR",20140529,1142,1160,18,5,29,16,11,53,44,10,40
79097,"CCA1885","ZBAA","ZSSS","1",1,1837,1830,1911,"LAD8E",20140529,1117,1151,34,5,29,15,12,53,44,10,40
79098,"CXA8172","ZBAA","ZSFZ","36R",22,1829,1740,1903,"LAD8AR",20140529,1109,1143,34,5,29,15,12,53,44,10,40
79099,"CES5166","ZBAA","ZSSS","36R",18,1848,1830,1908,"LAD8AR",20140529,1128,1148,20,5,29,15,12,53,44,10,40
79100,"CCA107","ZBAA","VHHH","36R",6,1834,1830,1906,"REN8BR",20140529,1114,1146,32,5,29,15,12,53,44,10,40
79101,"CES5188","ZBAA","ZSCN","1",22,1820,1815,1908,"LAD8E",20140529,1100,1148,48,5,29,15,12,53,44,10,40
79102,"CSN3122","ZBAA","ZGGG","36L",21,1901,1730,1910,"REN8AL",20140529,1141,1150,9,5,29,15,12,53,44,10,40
79103,"CCA1551","ZBAA","ZSTX","1",1,1829,1835,1913,"LAD8E",20140529,1109,1153,44,5,29,15,12,53,44,10,40
79104,"CSN6150","ZBAA","ZYCC","36R",22,1856,1840,1910,"YV8AR",20140529,1136,1150,14,5,29,15,12,53,44,10,40
79105,"CCA4144","ZBAA","ZUCK","36R",6,1841,1830,1911,"SOS8BR",20140529,1121,1151,30,5,29,15,12,53,44,10,40
79106,"CCA1811","ZBAA","ZSWZ","1",1,1836,1755,1903,"LAD8E",20140529,1116,1143,27,5,29,15,12,53,44,10,40
79107,"CHH7601","ZBAA","ZSSS","36R",24,1830,1745,1854,"LAD8AR",20140529,1110,1134,24,5,29,12,11,44,46,8,45
79108,"CSN3100","ZBAA","ZGGG","36L",21,1842,1830,1856,"REN8AL",20140529,1122,1136,14,5,29,12,11,44,46,8,45
79109,"CXA8106","ZBAA","ZSAM","36R",22,1821,1825,1856,"LAD8AR",20140529,1101,1136,35,5,29,12,11,44,46,8,45
79110,"CCA823","ZBAA","VTCC","36R",11,1826,1825,1857,"SOS8BR",20140529,1106,1137,31,5,29,12,11,44,46,8,45
79111,"CCA1359","ZBAA","ZGDY","36R",4,1833,1835,1900,"REN8BR",20140529,1113,1140,27,5,29,15,12,53,44,10,40
79112,"CCA1625","ZBAA","ZYTX","1",2,1846,1840,1901,"CDY8B",20140529,1126,1141,15,5,29,15,12,53,44,10,40
79113,"BJN882","ZBAA","RKSS","36R",16,1845,1840,1859,"TON8AR",20140529,1125,1139,14,5,29,12,11,44,46,8,45
79114,"CES2416","ZBAA","ZLLL","36L",22,1844,1845,1900,"SOS8AL",20140529,1124,1140,16,5,29,15,12,53,44,10,40
79115,"CCA1239","ZBAA","ZLLL","36R",3,1835,1835,1905,"SOS8BR",20140529,1115,1145,30,5,29,15,12,53,44,10,40
79116,"CES5706","ZBAA","ZPPP","36L",22,1839,1815,1852,"SOS8AL",20140529,1119,1132,13,5,29,12,11,44,46,8,45
79117,"CES2673","ZBAA","ZYCC","36R",22,1814,1805,1845,"YV8AR",20140529,1094,1125,31,5,29,12,11,44,46,8,45
79118,"CSN3154","ZBAA","ZGSZ","36L",18,1823,1800,1847,"REN8AL",20140529,1103,1127,24,5,29,12,11,44,46,8,45
79119,"CCA1263","ZBAA","ZLIC","36R",4,1825,1820,1848,"SOS8BR",20140529,1105,1128,23,5,29,12,11,44,46,8,45
79120,"CCA909","ZBAA","UUEE","1",30,1704,1345,1850,"YV8C",20140529,1024,1130,106,5,29,12,11,44,46,8,45
79121,"ACA032","ZBAA","CYYZ","36R",8,1818,1805,1852,"YV8AR",20140529,1098,1132,34,5,29,12,11,44,46,8,45
79122,"CES5120","ZBAA","ZSSS","36R",18,1831,700,1850,"LAD8AR",20140529,1111,1130,19,5,29,12,11,44,46,8,45
79123,"CCA1895","ZBAA","ZGSZ","36R",5,1757,1730,1839,"REN8BR",20140529,1077,1119,42,5,29,10,12,44,46,15,45
79124,"CCA117","ZBAA","VHHH","36R",7,1740,1730,1831,"REN8BR",20140529,1060,1111,51,5,29,10,12,44,46,15,45
79125,"CXA8122","ZBAA","ZSWY","36R",22,1813,1810,1836,"LAD8AR",20140529,1093,1116,23,5,29,10,12,44,46,15,45
79126,"CSN3148","ZBAA","ZGHA","36L",22,1828,1810,1836,"REN8AL",20140529,1108,1116,8,5,29,10,12,44,46,15,45
79127,"CES2781","ZBAA","ZYJX","36R",18,1814,1800,1838,"CDY8AR",20140529,1094,1118,24,5,29,10,12,44,46,15,45
79128,"CSN6948","ZBAA","ZLXY","36L",29,1829,1820,1840,"SOS8AL",20140529,1109,1120,11,5,29,10,12,44,46,15,45
79129,"CSN6992","ZBAA","ZLXN","36L",18,1831,1825,1839,"SOS8AL",20140529,1111,1119,8,5,29,10,12,44,46,15,45
79130,"CES2771","ZBAA","ZLIC","36L",22,1822,1815,1833,"SOS8AL",20140529,1102,1113,11,5,29,10,12,44,46,15,45
79131,"CCA1363","ZBAA","ZGHA","36R",4,1745,1740,1822,"REN32D",20140529,1065,1102,37,5,29,9,12,44,46,12,45
79132,"CCA1435","ZBAA","ZUCK","36R",3,1752,1635,1825,"SOS8BR",20140529,1072,1105,33,5,29,9,12,44,46,12,45
79133,"CSN6106","ZBAA","ZYTX","36R",21,1812,1805,1824,"CDY8AR",20140529,1092,1104,12,5,29,9,12,44,46,12,45
79134,"CCA1575","ZBAA","ZSQD","1",2,1822,1820,1825,"TON8B",20140529,1102,1105,3,5,29,9,12,44,46,12,45
79135,"CCA941","ZBAA","OMDB","36R",10,1741,1740,1830,"SOS8BR",20140529,1061,1110,49,5,29,10,12,44,46,15,45
79136,"CCA4104","ZBAA","ZUUU","36R",4,1800,1800,1826,"SOS8BR",20140529,1080,1106,26,5,29,9,12,44,46,12,45
79137,"CSN3862","ZBAA","ZGOW","36R",22,1754,1735,1828,"LAD8AR",20140529,1074,1108,34,5,29,9,12,44,46,12,45
79138,"CSC8832","ZBAA","ZUCK","36R",3,1806,1800,1834,"SOS8BR",20140529,1086,1114,28,5,29,10,12,44,46,15,45
79139,"CHH7177","ZBAA","ZSHC","36R",25,1731,1730,1807,"LAD8AR",20140529,1051,1087,36,5,29,13,11,44,46,10,45
79140,"CSH9182","ZBAA","ZSHC","36R",21,1758,1750,1813,"LAD8AR",20140529,1078,1093,15,5,29,13,11,44,46,10,45
79141,"CES2116","ZBAA","ZLXY","36L",18,1806,1755,1811,"SOS8AL",20140529,1086,1091,5,5,29,13,11,44,46,10,45
79142,"CXA8108","ZBAA","ZSFZ","36R",21,1742,1605,1811,"LAD8AR",20140529,1062,1091,29,5,29,13,11,44,46,10,45
79143,"CHH7929","ZBAA","VTSP","36L",20,1814,1810,1821,"REN8AL",20140529,1094,1101,7,5,29,9,12,44,46,12,45
79144,"CES5122","ZBAA","ZSSS","36R",21,1804,1800,1820,"LAD8AR",20140529,1084,1100,16,5,29,9,12,44,46,12,45
79145,"CCA1235","ZBAA","ZLXY","36R",6,1741,1725,1818,"SOS8BR",20140529,1061,1098,37,5,29,9,12,44,46,12,45
79146,"AAR316","ZBAA","RKPK","1",12,1704,1650,1758,"TON8B",20140529,1024,1078,54,5,29,16,11,51,46,10,49
79147,"CCA1111","ZBAA","ZBHH","36R",3,1735,1735,1801,"SOS8BR",20140529,1055,1081,26,5,29,13,11,44,46,10,45
79148,"AAR336","ZBAA","RKSI","1",11,1731,1710,1803,"TON8B",20140529,1051,1083,32,5,29,13,11,44,46,10,45
79149,"CCA1869","ZBAA","ZSLQ","1",5,1753,1750,1804,"LAD8E",20140529,1073,1084,11,5,29,13,11,44,46,10,45
79150,"CSN6134","ZBAA","ZYTL","36R",22,1731,1720,1803,"TON8AR",20140529,1051,1083,32,5,29,13,11,44,46,10,45
79151,"CSC8888","ZBAA","ZUUU","36R",4,1736,1725,1805,"SOS8BR",20140529,1056,1085,29,5,29,13,11,44,46,10,45
79152,"CCA8205","ZBAA","ZHHH","36R",6,1734,1725,1804,"REN8BR",20140529,1054,1084,30,5,29,13,11,44,46,10,45
79153,"CSN3961","ZBAA","ZGSZ","36L",22,1742,1700,1805,"REN8AL",20140529,1062,1085,23,5,29,13,11,44,46,10,45
79154,"CCA1681","ZBAA","ZYMD","1",5,1805,1805,1809,"CDY8B",20140529,1085,1089,4,5,29,13,11,44,46,10,45
79155,"CHH7287","ZBAA","ZLYL","36L",25,1753,2000,1759,"SOS8AL",20140529,1073,1079,6,5,29,16,11,51,46,10,49
79156,"CCA173","ZBAA","YSSY","1",6,1706,1650,1753,"TON8B",20140529,1026,1073,47,5,29,16,11,51,46,10,49
79157,"CHH7782","ZBAA","ZJHK","36L",25,1746,1530,1751,"REN8AL",20140529,1066,1071,5,5,29,16,11,51,46,10,49
79158,"TBA9862","ZBAA","ZLIC","36R",4,1727,1705,1752,"SOS8BR",20140529,1047,1072,25,5,29,16,11,51,46,10,49
79159,"CCA1823","ZBAA","ZHYC","36R",2,1729,1720,1754,"REN8BR",20140529,1049,1074,25,5,29,16,11,51,46,10,49
79160,"CSN6220","ZBAA","ZYHB","36R",22,1731,1725,1757,"YV8AR",20140529,1051,1077,26,5,29,16,11,51,46,10,49
79161,"CCA4142","ZBAA","ZUCK","36R",5,1730,1730,1756,"SOS8BR",20140529,1050,1076,26,5,29,16,11,51,46,10,49
79162,"CCA1855","ZBAA","ZSSS","1",1,1748,1730,1755,"LAD8E",20140529,1068,1075,7,5,29,16,11,51,46,10,49
79163,"CCA1503","ZBAA","ZSNJ","1",2,1751,1745,1801,"LAD8E",20140529,1071,1081,10,5,29,13,11,44,46,10,45
79164,"CSN6204","ZBAA","ZYHB","36R",22,1726,1620,1749,"YV8AR",20140529,1046,1069,23,5,29,16,11,51,46,10,49
79165,"CCA1135","ZBAA","ZBOW","36R",3,1721,1720,1744,"SOS8BR",20140529,1041,1064,23,5,29,10,12,51,46,14,49
79166,"CCD1611","ZBAA","ZYHB","1",1,1701,1700,1743,"YV8C",20140529,1021,1063,42,5,29,10,12,51,46,14,49
79167,"CCA159","ZBAA","RJGG","1",5,1706,1700,1745,"TON8B",20140529,1026,1065,39,5,29,16,11,51,46,10,49
79168,"THA615","ZBAA","VTBS","36R",8,1718,1705,1746,"REN8BR",20140529,1038,1066,28,5,29,16,11,51,46,10,49
79169,"CCA1897","ZBAA","ZSWX","1",2,1716,1715,1748,"LAD8E",20140529,1036,1068,32,5,29,16,11,51,46,10,49
79170,"CCA1549","ZBAA","ZSSS","1",1,1712,1630,1750,"LAD8E",20140529,1032,1070,38,5,29,16,11,51,46,10,49
79171,"AMU001","ZBAA","VMMC","36L",12,1658,1610,1746,"REN8AL",20140529,1018,1066,48,5,29,16,11,51,46,10,49
79172,"CES5298","ZBAA","ZBYN","36L",22,1741,1735,1748,"REN8AL",20140529,1061,1068,7,5,29,16,11,51,46,10,49
79173,"CXA8114","ZBAA","ZSQZ","36R",22,1643,1615,1733,"LAD8AR",20140529,1003,1053,50,5,29,10,12,51,46,14,49
79174,"CCA1825","ZBAA","ZSCG","36R",6,1718,1715,1734,"LAD8AR",20140529,1038,1054,16,5,29,10,12,51,46,14,49
79175,"CCA1425","ZBAA","ZUUU","36R",3,1659,1700,1736,"SOS8BR",20140529,1019,1056,37,5,29,10,12,51,46,14,49
79176,"CES5458","ZBAA","ZSHC","36R",22,1710,1705,1737,"LAD8AR",20140529,1030,1057,27,5,29,10,12,51,46,14,49
79177,"CCA183","ZBAA","RJTT","36R",10,1719,1710,1740,"TON8AR",20140529,1039,1060,21,5,29,10,12,51,46,14,49
79178,"CSZ9802","ZBAA","ZGSZ","36R",3,1654,1630,1738,"REN8BR",20140529,1014,1058,44,5,29,10,12,51,46,14,49
79179,"CCA421","ZBAA","RJAA","1",5,1659,1640,1742,"TON8B",20140529,1019,1062,43,5,29,10,12,51,46,14,49
79180,"FDX92","ZBAA","RKSI","36R",29,1714,1700,1742,"TON8AR",20140529,1034,1062,28,5,29,10,12,51,46,14,49
79181,"CCA1887","ZBAA","ZSJD","1",2,1650,1645,1724,"LAD8E",20140529,1010,1044,34,5,29,15,11,51,46,9,49
79182,"CES5280","ZBAA","ZSOF","36R",22,1701,1655,1725,"LAD8AR",20140529,1021,1045,24,5,29,15,11,51,46,9,49
79183,"CES2114","ZBAA","ZLXY","36L",22,1708,1655,1723,"SOS8AL",20140529,1028,1043,15,5,29,15,11,51,46,9,49
79184,"CSN3104","ZBAA","ZGGG","36R",21,1706,1530,1727,"REN8BR",20140529,1026,1047,21,5,29,15,11,51,46,9,49
79185,"CHH7105","ZBAA","ZUGY","36L",24,1724,1710,1728,"SOS8AL",20140529,1044,1048,4,5,29,15,11,51,46,9,49
79186,"CCD8906","ZBAA","ZYTL","1",1,1656,1635,1727,"TON8B",20140529,1016,1047,31,5,29,15,11,51,46,9,49
79187,"UAL88","ZBAA","KEWR","1",9,1652,1545,1729,"YV8C",20140529,1012,1049,37,5,29,15,11,51,46,9,49
79188,"CCA1473","ZBAA","ZGSD","36R",3,1632,1625,1716,"REN8BR",20140529,992,1036,44,5,29,15,11,51,46,9,49
79189,"HDA909","ZBAA","VHHH","36L",9,1659,1630,1716,"REN8AL",20140529,1019,1036,17,5,29,15,11,51,46,9,49
79190,"CHH7135","ZBAA","ZGHA","36L",24,1705,1705,1714,"REN8AL",20140529,1025,1034,9,5,29,10,12,51,46,16,49
79191,"CSN679","ZBAA","ZWWW","36L",18,1707,1705,1720,"SOS8AL",20140529,1027,1040,13,5,29,15,11,51,46,9,49
79192,"CCA1123","ZBAA","ZBTL","36R",6,1713,1710,1722,"YV8AR",20140529,1033,1042,9,5,29,15,11,51,46,9,49
79193,"CCA959","ZBAA","VTBS","36R",6,1654,1405,1718,"REN8BR",20140529,1014,1038,24,5,29,15,11,51,46,9,49
79194,"CCA1507","ZBAA","ZSYA","1",2,1648,1645,1719,"LAD8E",20140529,1008,1039,31,5,29,15,11,51,46,9,49
79195,"DAL188","ZBAA","KDTW","36R",20,1643,1650,1719,"YV8AR",20140529,1003,1039,36,5,29,15,11,51,46,9,49
79196,"CCA821","ZBAA","VTSP","36R",7,1708,1710,1723,"REN8BR",20140529,1028,1043,15,5,29,15,11,51,46,9,49
79197,"CCA1563","ZBAA","ZSHC","1",2,1709,1605,1713,"LAD8E",20140529,1029,1033,4,5,29,10,12,51,46,16,49
79198,"CES563","ZBAA","ZSPD","36R",18,1632,1620,1701,"LAD8AR",20140529,992,1021,29,5,29,10,12,51,46,16,49
79199,"SIA807","ZBAA","WSSS","36R",8,1635,1635,1703,"REN8BR",20140529,995,1023,28,5,29,10,12,51,46,16,49
79200,"CCA175","ZBAA","ZSPD","1",5,1626,1600,1702,"LAD8E",20140529,986,1022,36,5,29,10,12,51,46,16,49
79201,"CES5118","ZBAA","ZSSS","36R",22,1638,1600,1705,"LAD8AR",20140529,998,1025,27,5,29,10,12,51,46,16,49
