"","X.1","X","航班号","起飞机场","目的机场","rwy","ramp","pb_time","s_dep_time","a_dep_time","mission_full_date","time_pushback","time_takeoff_real","dep_taxi","mission_month","mission_date","dep_window_per15","dep_window_per60","dep_36r_in_cluster","dep_36r_per_dep","arr_36r_per_dep"
"6550",6550,6550,"CES2812","ZBAA","ZSNJ","36R","234",1155,1150,1232,20140210,715,752,"37",2,10,915,229,1,27,6
"6551",6551,6551,"B8166","ZBAA","RJTT","36R","628",1155,1200,1229,20140210,715,749,"34",2,10,914,229,1,27,6
"6553",6553,6553,"CCA1323","ZBAA","ZGSD","36R","330",1159,1205,1230,20140210,719,750,"31",2,10,915,229,1,27,6
"6554",6554,6554,"CCA1339","ZBAA","ZGGG","36R","303",1205,1200,1235,20140210,725,755,"30",2,10,915,229,1,27,6
"6556",6556,6556,"CCA1881","ZBAA","ZGBH","36R","306",1140,1145,1214,20140210,700,734,"34",2,10,913,229,1,27,6
"6557",6557,6557,"KAL2852","ZBAA","RKSS","36R","212",1141,1145,1219,20140210,701,739,"38",2,10,914,229,1,27,6
"6560",6560,6560,"CCA1313","ZBAA","ZGSZ","36R","329",1135,1130,1218,20140210,695,738,"43",2,10,914,229,1,27,6
"6562",6562,6562,"CSN6220","ZBAA","ZYHB","36R","228",1144,1135,1221,20140210,704,741,"37",2,10,914,229,1,27,6
"6563",6563,6563,"CCA1237","ZBAA","ZBYC","36R","328",1149,1145,1223,20140210,709,743,"34",2,10,914,229,1,27,6
"6565",6565,6565,"CCA1475","ZBAA","ZHHH","36R","323",1122,1125,1208,20140210,682,728,"46",2,10,913,229,1,27,6
"6566",6566,6566,"CSN6146","ZBAA","ZYCC","36R","238",1123,1125,1205,20140210,683,725,"42",2,10,913,229,1,27,6
"6567",6567,6567,"CCA4130","ZBAA","ZUCK","36R","326",1127,1130,1206,20140210,687,726,"39",2,10,913,229,1,27,6
"6573",6573,6573,"CSC8882","ZBAA","ZUUU","36R","337",1119,1120,1200,20140210,679,720,"41",2,10,913,229,1,27,6
"6574",6574,6574,"DAH3061","ZBAA","DAAG","36R","214",1101,850,1158,20140210,661,718,"57",2,10,912,228,0,13,17
"6575",6575,6575,"CES2802","ZBAA","ZSNJ","36R","227",1104,1045,1156,20140210,664,716,"52",2,10,912,228,0,13,17
"6578",6578,6578,"CSC8830","ZBAA","ZUCK","36R","319",1059,1040,1146,20140210,659,706,"47",2,10,912,228,0,13,17
"6580",6580,6580,"CSN6214","ZBAA","ZYDQ","36R","233",1049,1040,1151,20140210,649,711,"62",2,10,912,228,0,13,17
"6581",6581,6581,"CCA1315","ZBAA","ZGGG","36R","308",1104,1100,1152,20140210,664,712,"48",2,10,912,228,0,13,17
"6582",6582,6582,"CCA4102","ZBAA","ZUUU","36R","335",1106,1100,1155,20140210,666,715,"49",2,10,912,228,0,13,17
"6583",6583,6583,"KAL880","ZBAA","RKPC","36R","209",1048,1050,1132,20140210,648,692,"44",2,10,911,228,0,13,17
"6588",6588,6588,"CES5170","ZBAA","ZSOF","36R","229",1050,1050,1140,20140210,650,700,"50",2,10,911,228,0,13,17
"6595",6595,6595,"CES5196","ZBAA","ZSQD","36R","802",2155,2115,2214,20140209,1315,1334,"19",2,9,857,215,1,12,15
"6598",6598,6598,"KAL854","ZBAA","RKSI","36R","208",2155,2125,2212,20140209,1315,1332,"17",2,9,857,215,1,12,15
"6600",6600,6600,"CES2912","ZBAA","ZSWX","36R","235",2159,2210,2217,20140209,1319,1337,"18",2,9,858,215,1,12,15
"6602",6602,6602,"CSN6138","ZBAA","ZYTL","36R","231",2153,2145,2204,20140209,1313,1324,"11",2,9,857,215,1,12,15
"6603",6603,6603,"CSC8834","ZBAA","ZUCK","36R","319",2157,2200,2205,20140209,1317,1325,"8",2,9,857,215,1,12,15
"6605",6605,6605,"CCA1363","ZBAA","ZGHA","36R","307",2137,1740,2147,20140209,1297,1307,"10",2,9,856,214,1,20,8
"6606",6606,6606,"CSN6142","ZBAA","ZYCC","36R","227",2114,2120,2144,20140209,1274,1304,"30",2,9,855,214,1,20,8
"6607",6607,6607,"CSN6154","ZBAA","ZYYJ","36R","237",2129,2125,2146,20140209,1289,1306,"17",2,9,856,214,1,20,8
"6608",6608,6608,"CES5128","ZBAA","ZSSS","36R","807",2137,2100,2150,20140209,1297,1310,"13",2,9,856,214,1,20,8
"6609",6609,6609,"CES5134","ZBAA","ZSWZ","36R","240",2135,2130,2149,20140209,1295,1309,"14",2,9,856,214,1,20,8
"6611",6611,6611,"CHH7195","ZBAA","ZSFZ","36R","111",2138,2120,2152,20140209,1298,1312,"14",2,9,856,214,1,20,8
"6613",6613,6613,"CCA8209","ZBAA","ZHHH","36R","323",2152,2125,2159,20140209,1312,1319,"7",2,9,856,214,1,20,8
"6614",6614,6614,"CSC8890","ZBAA","ZUUU","36R","320",2112,2025,2131,20140209,1272,1291,"19",2,9,855,214,1,20,8
"6615",6615,6615,"CHH7289","ZBAA","ZYJM","36R","114",2058,2100,2133,20140209,1258,1293,"35",2,9,855,214,1,20,8
"6616",6616,6616,"CCA4174","ZBAA","ZPPP","36R","321",2120,2105,2134,20140209,1280,1294,"14",2,9,855,214,1,20,8
"6619",6619,6619,"HDA975","ZBAA","VHHH","36R","522",2124,2100,2137,20140209,1284,1297,"13",2,9,855,214,1,20,8
"6620",6620,6620,"CXA8170","ZBAA","ZSAM","36R","221",2106,2110,2140,20140209,1266,1300,"34",2,9,855,214,1,20,8
"6624",6624,6624,"CHH7269","ZBAA","ZYCC","36R","107",2045,2045,2128,20140209,1245,1288,"43",2,9,854,214,1,20,8
"6625",6625,6625,"CSZ9822","ZBAA","ZGSZ","36R","326",2106,2105,2130,20140209,1266,1290,"24",2,9,855,214,1,20,8
"6630",6630,6630,"CSH9106","ZBAA","ZSSS","36R","236",2041,2030,2116,20140209,1241,1276,"35",2,9,854,214,1,20,8
"6632",6632,6632,"CCA983","ZBAA","KLAX","36R","531",2101,2100,2118,20140209,1261,1278,"17",2,9,854,214,1,20,8
"6634",6634,6634,"CCA4118","ZBAA","ZUUU","36R","335",2102,2100,2123,20140209,1262,1283,"21",2,9,854,214,1,20,8
"6639",6639,6639,"CSC8832","ZBAA","ZUCK","36R","351",2055,1620,2107,20140209,1255,1267,"12",2,9,853,214,1,20,8
"6640",6640,6640,"CCA1143","ZBAA","ZBDS","36R","461",2057,2105,2109,20140209,1257,1269,"12",2,9,853,214,1,20,8
"6642",6642,6642,"CES271","ZBAA","ZSPD","36R","801",2036,1355,2053,20140209,1236,1253,"17",2,9,852,213,1,29,5
"6643",6643,6643,"CCA1107","ZBAA","ZBOW","36R","309",2035,2020,2052,20140209,1235,1252,"17",2,9,852,213,1,29,5
"6648",6648,6648,"CES5126","ZBAA","ZSSS","36R","219",2043,2000,2059,20140209,1243,1259,"16",2,9,852,213,1,29,5
"6649",6649,6649,"CES5172","ZBAA","ZSOF","36R","806",2041,2025,2102,20140209,1241,1262,"21",2,9,853,214,1,20,8
"6650",6650,6650,"CCA1307","ZBAA","ZGSZ","36R","324",2039,2030,2055,20140209,1239,1255,"16",2,9,852,213,1,29,5
"6652",6652,6652,"CCA1105","ZBAA","ZBHH","36R","453",2025,1920,2045,20140209,1225,1245,"20",2,9,852,213,1,29,5
"6653",6653,6653,"CCA4166","ZBAA","ZUGY","36R","330",2029,2010,2047,20140209,1229,1247,"18",2,9,852,213,1,29,5
"6654",6654,6654,"CES2312","ZBAA","ZYTL","36R","239",2026,1950,2048,20140209,1226,1248,"22",2,9,852,213,1,29,5
"6656",6656,6656,"CCA986","ZBAA","ZUCK","36R","532",2029,2030,2049,20140209,1229,1249,"20",2,9,852,213,1,29,5
"6659",6659,6659,"CCA1205","ZBAA","ZLXY","36R","322",2023,2025,2037,20140209,1223,1237,"14",2,9,851,213,1,29,5
"6662",6662,6662,"CES5704","ZBAA","ZSJG","36R","814",2021,2020,2036,20140209,1221,1236,"15",2,9,851,213,1,29,5
"6666",6666,6666,"CCA821","ZBAA","VTSP","36R","462",2017,2005,2034,20140209,1217,1234,"17",2,9,851,213,1,29,5
"6669",6669,6669,"CCA4120","ZBAA","ZUUU","36R","329",2016,1930,2028,20140209,1216,1228,"12",2,9,850,213,1,29,5
"6671",6671,6671,"CCA1714","ZBAA","ZSHC","36R","337",2018,2005,2032,20140209,1218,1232,"14",2,9,851,213,1,29,5
"6672",6672,6672,"CES2842","ZBAA","ZSNJ","36R","237",2008,1945,2023,20140209,1208,1223,"15",2,9,850,213,1,29,5
"6673",6673,6673,"CNM1101","ZBAA","ZBHH","36R","301",2006,2005,2022,20140209,1206,1222,"16",2,9,850,213,1,29,5
"6677",6677,6677,"CES2073","ZBAA","ZSLY","36R","803",2010,1955,2026,20140209,1210,1226,"16",2,9,850,213,1,29,5
"6679",6679,6679,"CCA179","ZBAA","RPLL","36R","456",2003,2000,2020,20140209,1203,1220,"17",2,9,850,213,1,29,5
"6681",6681,6681,"CBJ5351","ZBAA","ZSHC","36R","116",1956,1925,2012,20140209,1196,1212,"16",2,9,849,213,1,29,5
"6682",6682,6682,"CCA979","ZBAA","VTBS","36R","512",1952,1945,2014,20140209,1192,1214,"22",2,9,849,213,1,29,5
"6683",6683,6683,"CCA1295","ZBAA","ZWWW","36R","334",1958,2000,2016,20140209,1198,1216,"18",2,9,850,213,1,29,5
"6684",6684,6684,"CCA4106","ZBAA","ZUUU","36R","331",1957,2000,2017,20140209,1197,1217,"20",2,9,850,213,1,29,5
"6685",6685,6685,"CXA8120","ZBAA","ZSFZ","36R","234",2005,1935,2019,20140209,1205,1219,"14",2,9,850,213,1,29,5
"6688",6688,6688,"CES7388","ZBAA","ZSCN","36R","229",1944,1130,2007,20140209,1184,1207,"23",2,9,849,213,1,29,5
"6689",6689,6689,"HDA903","ZBAA","VHHH","36R","525",1942,1930,2003,20140209,1182,1203,"21",2,9,849,213,1,29,5
"6691",6691,6691,"CSN6150","ZBAA","ZYCC","36R","239",1940,1900,2010,20140209,1180,1210,"30",2,9,849,213,1,29,5
"6692",6692,6692,"CSC8892","ZBAA","ZUUU","36R","319",1955,1950,2011,20140209,1195,1211,"16",2,9,849,213,1,29,5
"6693",6693,6693,"CCA1217","ZBAA","ZLIC","36R","325",1946,1950,2008,20140209,1186,1208,"22",2,9,849,213,1,29,5
"6696",6696,6696,"CCA1139","ZBAA","ZBYC","36R","354",1940,1905,2001,20140209,1180,1201,"21",2,9,849,213,1,29,5
"6697",6697,6697,"CSN6216","ZBAA","ZYDQ","36R","233",1937,1910,2002,20140209,1177,1202,"25",2,9,849,213,1,29,5
"6698",6698,6698,"CES5159","ZBAA","ZSLG","36R","230",1932,1940,1959,20140209,1172,1199,"27",2,9,848,212,1,21,12
"6700",6700,6700,"CCA1341","ZBAA","ZHHH","36R","408",1937,1935,1958,20140209,1177,1198,"21",2,9,848,212,1,21,12
"6702",6702,6702,"CES763","ZBAA","PGSN","36R","809",1927,1910,1949,20140209,1167,1189,"22",2,9,848,212,1,21,12
"6703",6703,6703,"CCA4136","ZBAA","ZUCK","36R","353",1933,1930,1947,20140209,1173,1187,"14",2,9,848,212,1,21,12
"6706",6706,6706,"CCA1145","ZBAA","ZBYN","36R","466",1934,1930,1953,20140209,1174,1193,"19",2,9,848,212,1,21,12
"6708",6708,6708,"CCA1349","ZBAA","ZGHA","36R","328",1911,1915,1936,20140209,1151,1176,"25",2,9,847,212,1,21,12
"6710",6710,6710,"CES5124","ZBAA","ZSSS","36R","221",1921,1900,1942,20140209,1161,1182,"21",2,9,847,212,1,21,12
"6711",6711,6711,"CSC8894","ZBAA","ZUUU","36R","335",1917,1920,1940,20140209,1157,1180,"23",2,9,847,212,1,21,12
"6712",6712,6712,"CCA1305","ZBAA","ZGSZ","36R","336",1928,1830,1945,20140209,1168,1185,"17",2,9,848,212,1,21,12
"6714",6714,6714,"CSZ9832","ZBAA","ZGSZ","36R","321",1917,1915,1939,20140209,1157,1179,"22",2,9,847,212,1,21,12
"6716",6716,6716,"CSN315","ZBAA","RKSI","36R","207",1913,1915,1928,20140209,1153,1168,"15",2,9,846,212,1,21,12
"6718",6718,6718,"CSN6163","ZBAA","ZSHC","36R","805",1912,1910,1932,20140209,1152,1172,"20",2,9,847,212,1,21,12
"6721",6721,6721,"CES5130","ZBAA","ZSPD","36R","237",1912,1905,1937,20140209,1152,1177,"25",2,9,847,212,1,21,12
"6722",6722,6722,"GDC7101","ZBAA","ZBLA","36R","103",1905,1910,1921,20140209,1145,1161,"16",2,9,846,212,1,21,12
"6724",6724,6724,"CCA1465","ZBAA","ZGNN","36R","409",1914,1610,1926,20140209,1154,1166,"12",2,9,846,212,1,21,12
"6725",6725,6725,"CCA4110","ZBAA","ZUUU","36R","326",1900,1900,1915,20140209,1140,1155,"15",2,9,846,212,1,21,12
"6726",6726,6726,"FDX87","ZBAA","ZSPD","36R","N108",1906,1645,1925,20140209,1146,1165,"19",2,9,846,212,1,21,12
"6728",6728,6728,"CCA825","ZBAA","VDSR","36R","464",1850,1845,1908,20140209,1130,1148,"18",2,9,845,212,1,21,12
"6730",6730,6730,"CCA4198","ZBAA","ZUUU","36R","320",1855,1845,1914,20140209,1135,1154,"19",2,9,845,212,1,21,12
"6734",6734,6734,"CCA107","ZBAA","VHHH","36R","454",1844,1830,1900,20140209,1124,1140,"16",2,9,845,212,1,21,12
"6736",6736,6736,"CES5122","ZBAA","ZSSS","36R","224",1843,1800,1903,20140209,1123,1143,"20",2,9,845,212,1,21,12
"6737",6737,6737,"CXA8172","ZBAA","ZSFZ","36R","231",1836,1740,1856,20140209,1116,1136,"20",2,9,844,211,1,19,13
"6740",6740,6740,"KAL850","ZBAA","RKPK","36R","216",1838,1840,1849,20140209,1118,1129,"11",2,9,844,211,1,19,13
"6742",6742,6742,"CCA4144","ZBAA","ZUCK","36R","324",1843,1830,1851,20140209,1123,1131,"8",2,9,844,211,1,19,13
"6744",6744,6744,"CES2992","ZBAA","ZSWX","36R","223",1831,1835,1845,20140209,1111,1125,"14",2,9,844,211,1,19,13
"6747",6747,6747,"CSN6134","ZBAA","ZYTL","36R","238",1814,1815,1836,20140209,1094,1116,"22",2,9,843,211,1,19,13
"6748",6748,6748,"CXA8106","ZBAA","ZSAM","36R","221",1824,1825,1839,20140209,1104,1119,"15",2,9,843,211,1,19,13
"6750",6750,6750,"CCA1891","ZBAA","ZJSY","36R","507",1823,1810,1841,20140209,1103,1121,"18",2,9,843,211,1,19,13
"6751",6751,6751,"HDA993","ZBAA","VHHH","36R","521",1829,1830,1846,20140209,1109,1126,"17",2,9,844,211,1,19,13
"6753",6753,6753,"GDC7193","ZBAA","ZSCN","36R","108",1809,1800,1826,20140209,1089,1106,"17",2,9,842,211,1,19,13
"6755",6755,6755,"CXA8122","ZBAA","ZSWY","36R","227",1814,1810,1830,20140209,1094,1110,"16",2,9,843,211,1,19,13
"6756",6756,6756,"CCA1309","ZBAA","ZGGG","36R","331",1816,1815,1827,20140209,1096,1107,"11",2,9,842,211,1,19,13
"6757",6757,6757,"CSN3907","ZBAA","ZSSS","36R","235",1813,1805,1833,20140209,1093,1113,"20",2,9,843,211,1,19,13
"6758",6758,6758,"CCA1455","ZBAA","ZUMY","36R","332",1804,1810,1814,20140209,1084,1094,"10",2,9,841,211,1,19,13
"6761",6761,6761,"CSN6106","ZBAA","ZYTX","36R","219",1813,1810,1823,20140209,1093,1103,"10",2,9,842,211,1,19,13
"6762",6762,6762,"CCA1867","ZBAA","ZSFY","36R","403",1813,1715,1821,20140209,1093,1101,"8",2,9,842,211,1,19,13
"6766",6766,6766,"CCA1263","ZBAA","ZLIC","36R","452",1741,1730,1801,20140209,1061,1081,"20",2,9,841,211,1,19,13
"6767",6767,6767,"CCA969","ZBAA","WSSS","36R","513",1741,1525,1804,20140209,1061,1084,"23",2,9,841,211,1,19,13
"6769",6769,6769,"CCA4104","ZBAA","ZUUU","36R","330",1800,1800,1807,20140209,1080,1087,"7",2,9,841,211,1,19,13
"6771",6771,6771,"DAL188","ZBAA","KDTW","36R","217",1753,1750,1812,20140209,1073,1092,"19",2,9,841,211,1,19,13
"6772",6772,6772,"CCA941","ZBAA","OMDB","36R","455",1744,1740,1754,20140209,1064,1074,"10",2,9,840,210,1,18,13
"6775",6775,6775,"CHH7601","ZBAA","ZSSS","36R","107",1738,1735,1753,20140209,1058,1073,"15",2,9,840,210,1,18,13
"6776",6776,6776,"CCA117","ZBAA","VHHH","36R","533",1740,1730,1757,20140209,1060,1077,"17",2,9,840,210,1,18,13
"6781",6781,6781,"CCA1359","ZBAA","ZGDY","36R","414",1737,1740,1751,20140209,1057,1071,"14",2,9,840,210,1,18,13
"6784",6784,6784,"CSN3862","ZBAA","ZGOW","36R","234",1729,1710,1750,20140209,1049,1070,"21",2,9,840,210,1,18,13
"6787",6787,6787,"CCA4142","ZBAA","ZUCK","36R","333",1733,1730,1749,20140209,1053,1069,"16",2,9,840,210,1,18,13
"6789",6789,6789,"CSC8888","ZBAA","ZUUU","36R","335",1721,1720,1733,20140209,1041,1053,"12",2,9,839,210,1,18,13
"6791",6791,6791,"CCA1235","ZBAA","ZLXY","36R","334",1726,1725,1736,20140209,1046,1056,"10",2,9,839,210,1,18,13
"6797",6797,6797,"HDA909","ZBAA","VHHH","36R","525",1729,1630,1740,20140209,1049,1060,"11",2,9,839,210,1,18,13
"6800",6800,6800,"CES563","ZBAA","ZSPD","36R","811",1701,1620,1720,20140209,1021,1040,"19",2,9,838,210,1,18,13
"6802",6802,6802,"THA615","ZBAA","VTBS","36R","512",1711,1705,1725,20140209,1031,1045,"14",2,9,838,210,1,18,13
"6805",6805,6805,"CCA8205","ZBAA","ZHHH","36R","328",1723,1725,1729,20140209,1043,1049,"6",2,9,838,210,1,18,13
"6806",6806,6806,"AMU001","ZBAA","VMMC","36R","519",1713,1610,1727,20140209,1033,1047,"14",2,9,838,210,1,18,13
"6808",6808,6808,"CES5120","ZBAA","ZSSS","36R","224",1703,1700,1714,20140209,1023,1034,"11",2,9,837,210,1,18,13
"6809",6809,6809,"CCA1823","ZBAA","ZHYC","36R","325",1703,1705,1713,20140209,1023,1033,"10",2,9,837,210,1,18,13
"6811",6811,6811,"CSZ9802","ZBAA","ZGSZ","36R","321",1706,1635,1719,20140209,1026,1039,"13",2,9,838,210,1,18,13
"6812",6812,6812,"CSN6218","ZBAA","ZYHB","36R","221",1659,1700,1709,20140209,1019,1029,"10",2,9,837,210,1,18,13
"6815",6815,6815,"CSN6122","ZBAA","ZYTL","36R","235",1650,1555,1659,20140209,1010,1019,"9",2,9,836,209,1,17,15
"6817",6817,6817,"CCA1425","ZBAA","ZUUU","36R","327",1659,1700,1706,20140209,1019,1026,"7",2,9,837,210,1,18,13
"6822",6822,6822,"CCA1327","ZBAA","ZGGG","36R","454",1636,1400,1647,20140209,996,1007,"11",2,9,836,209,1,17,15
"6825",6825,6825,"CSN6204","ZBAA","ZYHB","36R","227",1637,1640,1649,20140209,997,1009,"12",2,9,836,209,1,17,15
"6826",6826,6826,"CCA1135","ZBAA","ZBOW","36R","412",1649,1650,1655,20140209,1009,1015,"6",2,9,836,209,1,17,15
"6828",6828,6828,"CXA8108","ZBAA","ZSFZ","36R","226",1646,1600,1653,20140209,1006,1013,"7",2,9,836,209,1,17,15
"6830",6830,6830,"SIA807","ZBAA","WSSS","36R","510",1638,1640,1651,20140209,998,1011,"13",2,9,836,209,1,17,15
"6832",6832,6832,"CCA1435","ZBAA","ZUCK","36R","326",1632,1630,1639,20140209,992,999,"7",2,9,835,209,1,17,15
"6834",6834,6834,"CXA8114","ZBAA","ZSQZ","36R","240",1621,1605,1646,20140209,981,1006,"25",2,9,836,209,1,17,15
"6835",6835,6835,"CCA1473","ZBAA","ZGSD","36R","410",1630,1625,1644,20140209,990,1004,"14",2,9,835,209,1,17,15
"6838",6838,6838,"CSN377","ZBAA","ZSAM","36R","812",1609,1610,1642,20140209,969,1002,"33",2,9,835,209,1,17,15
"6839",6839,6839,"CES743","ZBAA","ZSQD","36R","806",1610,1520,1634,20140209,970,994,"24",2,9,835,209,1,17,15
"6846",6846,6846,"CCA1407","ZBAA","ZUUU","36R","336",1609,1600,1631,20140209,969,991,"22",2,9,835,209,1,17,15
"6854",6854,6854,"CSN6108","ZBAA","ZYTX","36R","229",1553,1600,1616,20140209,953,976,"23",2,9,834,209,1,17,15
"6856",6856,6856,"CCA8215","ZBAA","ZHHH","36R","409",1602,1525,1620,20140209,962,980,"18",2,9,834,209,1,17,15
"6861",6861,6861,"CSN3104","ZBAA","ZGGG","36R","221",1536,1530,1605,20140209,936,965,"29",2,9,833,209,1,17,15
"6862",6862,6862,"CCA1221","ZBAA","ZLLL","36R","328",1546,1545,1611,20140209,946,971,"25",2,9,833,209,1,17,15
"6868",6868,6868,"CHH7013","ZBAA","ZSAM","36R","110",2304,2310,2320,20140202,1384,1400,"16",2,2,190,48,0,2,15
"6871",6871,6871,"CSN6180","ZBAA","ZYCC","36R","234",2258,2310,2306,20140202,1378,1386,"8",2,2,189,48,0,2,15
"6875",6875,6875,"CSN6202","ZBAA","ZYHB","36R","238",2229,2205,2241,20140202,1349,1361,"12",2,2,187,47,0,5,16
"6878",6878,6878,"ELY096","ZBAA","LLBG","36R","524",2211,2200,2226,20140202,1331,1346,"15",2,2,186,47,0,5,16
"6881",6881,6881,"CSC8834","ZBAA","ZUCK","36R","319",2154,2200,2200,20140202,1314,1320,"6",2,2,185,47,0,5,16
"6882",6882,6882,"CSN6110","ZBAA","ZYTX","36R","231",2148,2155,2204,20140202,1308,1324,"16",2,2,185,47,0,5,16
"6884",6884,6884,"CES5134","ZBAA","ZSWZ","36R","219",2153,2130,2209,20140202,1313,1329,"16",2,2,185,47,0,5,16
"6887",6887,6887,"CSN6154","ZBAA","ZYYJ","36R","226",2119,2125,2139,20140202,1279,1299,"20",2,2,183,46,1,20,10
"6888",6888,6888,"CXA8170","ZBAA","ZSAM","36R","234",2136,2110,2145,20140202,1296,1305,"9",2,2,184,46,1,20,10
"6889",6889,6889,"CSN6138","ZBAA","ZYTL","36R","224",2138,2145,2149,20140202,1298,1309,"11",2,2,184,46,1,20,10
"6892",6892,6892,"CSN3726","ZBAA","ZSYW","36R","230",2143,2155,2154,20140202,1303,1314,"11",2,2,184,46,1,20,10
"6893",6893,6893,"CXA8110","ZBAA","ZSFZ","36R","220",2145,2115,2156,20140202,1305,1316,"11",2,2,184,46,1,20,10
"6894",6894,6894,"KAL854","ZBAA","RKSI","36R","208",2126,2125,2141,20140202,1286,1301,"15",2,2,183,46,1,20,10
"6895",6895,6895,"CCA1331","ZBAA","ZHCC","36R","454",2120,2115,2133,20140202,1280,1293,"13",2,2,183,46,1,20,10
"6896",6896,6896,"CHH7195","ZBAA","ZSFZ","36R","103",2109,2120,2131,20140202,1269,1291,"22",2,2,183,46,1,20,10
"6897",6897,6897,"CSN6142","ZBAA","ZYCC","36R","232",2112,2120,2134,20140202,1272,1294,"22",2,2,183,46,1,20,10
"6900",6900,6900,"CES5196","ZBAA","ZSQD","36R","807",2116,2115,2138,20140202,1276,1298,"22",2,2,183,46,1,20,10
"6901",6901,6901,"CSZ9970","ZBAA","ZGSZ","36R","321",2127,2130,2136,20140202,1287,1296,"9",2,2,183,46,1,20,10
"6902",6902,6902,"CHH7289","ZBAA","ZYJM","36R","107",2100,2100,2121,20140202,1260,1281,"21",2,2,182,46,1,20,10
"6903",6903,6903,"CSZ9822","ZBAA","ZGSZ","36R","323",2102,2105,2120,20140202,1262,1280,"18",2,2,182,46,1,20,10
"6904",6904,6904,"CES5130","ZBAA","ZSPD","36R","228",2103,1905,2125,20140202,1263,1285,"22",2,2,182,46,1,20,10
"6906",6906,6906,"CCA1309","ZBAA","ZGGG","36R","331",2119,1815,2129,20140202,1279,1289,"10",2,2,182,46,1,20,10
"6909",6909,6909,"CHH7269","ZBAA","ZYCC","36R","111",2049,2045,2103,20140202,1249,1263,"14",2,2,181,46,1,20,10
"6910",6910,6910,"CHH7603","ZBAA","ZSSS","36R","110",2054,2050,2105,20140202,1254,1265,"11",2,2,181,46,1,20,10
"6912",6912,6912,"CCA4174","ZBAA","ZPPP","36R","332",2100,2105,2106,20140202,1260,1266,"6",2,2,181,46,1,20,10
"6914",6914,6914,"CES5128","ZBAA","ZSSS","36R","235",2055,2100,2113,20140202,1255,1273,"18",2,2,181,46,1,20,10
"6916",6916,6916,"CSC8892","ZBAA","ZUUU","36R","319",2048,1950,2101,20140202,1248,1261,"13",2,2,181,46,1,20,10
"6928",6928,6928,"HDA903","ZBAA","VHHH","36R","531",2028,1930,2045,20140202,1228,1245,"17",2,2,180,45,1,16,12
"6930",6930,6930,"CCA986","ZBAA","ZUCK","36R","336",2033,2030,2047,20140202,1233,1247,"14",2,2,180,45,1,16,12
"6932",6932,6932,"CCA179","ZBAA","RPLL","36R","453",2020,2000,2027,20140202,1220,1227,"7",2,2,178,45,1,16,12
"6933",6933,6933,"CSC8890","ZBAA","ZUUU","36R","321",2026,2025,2030,20140202,1226,1230,"4",2,2,179,45,1,16,12
"6934",6934,6934,"CCA1307","ZBAA","ZGSZ","36R","330",2027,2030,2031,20140202,1227,1231,"4",2,2,179,45,1,16,12
"6936",6936,6936,"CES5172","ZBAA","ZSOF","36R","227",2013,2025,2032,20140202,1213,1232,"19",2,2,179,45,1,16,12
"6939",6939,6939,"CES5704","ZBAA","ZSJG","36R","231",2011,2020,2026,20140202,1211,1226,"15",2,2,178,45,1,16,12
"6942",6942,6942,"CCA1107","ZBAA","ZBOW","36R","326",2013,2020,2016,20140202,1213,1216,"3",2,2,178,45,1,16,12
"6944",6944,6944,"CCA4166","ZBAA","ZUGY","36R","412",2014,2010,2022,20140202,1214,1222,"8",2,2,178,45,1,16,12
"6947",6947,6947,"CCA821","ZBAA","VTSP","36R","452",2009,2005,2015,20140202,1209,1215,"6",2,2,178,45,1,16,12
"6948",6948,6948,"CCA979","ZBAA","VTBS","36R","516",1953,1945,2004,20140202,1193,1204,"11",2,2,177,45,1,16,12
"6950",6950,6950,"CES2073","ZBAA","ZSLY","36R","806",1957,2000,2008,20140202,1197,1208,"11",2,2,177,45,1,16,12
"6952",6952,6952,"CCA4106","ZBAA","ZUUU","36R","302",2005,2000,2010,20140202,1205,1210,"5",2,2,177,45,1,16,12
"6956",6956,6956,"CXA8114","ZBAA","ZSQZ","36R","230",2003,1605,2013,20140202,1203,1213,"10",2,2,177,45,1,16,12
"6957",6957,6957,"CCA4120","ZBAA","ZUUU","36R","324",1932,1930,1955,20140202,1172,1195,"23",2,2,176,44,1,23,10
"6958",6958,6958,"CCA1145","ZBAA","ZBYN","36R","327",1931,1930,1953,20140202,1171,1193,"22",2,2,176,44,1,23,10
"6959",6959,6959,"CES763","ZBAA","PGSN","36R","810",1942,1910,1958,20140202,1182,1198,"16",2,2,176,44,1,23,10
"6960",6960,6960,"CCA1341","ZBAA","ZHHH","36R","332",1937,1935,1956,20140202,1177,1196,"19",2,2,176,44,1,23,10
"6963",6963,6963,"CSN6163","ZBAA","ZSHC","36R","226",1952,1910,2002,20140202,1192,1202,"10",2,2,177,45,1,16,12
"6964",6964,6964,"CNM1101","ZBAA","ZBHH","36R","317",1956,2005,2006,20140202,1196,1206,"10",2,2,177,45,1,16,12
"6966",6966,6966,"CSN6216","ZBAA","ZYDQ","36R","234",1913,1910,1940,20140202,1153,1180,"27",2,2,175,44,1,23,10
"6967",6967,6967,"CSN315","ZBAA","RKSI","36R","209",1920,1915,1944,20140202,1160,1184,"24",2,2,175,44,1,23,10
"6969",6969,6969,"CSC8894","ZBAA","ZUUU","36R","337",1927,1920,1951,20140202,1167,1191,"24",2,2,176,44,1,23,10
