"","arr_window","arr_date","arr_hour"
"319",37,"02",13
"320",37,"02",13
"321",37,"02",13
"322",37,"02",13
"323",37,"02",13
"324",37,"02",13
"325",37,"02",13
"326",37,"02",13
"327",37,"02",13
"328",37,"02",13
"329",37,"02",13
"330",37,"02",13
"331",37,"02",13
"332",37,"02",13
"333",37,"02",13
"334",36,"02",12
"335",37,"02",13
"336",37,"02",13
"337",37,"02",13
"338",37,"02",13
"339",37,"02",13
"340",37,"02",13
"341",37,"02",13
"342",37,"02",13
"343",37,"02",13
"344",37,"02",13
"345",37,"02",13
"346",36,"02",12
"347",36,"02",12
"348",36,"02",12
"349",36,"02",12
"350",36,"02",12
"351",36,"02",12
"352",36,"02",12
"353",36,"02",12
"354",36,"02",12
"355",36,"02",12
"356",36,"02",12
"357",36,"02",12
"358",36,"02",12
"359",36,"02",12
"360",36,"02",12
"361",36,"02",12
"362",36,"02",12
"363",36,"02",12
"364",36,"02",12
"365",36,"02",12
"366",36,"02",12
"367",36,"02",12
"368",36,"02",12
"369",36,"02",12
"370",36,"02",12
"371",36,"02",12
"372",36,"02",12
"373",36,"02",12
"374",36,"02",12
"375",35,"02",11
"376",36,"02",12
"377",36,"02",12
"378",36,"02",12
"379",36,"02",12
"380",35,"02",11
"381",35,"02",11
"382",35,"02",11
"383",35,"02",11
"384",35,"02",11
"385",35,"02",11
"386",35,"02",11
"387",35,"02",11
"388",35,"02",11
"389",35,"02",11
"390",35,"02",11
"391",35,"02",11
"392",35,"02",11
"393",35,"02",11
"394",35,"02",11
"395",35,"02",11
"396",35,"02",11
"397",35,"02",11
"398",35,"02",11
"399",35,"02",11
"400",35,"02",11
"401",35,"02",11
"402",35,"02",11
"403",35,"02",11
"404",35,"02",11
"405",35,"02",11
"406",35,"02",11
"407",35,"02",11
"408",35,"02",11
"409",35,"02",11
"410",35,"02",11
"411",35,"02",11
"412",35,"02",11
"413",35,"02",11
"414",35,"02",11
"415",35,"02",11
"416",35,"02",11
"417",35,"02",11
"418",35,"02",11
"419",35,"02",11
"420",35,"02",11
"421",34,"02",10
"422",35,"02",11
"423",34,"02",10
"424",35,"02",11
"425",34,"02",10
"426",34,"02",10
"427",34,"02",10
"428",34,"02",10
"429",34,"02",10
"430",34,"02",10
"431",34,"02",10
"432",34,"02",10
"433",34,"02",10
"434",34,"02",10
"435",34,"02",10
"436",34,"02",10
"437",34,"02",10
"438",34,"02",10
"439",34,"02",10
"440",34,"02",10
"441",34,"02",10
"442",34,"02",10
"443",34,"02",10
"444",34,"02",10
"445",34,"02",10
"446",34,"02",10
"447",34,"02",10
"448",34,"02",10
"449",34,"02",10
"450",34,"02",10
"451",34,"02",10
"452",34,"02",10
"453",34,"02",10
"454",34,"02",10
"455",34,"02",10
"456",34,"02",10
"457",34,"02",10
"458",33,"02",9
"459",33,"02",9
"460",33,"02",9
"461",33,"02",9
"462",33,"02",9
"463",33,"02",9
"464",33,"02",9
"465",33,"02",9
"466",33,"02",9
"467",33,"02",9
"468",33,"02",9
"469",32,"02",8
"470",32,"02",8
"471",32,"02",8
"472",32,"02",8
"473",32,"02",8
"474",32,"02",8
"475",32,"02",8
"476",42,"02",18
"477",42,"02",18
"478",42,"02",18
"479",42,"02",18
"480",42,"02",18
"481",42,"02",18
"482",42,"02",18
"483",42,"02",18
"484",42,"02",18
"485",42,"02",18
"486",42,"02",18
"487",42,"02",18
"488",42,"02",18
"489",42,"02",18
"490",42,"02",18
"491",42,"02",18
"492",42,"02",18
"493",42,"02",18
"494",42,"02",18
"495",42,"02",18
"496",42,"02",18
"497",42,"02",18
"498",42,"02",18
"499",42,"02",18
"500",42,"02",18
"501",42,"02",18
"502",42,"02",18
"503",41,"02",17
"504",42,"02",18
"505",42,"02",18
"506",42,"02",18
"507",42,"02",18
"508",41,"02",17
"509",41,"02",17
"510",41,"02",17
"511",41,"02",17
"512",41,"02",17
"513",41,"02",17
"514",41,"02",17
"515",41,"02",17
"516",42,"02",18
"517",41,"02",17
"518",41,"02",17
"519",41,"02",17
"520",41,"02",17
"521",41,"02",17
"522",41,"02",17
"523",41,"02",17
"524",41,"02",17
"525",41,"02",17
"526",41,"02",17
"527",41,"02",17
"528",41,"02",17
"529",41,"02",17
"530",41,"02",17
"531",41,"02",17
"532",41,"02",17
"533",41,"02",17
"534",41,"02",17
"535",41,"02",17
"536",41,"02",17
"537",41,"02",17
"538",41,"02",17
"539",41,"02",17
"540",41,"02",17
"541",41,"02",17
"542",41,"02",17
"543",41,"02",17
"544",40,"02",16
"545",41,"02",17
"546",41,"02",17
"547",41,"02",17
"548",41,"02",17
"549",40,"02",16
"550",41,"02",17
"551",41,"02",17
"552",41,"02",17
"553",40,"02",16
"554",40,"02",16
"555",40,"02",16
"556",41,"02",17
"557",41,"02",17
"558",41,"02",17
"559",41,"02",17
"560",41,"02",17
"561",40,"02",16
"562",40,"02",16
"563",40,"02",16
"564",40,"02",16
"565",40,"02",16
"566",40,"02",16
"567",40,"02",16
"568",40,"02",16
"569",40,"02",16
"570",40,"02",16
"571",40,"02",16
"572",40,"02",16
"573",40,"02",16
"574",40,"02",16
"575",40,"02",16
"576",40,"02",16
"577",40,"02",16
"578",40,"02",16
"579",40,"02",16
"580",40,"02",16
"581",40,"02",16
"582",40,"02",16
"583",40,"02",16
"584",40,"02",16
"585",40,"02",16
"586",40,"02",16
"587",40,"02",16
"588",40,"02",16
"589",40,"02",16
"590",40,"02",16
"591",40,"02",16
"592",40,"02",16
"593",40,"02",16
"594",40,"02",16
"595",40,"02",16
"596",33,"02",9
"597",33,"02",9
"598",33,"02",9
"599",33,"02",9
"600",33,"02",9
"601",32,"02",8
"602",32,"02",8
"603",32,"02",8
"604",32,"02",8
"605",32,"02",8
"606",31,"02",7
"607",31,"02",7
"608",31,"02",7
"609",30,"02",6
"610",31,"02",7
"611",31,"02",7
"612",31,"02",7
"613",31,"02",7
"614",31,"02",7
"615",31,"02",7
"616",28,"02",4
"617",28,"02",4
"618",29,"02",5
"619",29,"02",5
"620",29,"02",5
"621",29,"02",5
"622",30,"02",6
"623",30,"02",6
"624",30,"02",6
"625",30,"02",6
"626",30,"02",6
"627",30,"02",6
"628",30,"02",6
"629",34,"02",10
"630",33,"02",9
"631",34,"02",10
"632",33,"02",9
"633",33,"02",9
"634",33,"02",9
"635",33,"02",9
"636",33,"02",9
"637",33,"02",9
"638",33,"02",9
"639",33,"02",9
"640",33,"02",9
"641",33,"02",9
"642",33,"02",9
"643",33,"02",9
"644",33,"02",9
"645",33,"02",9
"646",32,"02",8
"647",32,"02",8
"648",32,"02",8
"649",31,"02",7
"650",32,"02",8
"651",32,"02",8
"652",31,"02",7
"653",31,"02",7
"654",31,"02",7
"655",30,"02",6
"656",29,"02",5
"657",30,"02",6
"658",30,"02",6
"659",30,"02",6
"660",30,"02",6
"661",30,"02",6
"662",30,"02",6
"663",31,"02",7
"664",31,"02",7
"665",31,"02",7
"666",31,"02",7
"667",29,"02",5
"668",28,"02",4
"669",28,"02",4
"670",28,"02",4
"671",29,"02",5
"672",29,"02",5
"673",29,"02",5
"674",29,"02",5
"675",29,"02",5
"676",29,"02",5
"677",29,"02",5
"678",29,"02",5
"679",27,"02",3
"680",27,"02",3
"681",34,"02",10
"682",34,"02",10
"683",34,"02",10
"684",34,"02",10
"685",34,"02",10
"686",34,"02",10
"687",34,"02",10
"688",34,"02",10
"689",34,"02",10
"690",34,"02",10
"691",34,"02",10
"692",34,"02",10
"693",34,"02",10
"694",34,"02",10
"695",34,"02",10
"696",34,"02",10
"697",34,"02",10
"698",34,"02",10
"699",34,"02",10
"700",34,"02",10
"701",34,"02",10
"702",34,"02",10
"703",34,"02",10
"704",34,"02",10
"705",34,"02",10
"706",34,"02",10
"707",34,"02",10
"708",33,"02",9
"709",33,"02",9
"710",34,"02",10
"711",33,"02",9
"712",33,"02",9
"713",33,"02",9
"714",33,"02",9
"715",33,"02",9
"716",33,"02",9
"717",33,"02",9
"718",33,"02",9
"719",33,"02",9
"720",33,"02",9
"721",33,"02",9
"722",33,"02",9
"723",32,"02",8
"724",32,"02",8
"725",32,"02",8
"726",32,"02",8
"727",32,"02",8
"728",32,"02",8
"729",32,"02",8
"730",32,"02",8
"731",31,"02",7
"732",32,"02",8
"733",30,"02",6
"734",31,"02",7
"735",31,"02",7
"736",31,"02",7
"737",31,"02",7
"738",31,"02",7
"739",31,"02",7
"740",31,"02",7
"741",29,"02",5
"742",29,"02",5
"743",29,"02",5
"744",29,"02",5
"745",29,"02",5
"746",29,"02",5
"747",29,"02",5
"748",30,"02",6
"749",30,"02",6
"750",30,"02",6
"751",30,"02",6
"752",30,"02",6
"753",30,"02",6
"754",30,"02",6
"755",27,"02",3
"756",27,"02",3
"757",27,"02",3
"758",28,"02",4
"759",28,"02",4
"760",28,"02",4
"761",28,"02",4
"762",26,"02",2
"763",26,"02",2
"764",26,"02",2
"765",26,"02",2
"766",27,"02",3
"767",27,"02",3
"768",27,"02",3
"769",27,"02",3
"770",27,"02",3
"771",27,"02",3
"772",26,"02",2
"773",26,"02",2
"774",26,"02",2
"775",26,"02",2
"776",26,"02",2
"777",26,"02",2
"778",26,"02",2
"779",25,"02",1
"780",25,"02",1
"781",25,"02",1
"782",25,"02",1
"783",25,"02",1
"784",25,"02",1
"785",25,"02",1
"786",25,"02",1
"787",26,"02",2
"788",25,"02",1
"789",26,"02",2
"790",26,"02",2
"791",26,"02",2
"792",25,"02",1
"793",25,"02",1
"794",25,"02",1
"795",25,"02",1
"796",25,"02",1
"797",25,"02",1
"798",25,"02",1
"799",25,"02",1
"800",25,"02",1
"801",25,"02",1
"802",25,"02",1
"803",25,"02",1
"804",25,"02",1
"805",25,"02",1
"806",25,"02",1
"807",25,"02",1
"808",25,"02",1
"809",25,"02",1
"810",25,"02",1
"811",25,"02",1
"812",25,"02",1
"813",25,"02",1
"814",25,"02",1
"815",25,"02",1
"816",25,"02",1
"817",25,"02",1
"818",25,"02",1
"819",25,"02",1
"820",25,"02",1
"821",25,"02",1
"822",25,"02",1
"823",25,"02",1
"824",48,"02",24
"825",25,"02",1
"826",25,"02",1
"827",48,"02",24
"828",48,"02",24
"829",25,"02",1
"830",25,"02",1
"831",48,"02",24
"832",25,"02",1
"833",25,"02",1
"834",25,"02",1
"835",25,"02",1
"836",25,"02",1
"837",25,"02",1
"838",25,"02",1
"839",48,"02",24
"840",48,"02",24
"841",48,"02",24
"842",48,"02",24
"843",48,"02",24
"844",48,"02",24
"845",48,"02",24
"846",48,"02",24
"847",48,"02",24
"848",48,"02",24
"849",48,"02",24
"850",48,"02",24
"851",48,"02",24
"852",48,"02",24
"853",48,"02",24
"854",48,"02",24
"855",48,"02",24
"856",48,"02",24
"857",48,"02",24
"858",48,"02",24
"859",48,"02",24
"860",48,"02",24
"861",48,"02",24
"862",48,"02",24
"863",48,"02",24
"864",48,"02",24
"865",48,"02",24
"866",48,"02",24
"867",48,"02",24
"868",48,"02",24
"869",48,"02",24
"870",48,"02",24
"871",48,"02",24
"872",48,"02",24
"873",48,"02",24
"874",48,"02",24
"875",48,"02",24
"876",48,"02",24
"877",48,"02",24
"878",48,"02",24
"879",48,"02",24
"880",47,"02",23
"881",48,"02",24
"882",47,"02",23
"883",47,"02",23
"884",47,"02",23
"885",47,"02",23
"886",47,"02",23
"887",47,"02",23
"888",47,"02",23
"889",47,"02",23
"890",47,"02",23
"891",47,"02",23
"892",47,"02",23
"893",47,"02",23
"894",47,"02",23
"895",47,"02",23
"896",47,"02",23
"897",47,"02",23
"898",48,"02",24
"899",47,"02",23
"900",47,"02",23
"901",47,"02",23
"902",47,"02",23
"903",47,"02",23
"904",47,"02",23
"905",47,"02",23
"906",47,"02",23
"907",47,"02",23
"908",47,"02",23
"909",47,"02",23
"910",47,"02",23
"911",47,"02",23
"912",47,"02",23
"913",47,"02",23
"914",47,"02",23
"915",47,"02",23
"916",47,"02",23
"917",47,"02",23
"918",47,"02",23
"919",47,"02",23
"920",47,"02",23
"921",47,"02",23
"922",47,"02",23
"923",47,"02",23
"924",47,"02",23
"925",47,"02",23
"926",47,"02",23
"927",47,"02",23
"928",46,"02",22
"929",47,"02",23
"930",47,"02",23
"931",47,"02",23
"932",47,"02",23
"933",47,"02",23
"934",47,"02",23
"935",46,"02",22
"936",46,"02",22
"937",47,"02",23
"938",46,"02",22
"939",46,"02",22
"940",46,"02",22
"941",46,"02",22
"942",46,"02",22
"943",46,"02",22
"944",46,"02",22
"945",46,"02",22
"946",46,"02",22
"947",46,"02",22
"948",46,"02",22
"949",46,"02",22
"950",46,"02",22
"951",46,"02",22
"952",46,"02",22
"953",46,"02",22
"954",46,"02",22
"955",46,"02",22
"956",46,"02",22
"957",46,"02",22
"958",46,"02",22
"959",46,"02",22
"960",46,"02",22
"961",46,"02",22
"962",46,"02",22
"963",46,"02",22
"964",46,"02",22
"965",46,"02",22
"966",46,"02",22
"967",46,"02",22
"968",46,"02",22
"969",46,"02",22
"970",46,"02",22
"971",46,"02",22
"972",35,"02",11
"973",35,"02",11
"974",35,"02",11
"975",35,"02",11
"976",35,"02",11
"977",35,"02",11
"978",35,"02",11
"979",35,"02",11
"980",35,"02",11
"981",35,"02",11
"982",34,"02",10
"983",34,"02",10
"984",35,"02",11
"985",35,"02",11
"986",35,"02",11
"987",34,"02",10
"988",35,"02",11
"989",35,"02",11
"990",35,"02",11
"991",35,"02",11
"992",35,"02",11
"993",34,"02",10
"994",34,"02",10
"995",34,"02",10
"996",34,"02",10
"997",34,"02",10
"998",34,"02",10
"999",34,"02",10
"1000",34,"02",10
"1001",34,"02",10
"1002",34,"02",10
"1003",34,"02",10
"1004",34,"02",10
"1005",34,"02",10
"1006",34,"02",10
"1007",34,"02",10
"1008",34,"02",10
"1009",34,"02",10
"1010",34,"02",10
"1011",34,"02",10
"1012",34,"02",10
"1013",34,"02",10
"1014",34,"02",10
"1015",34,"02",10
"1016",34,"02",10
"1017",34,"02",10
"1018",34,"02",10
"1019",34,"02",10
"1020",34,"02",10
"1021",34,"02",10
"1022",34,"02",10
"1023",33,"02",9
"1024",33,"02",9
"1025",33,"02",9
"1026",33,"02",9
"1027",33,"02",9
"1028",33,"02",9
"1029",33,"02",9
"1030",33,"02",9
"1031",33,"02",9
"1032",33,"02",9
"1033",33,"02",9
"1034",33,"02",9
"1035",33,"02",9
"1036",33,"02",9
"1037",32,"02",8
"1038",32,"02",8
"1039",32,"02",8
"1040",32,"02",8
"1041",32,"02",8
"1042",32,"02",8
"1043",31,"02",7
"1044",31,"02",7
"1045",31,"02",7
"1046",30,"02",6
"1047",30,"02",6
"1048",30,"02",6
"1049",30,"02",6
"1050",30,"02",6
"1051",31,"02",7
"1052",31,"02",7
"1053",31,"02",7
"1054",31,"02",7
"1055",31,"02",7
"1056",31,"02",7
"1057",28,"02",4
"1058",28,"02",4
"1059",28,"02",4
"1060",29,"02",5
"1061",29,"02",5
"1062",29,"02",5
"1063",29,"02",5
"1064",30,"02",6
"1065",30,"02",6
"1066",26,"02",2
"1067",26,"02",2
"1068",27,"02",3
"1069",27,"02",3
"1070",27,"02",3
"1071",27,"02",3
"1072",27,"02",3
"1073",27,"02",3
"1074",27,"02",3
"1075",28,"02",4
"1076",28,"02",4
"1077",26,"02",2
"1078",26,"02",2
"1079",26,"02",2
"1080",26,"02",2
"1081",26,"02",2
"1082",26,"02",2
"1083",26,"02",2
"1084",26,"02",2
"1085",26,"02",2
"1086",26,"02",2
"1087",26,"02",2
"1088",25,"02",1
"1089",25,"02",1
"1090",25,"02",1
"1091",25,"02",1
"1092",25,"02",1
"1093",25,"02",1
"1094",25,"02",1
"1095",25,"02",1
"1096",25,"02",1
"1097",25,"02",1
"1098",26,"02",2
"1099",26,"02",2
"1100",26,"02",2
"1101",25,"02",1
"1102",26,"02",2
"1103",25,"02",1
"1104",25,"02",1
"1105",25,"02",1
"1106",25,"02",1
"1107",25,"02",1
"1108",25,"02",1
"1109",25,"02",1
"1110",25,"02",1
"1111",25,"02",1
"1112",25,"02",1
"1113",25,"02",1
"1114",25,"02",1
"1115",25,"02",1
"1116",25,"02",1
"1117",25,"02",1
"1118",25,"02",1
"1119",25,"02",1
"1120",25,"02",1
"1121",25,"02",1
"1122",25,"02",1
"1123",25,"02",1
"1124",25,"02",1
"1125",25,"02",1
"1126",25,"02",1
"1127",25,"02",1
"1128",25,"02",1
"1129",25,"02",1
"1130",25,"02",1
"1131",25,"02",1
"1132",48,"02",24
"1133",48,"02",24
"1134",48,"02",24
"1135",48,"02",24
"1136",48,"02",24
"1137",48,"02",24
"1138",48,"02",24
"1139",25,"02",1
"1140",25,"02",1
"1141",25,"02",1
"1142",25,"02",1
"1143",25,"02",1
"1144",25,"02",1
"1145",25,"02",1
"1146",25,"02",1
"1147",25,"02",1
"1148",25,"02",1
"1149",48,"02",24
"1150",48,"02",24
"1151",48,"02",24
"1152",48,"02",24
"1153",48,"02",24
"1154",48,"02",24
"1155",48,"02",24
"1156",48,"02",24
"1157",48,"02",24
"1158",48,"02",24
"1159",48,"02",24
"1160",48,"02",24
"1161",48,"02",24
"1162",48,"02",24
"1163",48,"02",24
"1164",48,"02",24
"1165",48,"02",24
"1166",48,"02",24
"1167",48,"02",24
"1168",48,"02",24
"1169",48,"02",24
"1170",48,"02",24
"1171",48,"02",24
"1172",48,"02",24
"1173",48,"02",24
"1174",48,"02",24
"1175",48,"02",24
"1176",48,"02",24
"1177",48,"02",24
"1178",48,"02",24
"1179",48,"02",24
"1180",48,"02",24
"1181",48,"02",24
"1182",48,"02",24
"1183",48,"02",24
"1184",48,"02",24
"1185",48,"02",24
"1186",48,"02",24
"1187",48,"02",24
"1188",48,"02",24
"1189",48,"02",24
"1190",47,"02",23
"1191",47,"02",23
"1192",47,"02",23
"1193",47,"02",23
"1194",47,"02",23
"1195",47,"02",23
"1196",47,"02",23
"1197",47,"02",23
"1198",47,"02",23
"1199",47,"02",23
"1200",47,"02",23
"1201",48,"02",24
"1202",47,"02",23
"1203",47,"02",23
"1204",47,"02",23
"1205",48,"02",24
"1206",47,"02",23
"1207",47,"02",23
"1208",47,"02",23
"1209",47,"02",23
"1210",47,"02",23
"1211",47,"02",23
"1212",47,"02",23
"1213",47,"02",23
"1214",47,"02",23
"1215",47,"02",23
"1216",47,"02",23
"1217",47,"02",23
"1218",47,"02",23
"1219",47,"02",23
"1220",47,"02",23
"1221",47,"02",23
"1222",47,"02",23
"1223",47,"02",23
"1224",47,"02",23
"1225",47,"02",23
"1226",47,"02",23
"1227",47,"02",23
"1228",47,"02",23
"1229",47,"02",23
"1230",47,"02",23
"1231",47,"02",23
"1232",46,"02",22
"1233",47,"02",23
"1234",47,"02",23
"1235",47,"02",23
"1236",47,"02",23
"1237",47,"02",23
"1238",47,"02",23
"1239",47,"02",23
"1240",47,"02",23
"1241",47,"02",23
"1242",47,"02",23
"1243",47,"02",23
"1244",47,"02",23
"1245",46,"02",22
"1246",46,"02",22
"1247",46,"02",22
"1248",46,"02",22
"1249",46,"02",22
"1250",47,"02",23
"1251",47,"02",23
"1252",47,"02",23
"1253",46,"02",22
"1254",47,"02",23
"1255",47,"02",23
"1256",46,"02",22
"1257",46,"02",22
"1258",46,"02",22
"1259",46,"02",22
"1260",46,"02",22
"1261",46,"02",22
"1262",46,"02",22
"1263",46,"02",22
"1264",46,"02",22
"1265",46,"02",22
"1266",46,"02",22
"1267",46,"02",22
"1268",46,"02",22
"1269",46,"02",22
"1270",46,"02",22
"1271",46,"02",22
"1272",46,"02",22
"1273",46,"02",22
"1274",46,"02",22
"1275",46,"02",22
"1276",46,"02",22
"1277",45,"02",21
"1278",46,"02",22
"1279",46,"02",22
"1280",46,"02",22
"1281",45,"02",21
"1282",45,"02",21
"1283",46,"02",22
"1284",46,"02",22
"1285",46,"02",22
"1286",46,"02",22
"1287",46,"02",22
"1288",45,"02",21
"1289",46,"02",22
"1290",46,"02",22
"1291",45,"02",21
"1292",45,"02",21
"1293",45,"02",21
"1294",45,"02",21
"1295",45,"02",21
"1296",45,"02",21
"1297",45,"02",21
"1298",45,"02",21
"1299",45,"02",21
"1300",45,"02",21
"1301",45,"02",21
"1302",45,"02",21
"1303",45,"02",21
"1304",45,"02",21
"1305",45,"02",21
"1306",45,"02",21
"1307",45,"02",21
"1308",45,"02",21
"1309",45,"02",21
"1310",45,"02",21
"1311",45,"02",21
"1312",45,"02",21
"1313",45,"02",21
"1314",45,"02",21
"1315",45,"02",21
"1316",45,"02",21
"1317",45,"02",21
"1318",45,"02",21
"1319",45,"02",21
"1320",45,"02",21
"1321",45,"02",21
"1322",45,"02",21
"1323",45,"02",21
"1324",45,"02",21
"1325",45,"02",21
"1326",45,"02",21
"1327",45,"02",21
"1328",45,"02",21
"1329",45,"02",21
"1330",45,"02",21
"1331",45,"02",21
"1332",44,"02",20
"1333",44,"02",20
"1334",44,"02",20
"1335",44,"02",20
"1336",45,"02",21
"1337",45,"02",21
"1338",44,"02",20
"1339",44,"02",20
"1340",44,"02",20
"1341",44,"02",20
"1342",44,"02",20
"1343",44,"02",20
"1344",44,"02",20
"1345",44,"02",20
"1346",44,"02",20
"1347",44,"02",20
"1348",44,"02",20
"1349",44,"02",20
"1350",44,"02",20
"1351",44,"02",20
"1352",44,"02",20
"1353",44,"02",20
"1354",44,"02",20
"1355",44,"02",20
"1356",44,"02",20
"1357",44,"02",20
"1358",44,"02",20
