"","X","航班号","起飞机场","目的机场","rwy","ramp","s_arr_time","a_arr_time","oi_time","mission_full_date","time_wheelon_real","time_gatein","arr_taxi","mission_month","mission_date","dep_feb_15_per_arr","arr_feb_15_per_arr","dep_feb_60_per_arr","arr_feb_60_per_arr","pb_feb_15_per_arr","pb_feb_60_per_arr","heavy_dep_feb_per_arr","heavy_arr_feb_per_arr","flight_chosen_arr_36l"
"953",953,"CSN6585","ZHHH","ZBAA","36L","238",2124,2122,2130,20140220,1282,1290,8,2,20,8,13,35,47,14,7,4,2,1
"955",955,"GDC7150","ZYHB","ZBAA","36L","W201",2128,2126,2131,20140220,1286,1291,5,2,20,8,13,35,47,14,7,4,2,1
"956",956,"CCA1410","ZUCK","ZBAA","36L","323",2124,2124,2135,20140220,1284,1295,11,2,20,8,13,35,47,14,7,4,2,1
"959",959,"CES5179","ZSNB","ZBAA","36L","229",2129,2129,2136,20140220,1289,1296,7,2,20,8,13,35,47,14,7,4,2,1
"966",966,"CES5123","ZSSS","ZBAA","36L","223",2108,2107,2122,20140220,1267,1282,15,2,20,9,14,35,47,7,7,4,2,1
"969",969,"CES5181","ZSSS","ZBAA","36L","220",2114,2113,2127,20140220,1273,1287,14,2,20,9,14,35,47,7,7,4,2,1
"975",975,"CQN2301","ZUCK","ZBAA","36L","234",1018,1018,1025,20140220,618,625,7,2,20,7,13,32,50,9,7,4,2,1
"979",979,"CCA1206","ZLXY","ZBAA","36L","315",1013,1013,1028,20140220,613,628,15,2,20,7,11,32,50,6,7,4,2,1
"981",981,"CCA1142","ZBOW","ZBAA","36L","452",1016,1015,1029,20140220,615,629,14,2,20,7,13,32,50,9,7,4,2,1
"985",985,"CES2411","ZLLL","ZBAA","36L","226",1001,1001,1010,20140220,601,610,9,2,20,7,11,32,50,6,7,4,2,1
"989",989,"CSN3117","ZHHH","ZBAA","36L","230",1007,1006,1012,20140220,606,612,6,2,20,7,11,32,50,6,7,4,2,1
"991",991,"CES5177","ZSNB","ZBAA","36L","229",1010,1009,1016,20140220,609,616,7,2,20,7,11,32,50,6,7,4,2,1
"1190",1190,"CSN6945","ZUNC","ZBAA","36L","732",2244,2244,2256,20140219,1364,1376,12,2,19,12,15,32,57,5,7,4,2,1
"1193",1193,"CCA1824","ZHYC","ZBAA","36L","324",2237,2237,2256,20140219,1357,1376,19,2,19,12,15,32,57,5,7,4,2,1
"1194",1194,"CES2459","ZHHH","ZBAA","36L","804",2252,2252,2256,20140219,1372,1376,4,2,19,5,14,32,57,3,7,4,2,1
"1195",1195,"CSN6947","ZLXY","ZBAA","36L","232",2254,2254,2258,20140219,1374,1378,4,2,19,5,14,32,57,3,7,4,2,1
"1202",1202,"CQN2330","ZUCK","ZBAA","36L","723",2259,2258,2307,20140219,1378,1387,9,2,19,5,14,32,57,3,7,4,2,1
"1206",1206,"CSN6719","ZJHK","ZBAA","36L","235",2243,2242,2247,20140219,1362,1367,5,2,19,12,15,32,57,5,7,4,2,1
"1208",1208,"CCA1464","ZUGY","ZBAA","36L","466",2229,2229,2248,20140219,1349,1368,19,2,19,8,14,32,57,6,7,4,2,1
"1211",1211,"CCA4111","ZUUU","ZBAA","36L","459",2235,2235,2251,20140219,1355,1371,16,2,19,12,15,32,57,5,7,4,2,1
"1212",1212,"CSN3155","ZGSZ","ZBAA","36L","612",2239,2239,2253,20140219,1359,1373,14,2,19,12,15,32,57,5,7,4,2,1
"1213",1213,"CSN3161","ZGGG","ZBAA","36L","803",2251,2250,2255,20140219,1370,1375,5,2,19,5,14,32,57,3,7,4,2,1
"1217",1217,"CSN3653","ZUGY","ZBAA","36L","211",2247,2246,2257,20140219,1366,1377,11,2,19,5,14,32,57,3,7,4,2,1
"1218",1218,"CSN6127","ZYTL","ZBAA","36L","238",2232,2231,2235,20140219,1351,1355,4,2,19,12,15,32,57,5,7,4,2,1
"1225",1225,"CSN6717","ZJSY","ZBAA","36L","811",2224,2222,2227,20140219,1342,1347,5,2,19,8,14,32,57,6,7,4,2,1
"1226",1226,"CHH7146","ZWWW","ZBAA","36L","110",2226,2225,2229,20140219,1345,1349,4,2,19,8,14,32,57,6,7,4,2,1
"1230",1230,"CCA1376","ZGNN","ZBAA","36L","357",2219,2218,2234,20140219,1338,1354,16,2,19,8,14,32,57,6,7,4,2,1
"1231",1231,"HDA906","VHHH","ZBAA","36L","531",2220,2220,2235,20140219,1340,1355,15,2,19,8,14,32,57,6,7,4,2,1
"1233",1233,"CHH7618","ZBUH","ZBAA","36L","115",2211,2211,2215,20140219,1331,1335,4,2,19,7,14,32,57,9,7,4,2,1
"1234",1234,"CSN6157","ZJHK","ZBAA","36L","234",2208,2208,2214,20140219,1328,1334,6,2,19,7,14,32,57,9,7,4,2,1
"1235",1235,"CSN3105","ZGGG","ZBAA","36L","217",2207,2205,2212,20140219,1325,1332,7,2,19,7,14,32,57,9,7,4,2,1
"1238",1238,"CES2117","ZLXY","ZBAA","36L","228",2215,2214,2223,20140219,1334,1343,9,2,19,7,14,32,57,9,7,4,2,1
"1251",1251,"CSN6137","ZYTL","ZBAA","36L","236",2202,2202,2207,20140219,1322,1327,5,2,19,7,14,32,57,9,7,4,2,1
"1362",1362,"CQN2301","ZUCK","ZBAA","36L","224",1021,1021,1032,20140219,621,632,11,2,19,7,13,36,46,8,7,4,2,1
"1367",1367,"MGL223","ZMUB","ZBAA","36L","519",1028,1027,1042,20140219,627,642,15,2,19,7,13,36,46,8,7,4,2,1
"1371",1371,"CCA1120","ZBDT","ZBAA","36L","454",1014,1013,1028,20140219,613,628,15,2,19,9,9,36,46,6,7,4,2,1
"1374",1374,"CXA8115","ZSFZ","ZBAA","36L","232",1024,1023,1032,20140219,623,632,9,2,19,7,13,36,46,8,7,4,2,1
"1375",1375,"CHH7986","UUEE","ZBAA","36L","208",1018,1018,1031,20140219,618,631,13,2,19,7,13,36,46,8,7,4,2,1
"1384",1384,"CES2411","ZLLL","ZBAA","36L","223",1006,1006,1015,20140219,606,615,9,2,19,9,9,36,46,6,7,4,2,1
"1580",1580,"CSN3161","ZGGG","ZBAA","36L","731",2252,2250,2307,20140218,1370,1387,17,2,18,10,12,30,60,6,7,4,2,1
"1591",1591,"CCA8206","ZHHH","ZBAA","36L","331",2241,2240,2303,20140218,1360,1383,23,2,18,8,17,30,60,5,7,4,2,1
"1594",1594,"CCA1106","ZBHH","ZBAA","36L","317",2236,2235,2256,20140218,1355,1376,21,2,18,8,17,30,60,5,7,4,2,1
"1597",1597,"CES2119","ZLXY","ZBAA","36L","235",2258,2256,2302,20140218,1376,1382,6,2,18,10,12,30,60,6,7,4,2,1
"1599",1599,"CCA1302","ZGGG","ZBAA","36L","308",2238,2237,2302,20140218,1357,1382,25,2,18,8,17,30,60,5,7,4,2,1
"1603",1603,"CCA9558","ZBHH","ZBAA","36L","413",2254,2254,2306,20140218,1374,1386,12,2,18,10,12,30,60,6,7,4,2,1
"1604",1604,"CCA1294","ZWWW","ZBAA","36L","352",2248,2247,2303,20140218,1367,1383,16,2,18,10,12,30,60,6,7,4,2,1
"1605",1605,"CCA1436","ZUCK","ZBAA","36L","461",2225,2224,2249,20140218,1344,1369,25,2,18,8,16,30,60,10,7,4,2,1
"1606",1606,"CSN6945","ZUNC","ZBAA","36L","612",2235,2233,2248,20140218,1353,1368,15,2,18,8,17,30,60,5,7,4,2,1
"1607",1607,"CCA906","ZPPP","ZBAA","36L","353",2229,2228,2248,20140218,1348,1368,20,2,18,8,16,30,60,10,7,4,2,1
"1610",1610,"CXA8147","ZGHA","ZBAA","36L","234",2244,2243,2251,20140218,1363,1371,8,2,18,8,17,30,60,5,7,4,2,1
"1611",1611,"CCA1464","ZUGY","ZBAA","36L","361",2220,2219,2252,20140218,1339,1372,33,2,18,8,16,30,60,10,7,4,2,1
"1612",1612,"UAE308","OMDB","ZBAA","36L","509",2222,2221,2256,20140218,1341,1376,35,2,18,8,16,30,60,10,7,4,2,1
"1618",1618,"CHH7146","ZWWW","ZBAA","36L","N109",2231,2230,2240,20140218,1350,1360,10,2,18,8,17,30,60,5,7,4,2,1
"1628",1628,"CCA4111","ZUUU","ZBAA","36L","463",2211,2211,2230,20140218,1331,1350,19,2,18,4,15,30,60,7,7,4,2,1
"1629",1629,"CCA1236","ZLXY","ZBAA","36L","534",2214,2213,2231,20140218,1333,1351,18,2,18,4,15,30,60,7,7,4,2,1
"1631",1631,"CSN3105","ZGGG","ZBAA","36L","210",2218,2216,2236,20140218,1336,1356,20,2,18,8,16,30,60,10,7,4,2,1
"1637",1637,"CSC8833","ZUCK","ZBAA","36L","319",2202,2202,2215,20140218,1322,1335,13,2,18,4,15,30,60,7,7,4,2,1
"1640",1640,"CCA1264","ZLIC","ZBAA","36L","302",2206,2205,2220,20140218,1325,1340,15,2,18,4,15,30,60,7,7,4,2,1
"1647",1647,"CSN6719","ZJHK","ZBAA","36L","802",2209,2207,2214,20140218,1327,1334,7,2,18,4,15,30,60,7,7,4,2,1
"1688",1688,"CSN3735","ZGSD","ZBAA","36L","721",2056,2055,2104,20140218,1255,1264,9,2,18,12,8,51,44,8,7,4,2,1
"1689",1689,"CSC8515","ZUCK","ZBAA","36L","558",2100,2059,2106,20140218,1259,1266,7,2,18,12,8,51,44,8,7,4,2,1
"1696",1696,"CES2123","ZLIC","ZBAA","36L","228",2040,2039,2047,20140218,1239,1247,8,2,18,13,12,51,44,12,7,4,2,1
"1697",1697,"CCA1136","ZBOW","ZBAA","36L","404",2036,2036,2051,20140218,1236,1251,15,2,18,13,12,51,44,12,7,4,2,1
"1698",1698,"CSN3184","ZUCK","ZBAA","36L","710",2045,2044,2053,20140218,1244,1253,9,2,18,13,12,51,44,12,7,4,2,1
"1702",1702,"CES2417","ZLLL","ZBAA","36L","232",2049,2048,2055,20140218,1248,1255,7,2,18,12,8,51,44,8,7,4,2,1
"1704",1704,"CCA1202","ZLXY","ZBAA","36L","333",2027,2026,2048,20140218,1226,1248,22,2,18,15,11,51,44,8,7,4,2,1
"1706",1706,"CBJ5182","ZPLJ","ZBAA","36L","111",2043,2042,2045,20140218,1242,1245,3,2,18,13,12,51,44,12,7,4,2,1
"1714",1714,"CCA1488","ZUDX","ZBAA","36L","466",2021,2021,2041,20140218,1221,1241,20,2,18,15,11,51,44,8,7,4,2,1
"1715",1715,"CES5707","ZPPP","ZBAA","36L","230",2033,2032,2040,20140218,1232,1240,8,2,18,13,12,51,44,12,7,4,2,1
"1718",1718,"CSN3191","ZGSZ","ZBAA","36L","608",2023,2014,2029,20140218,1214,1229,15,2,18,11,13,51,44,16,7,4,2,1
"1719",1719,"CSN6283","ZGNN","ZBAA","36L","237",2025,2023,2028,20140218,1223,1228,5,2,18,15,11,51,44,8,7,4,2,1
"1724",1724,"CCA1522","ZSSS","ZBAA","36L","307",2007,2007,2031,20140218,1207,1231,24,2,18,11,13,51,44,16,7,4,2,1
"1725",1725,"CCA1324","ZGSD","ZBAA","36L","465",1959,1959,2019,20140218,1199,1219,20,2,18,15,11,56,40,9,7,4,2,1
"1729",1729,"CCA1882","ZGBH","ZBAA","36L","462",2004,2004,2023,20140218,1204,1223,19,2,18,11,13,51,44,16,7,4,2,1
"1731",1731,"CHH7280","ZJSY","ZBAA","36L","W209",2017,2017,2024,20140218,1217,1224,7,2,18,15,11,51,44,8,7,4,2,1
"1734",1734,"CES5492","ZULZ","ZBAA","36L","227",2002,2002,2008,20140218,1202,1208,6,2,18,11,13,51,44,16,7,4,2,1
"1735",1735,"MGL223","ZMUB","ZBAA","36L","520",1950,1950,2009,20140218,1190,1209,19,2,18,15,11,56,40,9,7,4,2,1
"1736",1736,"CBJ5372","ZHYC","ZBAA","36L","W111",2011,2011,2013,20140218,1211,1213,2,2,18,11,13,51,44,16,7,4,2,1
"1740",1740,"CHH7162","ZUCK","ZBAA","36L","114",1954,1953,1958,20140218,1193,1198,5,2,18,15,11,56,40,9,7,4,2,1
"1742",1742,"KAL853","RKSI","ZBAA","36L","212",1955,1955,2006,20140218,1195,1206,11,2,18,15,11,56,40,9,7,4,2,1
"1746",1746,"CHH7156","ZSHC","ZBAA","36L","108",1943,1943,1948,20140218,1183,1188,5,2,18,13,10,56,40,13,7,4,2,1
"1747",1747,"CSZ9821","ZGSZ","ZBAA","36L","321",1935,1934,1946,20140218,1174,1186,12,2,18,13,10,56,40,13,7,4,2,1
"1748",1748,"CHH7232","ZLLL","ZBAA","36L","W203",1946,1945,1949,20140218,1185,1189,4,2,18,15,11,56,40,9,7,4,2,1
"1751",1751,"CES2117","ZLXY","ZBAA","36L","240",1948,1948,1955,20140218,1188,1195,7,2,18,15,11,56,40,9,7,4,2,1
"1756",1756,"CES278","ZSYT","ZBAA","36L","806",1938,1938,1944,20140218,1178,1184,6,2,18,13,10,56,40,13,7,4,2,1
"1758",1758,"CCA1268","ZWHM","ZBAA","36L","403",1918,1917,1931,20140218,1157,1171,14,2,18,14,9,56,40,17,7,4,2,1
"1759",1759,"CES5171","ZSOF","ZBAA","36L","230",1926,1925,1932,20140218,1165,1172,7,2,18,14,9,56,40,17,7,4,2,1
"1761",1761,"CBJ5554","ZBHH","ZBAA","36L","116",1928,1927,1931,20140218,1167,1171,4,2,18,14,9,56,40,17,7,4,2,1
"1763",1763,"CES2443","ZLXN","ZBAA","36L","235",1931,1931,1937,20140218,1171,1177,6,2,18,13,10,56,40,13,7,4,2,1
"1764",1764,"CCA1486","ZGNN","ZBAA","36L","313",1922,1923,1941,20140218,1163,1181,18,2,18,14,9,56,40,17,7,4,2,1
"1766",1766,"CHH7812","ZGGG","ZBAA","36L","A106",1915,1915,1920,20140218,1155,1160,5,2,18,14,9,56,40,17,7,4,2,1
"1770",1770,"CES5662","ZYHB","ZBAA","36L","237",1910,1909,1916,20140218,1149,1156,7,2,18,14,10,56,40,10,7,4,2,1
"1771",1771,"CCA1458","ZUGU","ZBAA","36L","457",1906,1905,1916,20140218,1145,1156,11,2,18,14,10,56,40,10,7,4,2,1
"1773",1773,"CHH7252","ZSWZ","ZBAA","36L","104",1908,1908,1915,20140218,1148,1155,7,2,18,14,10,56,40,10,7,4,2,1
"1776",1776,"CCA932","EDDF","ZBAA","36L","513",1113,1114,1133,20140218,674,693,19,2,18,12,9,42,43,10,7,4,2,1
"1778",1778,"CCA4101","ZUUU","ZBAA","36L","319",1123,1122,1141,20140218,682,701,19,2,18,6,13,42,43,11,7,4,2,1
"1779",1779,"CES5713","ZPPP","ZBAA","36L","219",1128,1127,1139,20140218,687,699,12,2,18,6,13,42,43,11,7,4,2,1
"1781",1781,"CSN3151","ZGSZ","ZBAA","36L","234",1134,1133,1139,20140218,693,699,6,2,18,10,12,42,43,13,7,4,2,1
"1787",1787,"CSN3277","ZGNN","ZBAA","36L","237",1120,1119,1124,20140218,679,684,5,2,18,6,13,42,43,11,7,4,2,1
"1793",1793,"CSN3281","ZGKL","ZBAA","36L","233",1102,1101,1109,20140218,661,669,8,2,18,12,9,42,43,10,7,4,2,1
"1798",1798,"B99888","RCSS","ZBAA","36L","N105B",1108,1109,1113,20140218,669,673,4,2,18,12,9,42,43,10,7,4,2,1
"1800",1800,"CES5709","ZULZ","ZBAA","36L","236",1110,1111,1116,20140218,671,676,5,2,18,12,9,42,43,10,7,4,2,1
"1963",1963,"CSN3151","ZGSZ","ZBAA","36L","231",1122,1120,1126,20140217,680,686,6,2,17,7,14,44,47,7,7,4,2,1
"1964",1964,"CCA4137","ZUCK","ZBAA","36L","325",1113,1113,1128,20140217,673,688,15,2,17,11,13,44,47,8,7,4,2,1
"1966",1966,"CSN6700","ZBCZ","ZBAA","36L","227",1117,1116,1125,20140217,676,685,9,2,17,7,14,44,47,7,7,4,2,1
"1967",1967,"CES5709","ZULZ","ZBAA","36L","237",1125,1125,1131,20140217,685,691,6,2,17,7,14,44,47,7,7,4,2,1
"1972",1972,"CSN3281","ZGKL","ZBAA","36L","226",1103,1103,1109,20140217,663,669,6,2,17,11,13,44,47,8,7,4,2,1
"1978",1978,"HDA900","VHHH","ZBAA","36L","526",1100,1100,1114,20140217,660,674,14,2,17,11,13,44,47,8,7,4,2,1
"1979",1979,"CSN3277","ZGNN","ZBAA","36L","228",1111,1109,1116,20140217,669,676,7,2,17,11,13,44,47,8,7,4,2,1
"1980",1980,"CES2103","ZLXY","ZBAA","36L","235",1107,1106,1113,20140217,666,673,7,2,17,11,13,44,47,8,7,4,2,1
"1985",1985,"CCA1206","ZLXY","ZBAA","36L","321",1042,1041,1058,20140217,641,658,17,2,17,8,13,32,51,12,7,4,2,1
"1988",1988,"CCA4161","ZUGY","ZBAA","36L","327",1051,1050,1104,20140217,650,664,14,2,17,8,14,32,51,13,7,4,2,1
"1990",1990,"CSN3101","ZGGG","ZBAA","36L","219",1059,1058,1107,20140217,658,667,9,2,17,8,14,32,51,13,7,4,2,1
"1991",1991,"CSN3681","ZUGY","ZBAA","36L","239",1054,1052,1100,20140217,652,660,8,2,17,8,14,32,51,13,7,4,2,1
"1994",1994,"CHH7638","ZPPP","ZBAA","36L","104",1045,1045,1050,20140217,645,650,5,2,17,8,14,32,51,13,7,4,2,1
"1995",1995,"CCA4171","ZPPP","ZBAA","36L","329",1031,1030,1052,20140217,630,652,22,2,17,8,13,32,51,12,7,4,2,1
"1996",1996,"CCA4129","ZUCK","ZBAA","36L","324",1028,1028,1049,20140217,628,649,21,2,17,7,15,32,51,5,7,4,2,1
"1997",1997,"CSZ9959","ZGSZ","ZBAA","36L","454",1034,1033,1054,20140217,633,654,21,2,17,8,13,32,51,12,7,4,2,1
"1998",1998,"CES2451","ZHHH","ZBAA","36L","236",1048,1047,1053,20140217,647,653,6,2,17,8,14,32,51,13,7,4,2,1
"2007",2007,"CCA1120","ZBDT","ZBAA","36L","313",1023,1023,1041,20140217,623,641,18,2,17,7,15,32,51,5,7,4,2,1
"2009",2009,"CHH7604","ZSSS","ZBAA","36L","110",1039,1037,1043,20140217,637,643,6,2,17,8,13,32,51,12,7,4,2,1
"2010",2010,"CCA4113","ZUUU","ZBAA","36L","323",1026,1025,1043,20140217,625,643,18,2,17,7,15,32,51,5,7,4,2,1
"2014",2014,"CHH7966","ULLI","ZBAA","36L","W207",1019,1018,1022,20140217,618,622,4,2,17,7,15,32,51,5,7,4,2,1
"2022",2022,"AMU006","VMMC","ZBAA","36L","519",1022,1020,1037,20140217,620,637,17,2,17,7,15,32,51,5,7,4,2,1
"2027",2027,"AUA63","LOWW","ZBAA","36L","527",1006,1005,1017,20140217,605,617,12,2,17,9,9,32,51,11,7,4,2,1
"2030",2030,"AFL204","UUEE","ZBAA","36L","217",1010,1008,1021,20140217,608,621,13,2,17,9,9,32,51,11,7,4,2,1
"2031",2031,"CES2411","ZLLL","ZBAA","36L","224",1013,1012,1022,20140217,612,622,10,2,17,9,9,32,51,11,7,4,2,1
"2040",2040,"CES5101","ZSSS","ZBAA","36L","221",1002,1001,1007,20140217,601,607,6,2,17,9,9,32,51,11,7,4,2,1
"2215",2215,"CSN3161","ZGGG","ZBAA","36L","725",2300,2259,2308,20140216,1379,1388,9,2,16,0,13,24,55,1,7,4,2,1
"2228",2228,"CHH7136","ZGHA","ZBAA","36L","N108",2243,2242,2250,20140216,1362,1370,8,2,16,8,14,24,55,3,7,4,2,1
"2230",2230,"CCA1436","ZUCK","ZBAA","36L","465",2241,2240,2254,20140216,1360,1374,14,2,16,8,14,24,55,3,7,4,2,1
"2232",2232,"CCA9544","ZBHH","ZBAA","36L","501",2224,2224,2249,20140216,1344,1369,25,2,16,9,13,24,55,7,7,4,2,1
"2234",2234,"CSN6947","ZLXY","ZBAA","36L","222",2248,2247,2255,20140216,1367,1375,8,2,16,0,13,24,55,1,7,4,2,1
"2235",2235,"CHH7381","ZJHK","ZBAA","36L","108",2251,2250,2255,20140216,1370,1375,5,2,16,0,13,24,55,1,7,4,2,1
"2237",2237,"CES2119","ZLXY","ZBAA","36L","813",2254,2252,2257,20140216,1372,1377,5,2,16,0,13,24,55,1,7,4,2,1
"2243",2243,"CRK304","VHHH","ZBAA","36L","217",2256,2256,2306,20140216,1376,1386,10,2,16,0,13,24,55,1,7,4,2,1
"2246",2246,"CSN6717","ZJSY","ZBAA","36L","221",2231,2230,2242,20140216,1350,1362,12,2,16,8,14,24,55,3,7,4,2,1
"2252",2252,"CSN6945","ZUNC","ZBAA","36L","734",2233,2232,2244,20140216,1352,1364,12,2,16,8,14,24,55,3,7,4,2,1
"2253",2253,"CSC8895","ZUUU","ZBAA","36L","558",2235,2235,2246,20140216,1355,1366,11,2,16,8,14,24,55,3,7,4,2,1
"2254",2254,"CCA906","ZPPP","ZBAA","36L","451",2238,2238,2249,20140216,1358,1369,11,2,16,8,14,24,55,3,7,4,2,1
"2273",2273,"CES2092","ZSCN","ZBAA","36L","802",1300,1259,1305,20140216,779,785,6,2,16,10,11,44,45,13,7,4,2,1
"2276",2276,"CHH7238","ZLXY","ZBAA","36L","103",1244,1244,1251,20140216,764,771,7,2,16,8,10,44,45,9,7,4,2,1
"2278",2278,"CSN3121","ZGGG","ZBAA","36L","223",1242,1241,1249,20140216,761,769,8,2,16,8,10,44,45,9,7,4,2,1
"2282",2282,"CES744","ZSQD","ZBAA","36L","804",1253,1252,1257,20140216,772,777,5,2,16,10,11,44,45,13,7,4,2,1
"2288",2288,"CCA1148","ZBYZ","ZBAA","36L","314",1219,1219,1237,20140216,739,757,18,2,16,13,13,44,45,5,7,4,2,1
"2289",2289,"CXA8165","ZSFZ","ZBAA","36L","237",1237,1236,1241,20140216,756,761,5,2,16,8,10,44,45,9,7,4,2,1
"2292",2292,"CSZ9591","ZGNN","ZBAA","36L","321",1226,1226,1240,20140216,746,760,14,2,16,13,13,44,45,5,7,4,2,1
"2295",2295,"CSN3147","ZGHA","ZBAA","36L","234",1224,1224,1227,20140216,744,747,3,2,16,13,13,44,45,5,7,4,2,1
"2297",2297,"CES5293","ZBYN","ZBAA","36L","801",1222,1222,1230,20140216,742,750,8,2,16,13,13,44,45,5,7,4,2,1
"2298",2298,"CCA4107","ZUUU","ZBAA","36L","313",1216,1217,1230,20140216,737,750,13,2,16,13,13,44,45,5,7,4,2,1
"2301",2301,"CHH7346","ZWWW","ZBAA","36L","115",1231,1230,1233,20140216,750,753,3,2,16,8,10,44,45,9,7,4,2,1
"2302",2302,"CSN3119","ZJHK","ZBAA","36L","236",1214,1215,1219,20140216,735,739,4,2,16,13,13,44,45,5,7,4,2,1
"2307",2307,"CHH7237","","ZBAA","36L","",1210,1212,1215,20140216,732,735,3,2,16,13,11,44,45,15,7,4,2,1
"2309",2309,"CCA862","LSGG","ZBAA","36L","536",1205,1205,1214,20140216,725,734,9,2,16,13,11,44,45,15,7,4,2,1
"2312",2312,"CCA1204","ZLXY","ZBAA","36L","326",1151,1150,1206,20140216,710,726,16,2,16,11,10,43,44,12,7,4,2,1
"2313",2313,"CCA948","VIDP","ZBAA","36L","523",1153,1152,1207,20140216,712,727,15,2,16,11,10,43,44,12,7,4,2,1
"2314",2314,"CBJ5316","ZYJX","ZBAA","36L","116",1150,1202,1205,20140216,722,725,3,2,16,13,11,44,45,15,7,4,2,1
"2317",2317,"CSN3731","ZGSD","ZBAA","36L","227",1157,1157,1204,20140216,717,724,7,2,16,11,10,43,44,12,7,4,2,1
"2319",2319,"CHH7804","ZGGG","ZBAA","36L","110",1207,1207,1211,20140216,727,731,4,2,16,13,11,44,45,15,7,4,2,1
"2320",2320,"TUA605","UTAA","ZBAA","36L","207",1146,1144,1155,20140216,704,715,11,2,16,12,12,43,44,12,7,4,2,1
"2322",2322,"PAL358","RPLL","ZBAA","36L","517",1148,1148,1159,20140216,708,719,11,2,16,11,10,43,44,12,7,4,2,1
"2326",2326,"CHH7181","ZJHK","ZBAA","36L","107",1156,1155,1200,20140216,715,720,5,2,16,11,10,43,44,12,7,4,2,1
"2329",2329,"CCA4101","ZUUU","ZBAA","36L","335",1129,1128,1147,20140216,688,707,19,2,16,6,12,43,44,11,7,4,2,1
"2336",2336,"CES5129","ZSPD","ZBAA","36L","229",1135,1133,1139,20140216,693,699,6,2,16,12,12,43,44,12,7,4,2,1
"2338",2338,"CSN3277","ZGNN","ZBAA","36L","237",1140,1139,1143,20140216,699,703,4,2,16,12,12,43,44,12,7,4,2,1
"2339",2339,"CSN6711","ZJSY","ZBAA","36L","808",1138,1137,1143,20140216,697,703,6,2,16,12,12,43,44,12,7,4,2,1
"2346",2346,"CSN3151","ZGSZ","ZBAA","36L","238",1125,1125,1130,20140216,685,690,5,2,16,6,12,43,44,11,7,4,2,1
"2347",2347,"CES5713","ZPPP","ZBAA","36L","219",1122,1121,1130,20140216,681,690,9,2,16,6,12,43,44,11,7,4,2,1
"2351",2351,"CSN3281","ZGKL","ZBAA","36L","231",1104,1103,1111,20140216,663,671,8,2,16,14,10,43,44,8,7,4,2,1
"2352",2352,"CES5709","ZULZ","ZBAA","36L","240",1108,1107,1113,20140216,667,673,6,2,16,14,10,43,44,8,7,4,2,1
"2354",2354,"CES2434","ZBLL","ZBAA","36L","235",1111,1111,1117,20140216,671,677,6,2,16,14,10,43,44,8,7,4,2,1
"2355",2355,"CXA8115","ZSFZ","ZBAA","36L","234",1114,1113,1118,20140216,673,678,5,2,16,14,10,43,44,8,7,4,2,1
"2358",2358,"CCA1332","ZHCC","ZBAA","36L","405",1046,1046,1103,20140216,646,663,17,2,16,10,10,31,43,10,7,4,2,1
"2361",2361,"CSN3681","ZUGY","ZBAA","36L","233",1058,1058,1104,20140216,658,664,6,2,16,10,10,31,43,10,7,4,2,1
"2368",2368,"CES2451","ZHHH","ZBAA","36L","236",1044,1044,1048,20140216,644,648,4,2,16,9,12,31,43,13,7,4,2,1
"2369",2369,"AMU006","VMMC","ZBAA","36L","519",1037,1036,1054,20140216,636,654,18,2,16,9,12,31,43,13,7,4,2,1
"2370",2370,"CHH7196","ZSFZ","ZBAA","36L","108",1049,1049,1052,20140216,649,652,3,2,16,10,10,31,43,10,7,4,2,1
"2373",2373,"CRK336","VHHH","ZBAA","36L","212",1052,1057,1103,20140216,657,663,6,2,16,10,10,31,43,10,7,4,2,1
"2374",2374,"CES2103","ZLXY","ZBAA","36L","228",1030,1030,1037,20140216,630,637,7,2,16,9,12,31,43,13,7,4,2,1
"2375",2375,"CHH7638","ZPPP","ZBAA","36L","115",1034,1034,1038,20140216,634,638,4,2,16,9,12,31,43,13,7,4,2,1
"2381",2381,"CES5173","ZSCN","ZBAA","36L","230",1040,1040,1046,20140216,640,646,6,2,16,9,12,31,43,13,7,4,2,1
"2386",2386,"CQN2301","ZUCK","ZBAA","36L","227",1027,1025,1031,20140216,625,631,6,2,16,9,12,31,43,9,7,4,2,1
"2387",2387,"CCA4113","ZUUU","ZBAA","36L","410",1018,1018,1032,20140216,618,632,14,2,16,9,12,31,43,9,7,4,2,1
"2390",2390,"CES2411","ZLLL","ZBAA","36L","222",1029,1028,1035,20140216,628,635,7,2,16,9,12,31,43,9,7,4,2,1
"2392",2392,"CHH7604","ZSSS","ZBAA","36L","114",1021,1021,1024,20140216,621,624,3,2,16,9,12,31,43,9,7,4,2,1
"2395",2395,"CES5177","ZSNB","ZBAA","36L","219",1008,1007,1016,20140216,607,616,9,2,16,3,9,31,43,8,7,4,2,1
"2398",2398,"AFL204","UUEE","ZBAA","36L","217",1012,1012,1021,20140216,612,621,9,2,16,3,9,31,43,8,7,4,2,1
"2594",2594,"CCA1460","ZUYB","ZBAA","36L","327",1406,1405,1422,20140215,845,862,17,2,15,17,9,44,43,7,7,4,2,1
"2596",2596,"CSN3141","ZGHA","ZBAA","36L","226",1415,1415,1423,20140215,855,863,8,2,15,11,9,44,43,7,7,4,2,1
"2597",2597,"CHH7606","ZSSS","ZBAA","36L","111",1424,1419,1424,20140215,859,864,5,2,15,11,9,44,43,7,7,4,2,1
